Ryan Adams,Versions,File Type,
"8-2-2007 / Boulder, CO / Fox Theatre (DPA 4027) (scott schneider)",AUD,FLAC,
"8-2-2007 / Boulder, CO / Fox Theatre (MBHO KA-200N) (sxpxdxcx)",AUD,FLAC,
"8-3-2007 / Morrison, CO / Red Rocks Amphitheater (time was just a joke productions)",AUD,FLAC,
"8-18-2007 / Brisbane, Australia / Tivoli (jon carter)",SBD,FLAC,
"8-20-2007 / Melbourne, Australia / Palais Theatre (adam)",SBD,FLAC,
"8-22-2007 / Adelaide, Australia / Her Majesty's Theatre (retortion)",SBD,FLAC,
"9-13-2007 / Charlottesville, VA / Paramount Theater (craig davis)",SBD,FLAC,
"9-14-2007 / Charlottesville, VA / Paramount Theater (mark lynn)",SBD,FLAC 24,
"9-16-2007 / Northampton, MA / Calvin Theater",SBD,FLAC,
"9-17-2007 / Portland, ME / Merrill Auditorium (bill demars)",SBD,FLAC,
"9-19-2007 / Montreal, Quebec / Theatre St-Denis 1 (bill demars)",SBD,FLAC,
"9-21-2007 / Toronto, Ontario / Massey Hall (david klein)",SBD,FLAC,
"9-22-2007 / Ann Arbor, MI / Michigan Theater (john carlin and joel swaney)",SBD,FLAC,
"9-24-2007 / Kalamazoo, MI / State Theater (john carlin and joel swaney)",SBD,FLAC,
"9-25-2007 / Milwaukee, WI / The Riverside Theater (SP-BMC-12) (matt krueger and kevin kohl)",SBD,FLAC,
"9-25-2007 / Milwaukee, WI / The Riverside Theater (john carlin)",AUD,FLAC,
"9-27-2007 / Minneapolis, MN / State Theater (john carlin and joel swaney)",SBD,FLAC,
"9-28-2007 / Madison, WI / Barrymore Theater (john carlin and joel swaney)",SBD,FLAC,
"9-29-2007 / Chicago, IL / Chicago Theater (john carlin and joel swaney)",SBD,FLAC,
"10-1-2007 / Iowa City, IA / Main Lounge (joel swaney)",SBD,FLAC,
"10-2-2007 / Kansas CIty, MO / Uptown Theatre (Panasonic WM60)  (m.s. master)",AUD,FLAC,
"10-14-2007 / Atlanta, GA / Fox Theatre (brian t. smith)",SBD,FLAC,
"10-15-2007 / Birmingham, AL / Birmingham Theater (AKG 460/ck61) (jeff hatcher)",AUD,FLAC,
"10-15-2007 / Birmingham, AL / Birmingham Theater (DPA 4023)",AUD,FLAC,
"10-17-2007 / Mobile, AL / Seanger *Mystical Vagina (MM-HLSC-2)",AUD,FLAC,
"10-18-2007 / Houston, TX / Verizon Wireless Theater (mk sheikh)",SBD,FLAC,
"10-19-2007 / Dallas, TX / McFarlin Auditorium - SMU Campus (Milab VM-44) ",AUD,FLAC,
"10-22-2007 / Los Angeles, CA / KCRW - Morning Becomes Eclectic",FM,FLAC,
"10-23-2007 / Nashville, TN / War Memorial Auditorium (kevin wathen)",SBD,FLAC,
"10-24-2007 / Indianapolis, IN / Murat Theatre (jon ice)",SBD,FLAC,
"10-25-2007 / Columbus, OH / Lifestyle Communities Pavilion (kevin wathen)",SBD,FLAC,
"10-27-2007 / Lakewood, OH / Lakewood Civic Auditorium (spyboychoir)",SBD,FLAC 24,
"10-29-2007 / Pittsburgh, PA / Carnegie Music Hall",SBD,FLAC 24,
"10-30-2007 / Washington, D.C. / DAR Constitution Hall (bill demars)",SBD,FLAC,
"10-31-2007 / New York, NY / Hammerstein Ballroom (bill demars)",SBD,FLAC,
"10-31-2007 / New York, NY / Hammerstein Ballroom (DPA 4021) ",AUD,FLAC,
"11-12-2007 / Nottingham, UK / Royal Concert Hall (spotondrums)",SBD,FLAC,
"11-16-2007 / London, England / Hammersmith Apollo (gary watson & john carlin)",SBD,FLAC,
"11-18-2007 / Gothenburg, Sweden / Konserthuset",MTX,FLAC,
"11-19-2007 / Oslo, Norway / Sentrum Scene (tbugsett)",SBD,FLAC,
"11-20-2007 / Stockholm, Sweden / China Theatre (WM61A) ",AUD,FLAC,
"11-22-2007 / Copenhagen, Denmark / Falconer Center (niklas a.)",SBD,FLAC,
"11-23-2007 / Berlin, Germany / Arena",SBD,FLAC,
"11-23-2007 / Berlin, Germany / Arena (inc)",FM,FLAC,
"11-23-2007 / Berlin, Germany / Arena (OKMII) (juwe)",AUD,FLAC,
"11-24-2007 / Munich, Germany / Tonhalle (Soundman OKMII R) (hhtfp)",SBD,FLAC,
"11-24-2007 / Munich, Germany / Tonhalle (tomtom)",AUD,FLAC,
11-26-2007 / Amsterdam / RAI Auditorium (wickedtongue),SBD,FLAC,
"12-1-2007 / Glasgow, Scotland / Clyde Auditorium (thomas bauer)",SBD,FLAC,
,,,
[2008],,,
"1-16-2008 / Tulsa, OK / Cains Ballroom (paul massaro)",SBD,FLAC,
"1-18-2008 / Tucson, AZ / Rialto Theater",SBD,FLAC 24,
"1-19-2008 / San Diego, CA / Spreckels Theatre (bill demars)",SBD,FLAC 24,
"1-21-2008 / Santa Barbara, CA / Arlington Theatre (bill demars)",SBD,FLAC 24,
"1-22-2008 / Claremont, CA / Bridges Auditorium (bill demars)",SBD,FLAC,
"1-23-2008 / San Raphael, CA / Marin Civic (unk)",SBD,FLAC,
"1-25-2008 / Salem, OR / Elsinore Theatre (kevin wathen)",SBD,FLAC,
"1-26-2008 / Seattle, WA / Paramount Theater (kevin wathen)",SBD,FLAC,
"1-26-2008 / Seattle, WA / Paramount Theater (AKG C1000s) (brian connolly)",AUD,FLAC,
"1-28-2008 / Berkeley, CA / Zellerbach Auditorium  (paul massaro)",SBD,FLAC,
"1-29-2008 / Santa Cruz, CA / The Catalyst",SBD,FLAC,
"1-30-2008 / Los Angeles, CA / Royce Hall - UCLA (martin hollander)",SBD,FLAC,
"1-31-2008 / Los Angeles, CA / Royce Hall - UCLA (martin hollander)",SBD,FLAC,
"6-19-2008 / Telluride, CO / Telluride Bluegrass Festival (KM84i) (john r.)",AUD,FLAC,
"8-23-2008 / San Francisco, CA / The Fillmore (paul massaro)",SBD,FLAC,
"9-1-2008 / Winnipeg, Manitoba / MTS Center (paul massaro)",SBD,FLAC,
"9-4-2008 / Ottawa, Canada / Scotiabank Place (Church Mics) (ccliffy)",AUD,FLAC,
"9-7-2008 / Boston, MA / Bank of America Pavilion (paul massaro)",SBD,FLAC,
"9-7-2008 / Boston, MA / Bank of America Pavilion (Oktava MK-012) (vanark)",AUD,FLAC,
"9-7-2008 / Boston, MA / Bank of America Pavilion (MK41) (jesse hurlburt)",AUD,FLAC,
"9-25-2008 / Albany, NY / Theater at the Egg (bill demars)",SBD,FLAC 24,
"9-25-2008 / Albany, NY / Theater at the Egg (claude sawyer)",SBD,FLAC 24,
"9-25-2008 / Albany, NY / Theater at the Egg (Gefell M20) (tim burke)",AUD,FLAC 24,
"9-26-2008 / Syracuse, NY / Landmark Theatre  (bill demars)",SBD,FLAC 24,
"9-26-2008 / Syracuse, NY / Landmark Theatre (Gefell M20) (tim burke)",AUD,FLAC 24,
"9-26-2008 / Syracuse, NY / Landmark Theatre (Nakamichi CM-1000) (spyder9)",AUD,FLAC 24,
"9-26-2008 / Syracuse, NY / Landmark Theatre (bill demars) (remaster)",SBD,FLAC 24,
"9-27-2008 / Rochester, NY / Auditorium Theatre (bill demars)",SBD,FLAC 24,
"9-27-2008 / Rochester, NY / Auditorium Theatre (dave caley)",SBD,FLAC 24,
"9-29-2008 / Columbus, OH / Palace Theatre (3-fan)",SBD,FLAC 24,
"9-30-2008 / Cleveland, OH / Palace Theatre (spyboychoir)",SBD,FLAC 24,
"10-2-2008 / Indianapolis, IN / Murat Theater (unk)",AUD,FLAC,
"10-3-2008 / Cincinnati, OH / Taft Theater (joel swaney)",SBD,FLAC,
"10-3-2008 / Cincinnati, OH / Taft Theater (MKH416s) (jules & jim merkl)",AUD,FLAC,
"10-4-2008 / St. Louis, MO / Fox Theater ",SBD,SHN,
"10-5-2008 / Madison, WI / Overture Hall (joel swaney)",SBD,FLAC,
"10-5-2008 / Madison, WI / Overture Hall - MD(M) (ECM 717) ",AUD,FLAC,
"10-7-2008 / Ames, IA / Ames Auditorium (joel swaney)",SBD,FLAC,
"10-11-2008 / Grand Prarie, TX / Nokia Theater (paul massaro & mk sheikh)",SBD,FLAC,
"10-11-2008 / Grand Prarie, TX / Nokia Theater (DPA 4061) (v4tx)",AUD,FLAC,
"10-13-2008 / Austin, TX / Paramount Theater (paul massaro & mk sheikh)",SBD,FLAC,
"10-14-2008 / Houston, TX / Verizon Wireless Theater (DPA 4023) (prof_peabody)",AUD,FLAC,
"10-16-2008 / Tuscaloosa, AL / Bama Theater (DPA 4023) (chris hall)",MTX,FLAC,
"10-16-2008 / Tuscaloosa, AL / Bama Theater (Schoeps CCM 4 Lg) (dennis tyler)",AUD,FLAC,
"10-17-2008 / Alpharetta, GA / Verizon WIreless Amphitheatre at Encore Park (Neumann AK40) (brian hadella)",AUD,FLAC,
"10-31-2008 / New York, NY / Apollo Theater - The Halloween Show (Sony TCM 59v) (bronxapostle)",AUD,FLAC,
"10-31-2008 / New York, NY / Apollo Theater - The Halloween Show (AT-822) (jack lewis)",AUD,FLAC,
"11-8-2008 / Dublin, Ireland / Ambassador Theatre (john carlin)",MTX,FLAC,
"11-8-2008 / Dublin, Ireland / Ambassador Theatre (gary watson)",SBD,FLAC 24,
"11-9-2008 / London, UK / BBC Studios ""Dermot O'Leary""",FM,FLAC,
"11-10-2008 / Manchester, England / Academy (gary watson)",SBD,FLAC 24,
"11-11-2008 / Newcastle, England / Academy (gary watson)",SBD,FLAC 24,
"11-13-2008 / Leeds, England / The Academy (gary watson)",SBD,FLAC 24,
"11-14-2008 / Edinburgh, Scotland / Picture House (gary watson)",SBD,FLAC,
"11-16-2008 / Cambridge, England / Corn Exchange (gary watson)",SBD,FLAC 24,
"11-17-2008 / Birmingham, England / Academy (gary watson)",SBD,FLAC 24,
"11-19-2008 / Brighton, England / The Dome (warren archibald)",SBD,FLAC 24,
"11-20-2008 / London, England / Brixton Academy (paul massaro)",SBD,FLAC 24,
"11-22-2008 / Southampton, England / Guildhall (thomas bauer)",SBD,FLAC,
"12-4-2008 / Los Angeles, CA / Staples Center (DSM6) ",AUD,FLAC,
"12-8-2008 / Broomfield, CO / Broomfield Event Center (DPA 4023) (george wang)",AUD,FLAC,
"12-10-2008 / Minneapolis, MN / 89.3 FM KCMP The Current (joel swaney)",FM,FLAC,
"12-12-2008 / Rosemont, IL / Allstate Arena (AT831s) (justagirl)",AUD,FLAC,
"12-13-2008 / Auburn Hills, MI / The Palace of Auburn Hills (HEB DPA4060) (live2cd)",AUD,FLAC,
"12-17-2008 / New York, NY / Madison Square Garden (Sony TCM 59v) (thebalvenie)",AUD,FLAC,
,,,
[2009],,,
1-13-2009 / Sirius 63 / XM 12 - Outlaw Country,FM,FLAC,
"1-25-2009 / Fremantle, Australia / Metropolis (cheyne)",SBD,FLAC,
"1-27-2009 / Brisbane, Australia / The Tivoli (qz8rdr)",SBD,FLAC,
"1-29-2009 / Sydney, Australia / Enmore Theatre (cheyne)",SBD,FLAC,
"1-30-2009 / Melbourne, Australia / The Forum (cheyne)",SBD,FLAC,
"1-31-2009 / Melbourne, Australia / The Forum (adam)",SBD,FLAC,
"2-3-2009 / Wellington, NZ / The Opera House (unk)",SBD,FLAC,
"2-4-2009 / Auckland, NZ / Powerstation (qz8rdr)",SBD,FLAC,
"2-20-2009 / New Haven, CT / Shubert Theater (jesse hurlburt)",SBD,FLAC,
"2-21-2009 / Boston, MA / Orpheum Theatre (bill demars)",MTX,FLAC,
"2-21-2009 / Boston, MA / Orpheum Theatre (AKG 391) (vanark)",AUD,FLAC,
"2-22-2009 / Montclair, NJ / Wellmont Theater (settins0n)",SBD,FLAC,
"2-26-2009 / Columbia, MO / The Missouri Theater (tim)",SBD,FLAC,
"2-27-2009 / Kansas City, MO / Uptown Theater (paul massaro)",SBD,FLAC,
"3-5-2009 / Baton Rouge, LA / River Center Theatre (ECM-DS70P) (ryan fisher)",AUD,FLAC,
"3-9-2009 / Jacksonville, FL / Florida Theater",SBD,FLAC,
"3-9-2009 / Jacksonville, FL / Florida Theater ",AUD,FLAC,
"3-12-2009 / Columbia, SC / Township Auditorium (SBD + AT-835b) (nick d'amato)",MTX,FLAC,
"3-14-2009 / Nashville, TN / War Memorial Auditorium (bauer, carlin, swaney, watson)",SBD,FLAC,
"3-15-2009 / Nashville, TN / War Memorial Auditorium (gary watson)",SBD,FLAC,
"3-16-2009 / Louisville, KY / Louisville Palace (brent stober)",SBD,FLAC,
"3-16-2009 / Louisville, KY / Louisville Palace (DPA 4021) ",AUD,FLAC,
"3-18-2009 / Memphis, TN / Minglewood Hall (swaney, carlin, watson)",SBD,FLAC,
"3-19-2009 / Mobile, AL / Saenger Theatre (paul massaro)",SBD,FLAC,
"3-19-2009 / Mobile, AL / Saenger Theatre (M-Audio Pulsar 2) ",AUD,FLAC,
"3-20-2009 / Atlanta, GA / Fox Theatre (Schoeps CCM 4 Lg) (dennis tyler)",MTX,FLAC,
"3-20-2009 / Atlanta, GA / Fox Theatre (DPA 4023) (chris hall)",MTX,FLAC,
"3-20-2009 / Atlanta, GA / Fox Theatre (Schoeps CCM 4 Lg) (dennis tyler)",AUD,FLAC,
"3-20-2009 / Atlanta, GA / Fox Theatre (Neumann AK40 + SBD) (chris hall and craig davis)",MTX,FLAC,
,,,
[2011],,,
"4-21-2011 / Los Angeles, CA / El Rey Theatre",SBD,FLAC,
"6-8-2011 / Dublin, Ireland / The Olympia Theatre (AT831b) (johnky)",AUD,FLAC,
"6-11-2011 / Oslo, Norway / Folketeatret (MK4) (unk)",AUD,FLAC,
"6-13-2011 / Malmo, Sweden / Konserthuset (DPA 4061) (unk)",AUD,FLAC,
"6-14-2011 / Copenhagen, Denmark / Konserthuset (DPA 4061) (unk)",AUD,FLAC,
"6-23-2011 / Manchester, England / Bridgewater Hall (Roland R-09) (unk)",AUD,FLAC,
"6-28-2011 / Amsterdam, Holland / Concertgebouw (MM-HLSC-2) (reel records)",AUD,FLAC,
"8-30-2011 / London, England / Radio 2 Studios - BBC (john carlin)",FM,FLAC,
"8-31-2011 / London, England / BBC Radio - Interview",FM,FLAC,
"9-1-2011 / London, UK / BBC 6 Music Studios / BBC Session (Digital Satellite Broadcast)",FM,FLAC,
"9-15-2011 / Denver, CO / Su Teatro at Denver Civic Theatre (AT933) (sxpxdxcx)",AUD,FLAC,
"9-15-2011 / Denver, CO / Su Teatro at Denver Civic Theatre (MCE400) (unk)",AUD,FLAC,
"11-1-2011 / London, England / Cadagon Hall (Zoom2)",AUD,FLAC,
"11-2-2011 / Paris, France / Le Trianon (unk)",AUD,FLAC,
"11-2-2011 / Paris, France / Le Trianon (Zoom2)",AUD,FLAC,
"11-4-2011 / Breda, The Netherlands / Chasse Theater (Zoom2)",WEB,FLAC,
"11-5-2011 / Brussels, Belgium / Cirque Royal (Zoom2) (tomtom)",AUD,FLAC,
"11-9-2011 / Uppsala, Sweden / Konsert & Kongress (iPhone 3GS)",AUD,FLAC,
"11-13-2011 / Aarhus, Denmark / Musikhuset (CA-11) ",AUD,FLAC,
"12-2-2011 / Santa Monica, CA / Live in Session on MBE - KCRW FM",FM,FLAC,
"12-4-2011 / Baltimore, MD / Lyric Opera House (B&K 4022) (cbd)",AUD,FLAC,
"12-5-2011 / New York, NY / Ed Sullivan Theater - Live on Letterman",WEB,FLAC,
"12-6-2011 / New York, NY / Carnegie Hall (bronxapostle)",AUD,FLAC,
,,,
[2012],,,
"1-24-2012 / Bethesda, MD / Strathmore (iPhone) (shabsoviet)",AUD,FLAC,
"1-25-2012 / Cleveland, OH / Ohio Theatre (unk)",AUD,FLAC,
"1-27-2012 / Ann Arbor, MI / Hill Auditorium - Ann Arbor Folk Festival (unk)",AUD,FLAC,
"1-30-2012 / Louisville, KY / Louisville Palace Theatre (RA solo) (Edirol R-09) (unk)",AUD,FLAC,
"2-1-2012 / Kansas City, MO / Music Hall (WM60)",AUD,FLAC,
"2-1-2012 / Kansas City, MO / Music Hall (MK4)",,FLAC,
"2-4-2012 / Denver, CO / Temple Hoyne Buell Theater (MCE400)",AUD,FLAC 24,
"3-3-2012 / Melbourne, Australia / Regent Theatre (M-10) (roman 79)",AUD,FLAC,
"4-19-2012 / Dublin, Ireland / Dame Street - Olympia Theatre (CA-11s) ",AUD,FLAC,
4-22-2012 / England / The Sage - Gateshead (Roland Edirol R-09HR),AUD,FLAC,
"4-27-2012 / Sheffield, England / City Hall (SP-CMC-2) (bigdee master)",AUD,FLAC,
"4-30-2012 / London, UK / Palladium (Zoom2)",AUD,FLAC,
"5-2-2012 / Antwerpen, Belgium / Koningin Elizabethzaal (CSB) (steven bladt)",AUD,FLAC,
"5-6-2012 / Amsterdam, Holland / Carre Theater (R-09) (otto)",AUD,FLAC,
"5-7-2012 / Copenhagen, Denmark / Falconer Salen (CA-11) (unk)",AUD,FLAC,
"5-9-2012 / Oslo, Norway / Folketeatret (MK4) ",AUD,FLAC,
"10-29-2012 / Boulder, CO / Boulder Theater (DPA 4022) (unk)",AUD,FLAC,
"12-11-2012 / West Hollywood, CA / The Roxy (Sony ECM-909a) (manofstealth)",AUD,FLAC,
,,,
[2013],,,
"3-19-2013 / London, UK / Royal Albert Hall (Zoom2)",AUD,FLAC,
,,,
[2014],,,
"7-23-2014 / Burlington, VT / Flynn Theater (Beyer MC930) (chris seremet)",AUD,FLAC,
"7-23-2014 / Burlington, VT / Flynn Theater (Beyer MC930) (chris seremet)",AUD,FLAC,
"7-25-2014 / Newport, RI / Fort Adams State Park - Newport Folk Festival",WEB,FLAC,
"7-25-2014 / Newport, RI / Fort Adams State Park - Newport Folk Festival (NPR Stream)",WEB,FLAC,
"7-26-2014 / Camden, NJ / Susquehanna Bank Center - XpoNential Music Festival (SS-DSM-6S/L) (unk)",AUD,FLAC,
8-30-2014 / Outlaw Country (Sirius XM Studios),WEB,FLAC,
"9-8-2014 / Washington, D.C. / 9:30 Club (m. watson)",SBD,FLAC,
"9-9-2014 / New York, NY / Electric Lady Studios - NPR World Cafe - WFUV 90.7 (m. watson)",FM,FLAC,
"9-9-2014 / New York, NY / Electric Lady Studios - NPR World Cafe",WEB,FLAC,
"9-10-2014 / New York, NY / WNYC Studios",FM,FLAC,
"9-16-2014 / Santa Monica, CA / KCRW Studios",FM,FLAC,
"9-17-2014 / London, England / BBC Radio Studios",FM,FLAC,
"9-18-2014 / London, England / Shepherd's Bush Empire (SP-CMC-2)",AUD,FLAC,
"9-19-2014 / London, England / Shepherd's Bush Empire (Zoom2)",AUD,FLAC,
"9-20-2014 / London, England / BBC Radio 2 (Interview)",FM,FLAC,
"9-21-2014 / London, UK / The Roundhouse (Webstream) (brim1031)",SBD,FLAC,
"9-23-2014 / Amsterdam, Holland / Paradiso (SP-CMC-8) (dutch masters)",AUD,FLAC,
"9-24-2014 / Manchester, UK / Albert Hall (Zoom2)",AUD,FLAC,
9-25-2014a / BBC Radio Studios,FM,FLAC,
"9-25-2014 / Glasgow, Scotland / Royal Concert Hall (Zoom2)",AUD,FLAC,
"10-3-2014 / San Francisco, CA / Hardly Strictly Bluegrass Festival - Banjo Stage (MK4) (daspyknows)",AUD,FLAC,
"10-13-2014 / Minneapolis, MN / Northrop Auditorium (Zoom H2) (mn gneiss)",AUD,FLAC,
"10-16-2014 / Chicago, IL / Chicago Theatre (SS DSM6S) (unk)",AUD,FLAC,
"10-18-2014 / Ames, IA / Stephens Auditorium (WM60) (m.s.)",AUD,FLAC,
"10-20-2014 / Kansas City, MO / Uptown Theater (MK41)",AUD,FLAC,
"10-22-2014 / Austin, TX / Austin City Limits - Moody Theater (PBS-TV)",PRO,TS,
"10-23-2014 / Austin, TX / Austin City Limits - Moody Theater (DR-07MKII) (wbhendrix)",AUD,FLAC,
"11-8-2014 / Columbus, OH / Palace Theatre (DPA 4060) (live2cd)",AUD,FLAC 24,
"11-9-2014 / Detroit, MI / The Fillmore (DR-05) (apbenes)",AUD,FLAC,
"11-11-2014 / Cleveland, OH / State Theatre (DR-2D) (spyboychoir)",AUD,FLAC 24,
"11-12-2014 / Toronto, Ontario / Massey Hall (Tascam iM2) (greg valiquette)",AUD,FLAC,
"11-17-2014 / New York, NY / Carnegie Hall - Isaac Stern Auditorium (Zoom H4n) (andrew lowden)",AUD,FLAC,
"11-19-2014 / Upper Darby, PA / The Tower Theater (AT831) (todd bainbridge)",AUD,FLAC,
"11-26-2014 / Vancouver, BC / CBC Radio 3 Studios",FM,FLAC,
"12-10-2014 / Tempe, AZ / Grady Gammage Auditorium - ASU (Gefell M21) (audball)",AUD,FLAC 24,
,,,
[2015],,,
"2-24-2015 / Edinburgh, Scotland / Usher Hall (R09) (sappororamen)",AUD,FLAC,
"2-25-2015 / Leeds, England / O2 Academy (R-09HR) (unk)",AUD,FLAC,
"2-27-2015 / London, UK / Hammersmith Apollo (R-09HR)",AUD,FLAC,
"2-28-2015 / Wolverhampton, UK / The Civic Hall (Zoom2)",AUD,FLAC,
"3-9-2015 / Copenhagen, Denmark / Copenhagen Falconer Salen (CA-11)",AUD,FLAC,
"3-12-2015 / Bergen, Norway / Bergen - USF Verftet (Zoom2)",AUD,FLAC,
"3-13-2015 / Oslo, Norway / Sentrum Scene (Zoom2)",AUD,FLAC,
"3-24-2015 / Stockholm, Sweden / Cirkus (Zoom2)",AUD,FLAC,
"4-12-2015 / Indio, CA / Empire Polo Grounds - Coachella Festival (Schoeps CCM4s) (unk)",AUD,FLAC,
"4-12-2015 / Indio, CA / Empire Polo Grounds - Coachella Festival (chris finn)",WEB,FLAC,
"4-19-2015 / Indio, CA / Empire Polo Grounds - Coachella Festival (DPA 4060s) (blg mastering)",AUD,FLAC,
"4-28-2015 / Nashville, TN / Ryman Auditorium (SP-CMC-8) (unk)",AUD,FLAC,
"5-3-2015 / Charlottesville, VA / nTelos Wireless Pavilion (Zoom H2) (chief kurtz)",AUD,FLAC,
"5-22-2015 / Santa Rosa, CA / Wells Fargo Center for the Arts (Schoeps CCM4s) (blg masting)",AUD,FLAC,
"6-4-2015 / Morrison, CO / Red Rocks Amphitheater (DPA 4061) (rob o'brien)",AUD,FLAC,
"6-4-2015 / Morrison, CO / Red Rocks Amphitheater (MCE400) (unk)",AUD,FLAC,
"6-6-2015 / New York, NY / Randall's Island Park - Honda Stage (CA-14) (larryrulz)",AUD,FLAC,
"6-28-2015 / Pilton, England / Worthy Farm - Glastonbury Festvial (BBC Broadcast) (jrw80)",TV,M4A,
"6-30-2015 / Groningen, The Netherlands / De Oosterpoort (Zoom2)",AUD,FLAC,
"7-1-2015 / Hamburg, Germany / Docks (MBHO KA 200) (unk)",AUD,FLAC 24,
"7-1-2015 / Hamburg, Germany / Docks (CSB) (rcm)",AUD,FLAC,
"7-19-2015 / Melbourne, Australia / Forum Theatre (DPA 4011s) (roman79)",AUD,FLAC,
"7-20-2015 / Melbourne, Australia / Forum Theatre (DPA 4011s) (roman79)",AUD,FLAC,
"7-21-2015 / Sydney, Australia / Sydney Opera House (CA-14) ",AUD,FLAC,
"7-21-2015 / Sydney, Australia / Sydney Opera House (DR-07MKII)",AUD,FLAC,
"7-23-2015 / Sydney, Australia / Enmore Theatre (DR-07MKII)",AUD,FLAC,
"7-26-2015 / Niigata, Japan / Yuzawa, Mikuni - Red Marquee Stage - Fuji Rock Festival (MM-HLSC SC-1) (koji)",AUD,FLAC,
"10-24-2015 / Mountain View, CA / Shoreline Ampitheatre - Bridge School Benefit (MK40) (ridemyllama)",AUD,FLAC,
"10-25-2015 / Mountain View, CA / Shoreline Ampitheatre - Bridge School Benefit (MK40) (ridemyllama)",AUD,FLAC,
,,,
[2016],,,
"6-18-2016 / Telluride, CO / Bluegrass Festival - Town Park  (MK22) (soling)",AUD,FLAC,
"6-18-2016 / Telluride, CO / Bluegrass Festival - Town Park (Neumann 183is) (david dyche)",AUD,FLAC,
"7-13-2016 / Pittsburgh, PA / Stage AE (AT853) (live2cd)",AUD,FLAC 24,
"7-15-2016 / Columbus, OH / McFerson Commons (CSB) (live2cd)",AUD,FLAC 24,
"7-19-2016 / Charlottesville, VA / Sprint Pavilion (iPhone) (chazzarelli)",AUD,FLAC,
"7-20-2016 / New York, NY / Central Park Summerstage",AUD,FLAC,
"7-23-2016 / Newport, RI / Newport Folk Festival (NPR stream)",AUD,FLAC,
"7-23-2016 / Newport, RI / Newport Folk Festival (Tunein Livestream)",AUD,FLAC,
"7-24-2016 / Port Chester, NY / Capitol Theatre (Tascam DR-08)",AUD,FLAC,
"7-26-2016 / Washington, D.C. / Lincoln Theatre",AUD,FLAC,
"8-3-2016 / Los Angeles, CA / KCSN Studios",FM,FLAC,
"12-6-2016 / Sydney, Australia / The Enmore Theatre (CA-14)",AUD,FLAC,
"12-9-2016 / Tokyo, Japan / Shinkiba Studio Coast (hitonori nishihara)",AUD,FLAC,
,,,
[2017],,,
"1-21-2017 / Pasadena, CA / Pasadena Civic Auditorium",FM,FLAC,
1-24-2017 / BBC 6 Music with Lauren Laverne - BBC 6 Studios (darkrender),WEB,FLAC,
"1-25-2017 / Louisville, KY / WFPK Radio - Interview",FM,FLAC,
"1-26-2017 / Washington, D.C. / BBC Radio 2 - Unknown Interview",FM,FLAC,
"1-27-2017 / Sydney, Australia / ABC Radio National Studios",FM,FLAC,
"1-30-2017 / Glasgow, Scotland / BBC Radio Scotland Studios",FM,FLAC,
"1-30-2017 / Glasgow, Scotland / BBC Radio Scotland Studios - Janice Forsyth Show",,FLAC,
"1-31-2017 / Oslo, Norway / KRK Radio Studios",FM,FLAC,
"2-16-2017 / New York, NY / Apollo Theater ",AUD,FLAC,
"2-18-2017 / Brooklyn, NY / Rough Trade NYC (Early Show) (MKE 2) (lowden)",AUD,FLAC,
2-21-2017 / KCRW (Unknown Details),FM,FLAC,
"2-22-2017 / Hollywood, CA / Amoeba Music (AT831)",AUD,FLAC,
"2-24-2017 / Los Angeles, CA / KCSN Studios - Interview",FM,FLAC,
"3-3-2017 / Philadelphia, PA / World Cafe Live",FM,FLAC,
"3-4-2017 / London, England / BBC Radio 6 Studios",FM,FLAC,
3-16-2017 / Interview (No Details),FM,FLAC,
"5-2-2017 / New York, NY / Beacon Theatre",AUD,FLAC,
"5-3-2017 / New York, NY / Beacon Theatre",AUD,FLAC,
"5-6-2017 / Upper Darby, PA / Tower Theatre (todd bainbridge)",AUD,FLAC,
"5-6-2017 / Upper Darby, PA / Tower Theatre (AKG CK63)",AUD,FLAC,
"5-10-2017 / Boston, MA / Blue Hills Bank Pavilion (MK4V) (jim kelly)",AUD,FLAC 24,
"5-12-2017 / Columbia, MD / Merriweather Post Pavilion (AKG CK61) (alex leary)",AUD,FLAC,
"5-26-2017 / Melbourne, Australia / Margaret Court Arena (roman 79)",AUD,FLAC,
"5-27-2017 / Sydney, Australia / The Hordern Pavilion (CA-14)",AUD,FLAC,
"6-1-2017 / Santa Barbara, CA / Granada Theatre (DPA 4060s) (mh)",AUD,FLAC,
"6-3-2017 / Los Angeles, CA / Greek Theatre (DPA 4060s) (mh)",AUD,FLAC,
"6-10-2017 / Austin, TX / Austin City Limits",TV,MP3,
"6-19-2017 / Boulder, CO / Fox Theatre (Countryman B3) (unk)",AUD,FLAC 24,
,,,
"7-6-2017 / Oeiras, Portugal / Passeio Marítimo de Algés - NOS Alive 2017",WEB,FLAC,
"7-11-2017 / Roma, Italy / Auditorium Parco della Musica (Zoom2) (tomtomrecording007)",AUD,FLAC,
"7-12-2017 / Gardone Riviera, Italy / Teatro del Vittoriale (Zoom2) (tomtomrecording007)",AUD,FLAC,
"7-15-2017 / Munchen, Germany / Muffathalle (MK6) (sebastian boschert)",AUD,FLAC 24,
"7-15-2017 / Munchen, Germany / Muffathalle (Zoom2) (tomtomrecording007)",AUD,FLAC,
"7-16-2017 / Berlin, Germany / Tempodrom (MK6)",AUD,FLAC 24,
