Radiohead,Versions,File Type,
"10-14-2012 / Amsterdam, The Netherlands / Ziggodome (AT943) (bnz)",AUD,FLAC,
"10-14-2012 / Amsterdam, The Netherlands / Ziggodome (Schoeps CCM 41V) (ian macdonald)",AUD,FLAC,
"10-15-2012 / Cologne, Germany / Lanxess Arena (AT943) (bnz)",AUD,FLAC,
"10-15-2012 / Cologne, Germany / Lanxess Arena (Edirol R-09) (tomcat)",AUD,FLAC,
"10-16-2012 / Strasbourg, France / Le Zenith (Neumann KM140s) (unk)",AUD,FLAC,
"10-16-2012 / Strasbourg, France / Le Zenith (SP-CMC-4U) (achtungpop)",AUD,FLAC,
"10-16-2012 / Strasbourg, France / Le Zenith - WAV(M) (MBHO KA 200N) (unk)",AUD,FLAC,
"10-18-2012 / Antwerp, Belgium / Sportpaleis (AT943) (bnz)",AUD,FLAC,
"11-6-2012 / Auckland, New Zealand / Vector Arena (Sony ECM-717) (unk)",AUD,FLAC,
"11-13-2012 / Sydney, Australia / Sydney Entertainment Centre (auroboros)",IEM,FLAC,
"11-17-2012 / Melbourne, Australia / Rod Laver Arena (inc) (iPhone mic) (javier)",AUD,FLAC,
XX-XX-2012 / The King of Limbs from the Basement,TV,FLAC,
,,,
[2016],,,
"5-20-2016 / Amsterdam, The Netherlands / Heineken Music Hall (AT943) (bnz)",AUD,FLAC,
"5-20-2016 / Amsterdam, The Netherlands / Heineken Music Hall (DPA 4023) (prof_peabody)",AUD,FLAC,
"5-20-2016 / Amsterdam, The Netherlands / Heineken Music Hall (SP-CMC-8) (pookees)",AUD,FLAC 24,
"5-21-2016 / Amsterdam, The Netherlands / Heineken Music Hall (AT943) (bnz)",AUD,FLAC,
"5-21-2016 / Amsterdam, The Netherlands / Heineken Music Hall (CA-11) (grunthos the flatulent)",AUD,FLAC,
"5-21-2016 / Amsterdam, The Netherlands / Heineken Music Hall (DPA 4023) (prof_peabody)",AUD,FLAC,
"5-21-2016 / Amsterdam, The Netherlands / Heineken Music Hall (SP-CMC-8) (unk)",AUD,FLAC,
"5-23-2016 / Paris, France / Le Zenith (AT943) (bnz)",AUD,FLAC,
"5-23-2016 / Paris, France / Le Zenith (DPA 4061) (antoine v.)",AUD,FLAC,
"5-23-2016 / Paris, France / Le Zenith (DPA 4061) (antoine v.) (mastered by rich steele)",AUD,FLAC,
"5-24-2016 / Paris, France / Le Zenith (AT943) (bnz)",AUD,FLAC,
"5-26-2016 / London, England / Roundhouse (SBD) (jim warren)",WEB,FLAC,
"5-28-2016 / London, UK / Roundhouse (CA-11) (unk)",AUD,FLAC,
"6-1-2016 / Lyon, France / Les Nuits de Fourviere - Theatres Romains (AT943) (bnz)",AUD,FLAC,
"6-3-2016 / Barcelona, Spain / Parc Del Forum - Primavera Sound Festival (DPA 4061) (antoine v.) (blg mastering)",AUD,FLAC,
7-2-2016 / Switzerland / Sittertobel - Saint Gallen Open Air Festival (KM140s) (unk),AUD,FLAC,
7-2-2016 / Switzerland / Sittertobel - Saint Gallen Open Air Festival (Radio2Live),FM,FLAC,
7-8-2016 / Lisbon / NOS Alive (CA-11s) (chatts99) (remaster),AUD,FLAC,
"7-26-2016 / New York, NY / Madison Square Garden (AT831) (edgar)",AUD,FLAC,
"7-27-2016 / New York, NY / Madison Square Garden (AT831) (edgar)",AUD,FLAC,
"7-27-2016 / New York, NY / Madison Square Garden (CA-14) (mkdevo)",AUD,FLAC 24,
"7-27-2016 / New York, NY / Madison Square Garden (Schoeps MK41s) (spitback)",AUD,FLAC,
"7-29-2016 / Chicago, IL / Grant Park - Lollapalooza (AT831s) (tapeworm48)",AUD,FLAC 24,
"7-29-2016 / Chicago, IL / Grant Park - Lollapalooza (Core Sound HEB 4060) (jb)",AUD,FLAC 24,
"7-29-2016 / Chicago, IL / Grant Park - Lollapalooza",Webcast,TS,
"7-31-2016 / Montreal, Canada / Parc Jean-Drapeau - Osheaga Music and Arts (Vimeo rip)",WEB ,MP4,
"8-4-2016 / Los Angeles, CA / Shrine Auditorium (DPA 4060) (faninor)",AUD,FLAC 24,
"8-6-2016 / San Francisco, CA / Golden Gate Park - Lands End Park / Outside Lands Music + Arts Festival (Schoeps CCM4s) (obcdobcd mastering)",AUD,FLAC,
"8-6-2016 / San Francisco, CA / Golden Gate Park - Lands End Park / Outside Lands Music + Arts Festival (Schoeps MK41) (daspyknows)",AUD,FLAC,
"8-6-2016 / San Francisco, CA / Golden Gate Park - Lands End Park / Outside Lands Music + Arts Festival",AUD,TS,
"8-8-2016 / Los Angeles, CA / Shrine Auditorium *Broken Hearts Make It Rain (DPA 4060) (faninor)",AUD,FLAC 24,
"8-8-2016 / Los Angeles, CA / Shrine Auditorium *Broken Hearts Make It Rain (CA-14) (klingklang)",AUD,FLAC 24,
"8-20-2016 / Osaka, Japan / Maishima - Summer Sonic Osaka (Xavel SMS 091) (unk)",AUD,FLAC,
"8-21-2016 / Chiba, Japan / QVC Marine - Summer Sonic Osaka (Xavel SMS 091) (unk)",AUD,FLAC,
"8-21-2016 / Chiba, Japan / QVC Marine - Summer Sonic Osaka",AUD,MP4,
"9-11-2016 / Berlin, Germany / Treptower Park (AT831) (bnz)",AUD,FLAC,
"9-30-2016 / Austin, TX / Austin City Limits Music Festival (indykid)",Webcast,TS,
,,,
[2017],,,
"3-30-2017 / Miami, FL / American Airlines Arena (CA-14) (bl+kus)",AUD,FLAC,
"4-1-2017 / Atlanta, GA / Philips Arena (CA-11) (unk)",AUD,FLAC,
"4-1-2017 / Atlanta, GA / Philips Arena (CA-14s) (unk)",AUD,FLAC,
"4-5-2017 / Kansas City, MO / Sprint Center (AT898) (ed broll)",AUD,FLAC,
"4-8-2017 / Seattle, WA / Key Arena (Zoom H1) (rc529)",AUD,FLAC 24,
"4-9-2017 / Portland, OR / Moda Center (CSC) (mr. fang)",AUD,FLAC,
"4-11-2017 / Santa Barbara, CA / Santa Barbara Bowl (AT831) (edgar)",AUD,FLAC,
"4-14-2017 /  Indio, CA / Coachella (SP-CMC-8) (unk)",AUD #1,FLAC,
"4-17-2017 / Berkeley, CA / Greek Theater (4 source mix) (sharebear/hoserama)",MIX,FLAC,
"4-17-2017 / Berkeley, CA / Greek Theater (Tascam DR-07MKII) (ozowie)",AUD,FLAC,
"4-17-2017 / Berkeley, CA / Greek Theater (DPA 4023) (jean lerond)",AUD,FLAC,
"4-17-2017 / Berkeley, CA / Greek Theater (MK4) (daspyknows)",AUD,FLAC,
"4-18-2017 / Berkeley, CA / Greek Theater (includes soundcheck) (KM140s) (wilson66)",AUD,FLAC,
"4-18-2017 / Berkeley, CA / Greek Theater (includes soundcheck) (Multiple wireless sources + Schoeps MK4) (hoserama + theman) (sharebear/hoserama)",MIX,FLAC 24,
"4-21-2017 / Indio, CA / Coachella",WEB,MKV,
"6-6-2017 / Oslo, Norway / Oslo Spektrum (AT831) (bnz)",AUD,FLAC,
"6-7-2017 / Oslo, Norway / Oslo Spektrum (AT831) (bnz)",AUD,FLAC,
"6-11-2017 / Aarhus, Denmark / Northside Festival",WEB,MP4,
"6-14-2017 / Florence, Italy / Visarno Arena (CA-14) (giuseppe pastorellI)",AUD,FLAC 24,
"6-16-2017 / Monza, Italy / I-Days (indykid)",Webcast,TS,
"6-18-2017 / Beekse Bergen, Hilvarenbeek, The Netherlands / Best Kept Secret Festival (Webstream + AT831) (bnz)",MTX,FLAC 24,
"6-18-2017 / Beekse Bergen, Hilvarenbeek, The Netherlands / Best Kept Secret Festival (magnix)",PRO,TS,
6-20-2017 / Dublin / 3 Arena (CA-11s) (pennyghael),AUD,FLAC,
6-20-2017 / Dublin / 3 Arena (Tascam DR44WL) (unk),AUD,FLAC,
"6-23-2017 / Pilton, UK / Glastonbury Festival (indykid)",Webcast,TS,
"6-28-2017 / Gdynia, Poland / Open'er Festival (indykid)",Webcast,TS,
"6-30-2017 / Werchter, Belgium / Werchterpark - Rock Werchter (indykid)",Webcast,MKV,
"7-2-2017 / Arras, France / La Citadelle - Main Stage (indykid)",Webcast,TS,
"7-4-2017 / Manchester, England / Emirates Old Trafford (AT831) (bnz)",AUD,FLAC 24,
"7-7-2017 / Glasgow, Scotland / Glasgow Green - Main Stage - TRNSMT (iPlayer Webcast)",WEB,MKV,
8-20-2017 / Italy / Sferisterio di Macerata / Thom Yorke and Johnny Greenwood (Olympus LS12) (unk),AUD,FLAC,
8-20-2017 / Italy / Sferisterio di Macerata / Thom Yorke and Johnny Greenwood (Shure MV88 + iPhone7) (flatline),AUD,FLAC 24,
,,,
[2018],,,
"4-11-2018 / Santiago, Chile / Estadio Nacional Sue Festival (YouTube rip)",PRO,MKV,
"4-11-2018 / Santiago, Chile / Estadio Nacional Sue Festival",PRO,MP4,
"4-14-2018 / Buenos Aires, Argentina / Tecnopolis (MM-MCSM-4) (rony kohn)",AUD,FLAC,
"4-17-2018 / Lima, Peru / Soundhearts Festival (SP-CMC-4U) (gustavo)",AUD,FLAC,
"4-17-2018 / Lima, Peru / Soundhearts Festival (Zoom H1) (radiocabezarg)",AUD,FLAC,
"4-17-2018 / Lima, Peru / Soundhearts Festival, Estadio Nacional (indykid) ",Webcast,TS,
"4-22-2018 / Sao Paulo, Brazil / Soundhearts Festival (Zoom H1) (ariel mariano regina)",AUD,FLAC,
"4-22-2018 / Sao Paulo, Brazil / Soundhearts Festival",AUD,MP4,
"4-25-2018 / Bogota, Colombia / Soundhearts Festival (Zoom H1) (radiocabezarg)",AUD,FLAC,
"7-6-2018 / Chicago, IL / United Center (AT831s) (tapeworm48)",AUD,FLAC,
"7-6-2018 / Chicago, IL / United Center (SP-CMC-25) (lucidnight)",AUD,FLAC,
"7-6-2018 / Chicago, IL / United Center (Tascam DR-07) (cajunjoe)",AUD,FLAC,
"7-7-2018 / Chicago, IL / United Center (AT831s) (tapeworm48)",AUD,FLAC,
"7-7-2018 / Chicago, IL / United Center (SP-CMC-25) (lucidnight)",AUD,FLAC,
"7-7-2018 / Chicago, IL / United Center (Tascam DR-07) (cajunjoe)",AUD,FLAC,
"7-10-2018 / New York, NY / Madison Square Garden (AT831) (edgar)",AUD,FLAC,
"7-11-2018 / New York, NY / Madison Square Garden (AT831) (edgar)",AUD,FLAC,
"7-11-2018 / New York, NY / Madison Square Garden (Schoeps MK41s) (spitback)",AUD,FLAC,
"7-11-2018 / New York, NY / Madison Square Garden (CA-14) (mkdevo)",AUD,FLAC 24,
"7-11-2018 / New York, NY / Madison Square Garden (DMC-ZS60 video - AT831 audio) (lordazuretwentyfive)",AUD,MKV,
"7-13-2018 / New York, NY / Madison Square Garden (CA-14)  (larryrulz)",AUD,FLAC,
"7-13-2018 / New York, NY / Madison Square Garden (larryrulz)",AUD,BLURAY,
"7-14-2018 / New York, NY / Madison Square Garden (AT831) (edgar)",AUD,FLAC,
"7-16-2018 / Montreal, Canada / Centre Bell (CA-14s) (ldb)",AUD,FLAC 24,
"7-16-2018 / Montreal, Quebec / Centre Bell (Zoom H1) (bennyblanco)",AUD,FLAC 24,
"7-17-2018 / Montreal, Quebec / Centre Bell (CA-14) (bennyblanco)",AUD,FLAC 24,
"7-25-2018 / Cincinnati, OH / U.S. Bank Arena (AT834) (hollowmoons)",AUD,FLAC,
"7-25-2018 / Cincinnati, OH / U.S. Bank Arena (Schoeps MK4v) (unk)",AUD,FLAC 24,
"7-28-2018 / Boston, MA / TD Garden Boston (CA-14) (bennyblanco)",AUD,FLAC 24,
"7-29-2018 / Boston, MA / TD Garden (CA-14s) (bennyblanco)",AUD,FLAC 24,
"7-31-2018 / Philadelphia, PA / Wells Fargo Center (AT831) (edgar)",AUD,FLAC,
"7-31-2018 / Philadelphia, PA / Wells Fargo Center (AT943) (tapehead2)",AUD,FLAC,
"8-1-2018 / Philadelphia, PA / Wells Fargo Center (AT831) (edgar)",AUD,FLAC,
,,,
[2025],,,
"11-5-2025 / Madrid, Spain / Movistar Arena  (Zoom AM7) (elly) ",AUD,FLAC,
"11-17-2025 / Bologna, Italy / Unipol Arena (Neumann KM140s) (alysha) ",AUD,FLAC,
"11-18-2025 / Bologna, Italy / Unipol Arena (Neumann KM140s) (alysha) ",AUD,FLAC,
"11-18-2025 / Casalecchio di Reno, IT / Unipol Arena (IEM+Neumann KM140s) (alessio)",MIX,FLAC 24,
"11-21-2025 / London, UK /- O2 Arena  (Sennheiser AMBEO) (ello_guvner)",AUD,FLAC 24,
"11-22-2025 / London, UK / O2 Arena (Sennheiser AMBEO) (ello_guvner)",AUD,FLAC 24,
"12-5-2025 / Copenhagen, Denmark / Royal Arena (Sony ECM CS-10) (unk)",AUD,FLAC,
"12-5-2025 / Copenhagen, Denmark / Royal Arena (Omni's + Sony PCM-A10) (gvid + roustghoti)",MIX,FLAC,
"12-8-2025 / Berlin, Germany / Uber Arena (Zoom H2) (buenaventura)",AUD,FLAC,
"12-9-2025 / Berlin, Germany / Uber Arena (Zoom H1) (unk) ",AUD,FLAC 24,
"12-11-2025 / Berlin, Germany / Uber Arena (DPA 4061) (unk)",AUD,FLAC,
"12-12-2025 / Berlin, Germany / Uber Arena (Zoom H2) (buenaventura)",AUD,FLAC,
"12-16-2025 / Copenhagen, Denmark / Royal Arena (DPA 4061 + DPA 4080) (tw)",MIX,FLAC,
,,,
,,,
[MISC],,,
Radiohead - Unplugged,Silver CD,SHN,
Radiohead - Slipped Away,Compilation,FLAC,
Creep - Multitracks,,FLAC,
Reckoner - Multitracks,,WAV,
Radiohead - The Golden Unplugged Album,Silver CD,SHN,
Radiohead - 1993-1995 / Black Sessions,Silver CD,SHN,
Lost Treasures / 1993-1997 (Double Album),Silver CD,SHN,
Radiohead - Unplugged Again (HOWL 22),Silver CD,FLAC,
1993-2001 / NPA Live,Silver CD,FLAC,
1994-1996 Radiotick Demos,,FLAC,
1994 - Slower Demo,,FLAC,
Radiohead - Take Me Back (Live Recordings 2000-2018),SBD,FLAC,
After the Head Rush EP (Compilation with Neil Young),,FLAC,
Radiohead - Never Run Away (The Pablo Honey Tour) (choc-eclaire / fuzzbluerain) ,Compilation,FLAC,
Radiohead - Hail to the Thief Demo (Where I End),,FLAC,
"Radiohead - 2003-08-13 - Mansfield, MA - Tweeter Center - Eloquent Metaphors",Silver CD,FLAC,
"Radiohead - At the Beacon Theatre, NYC 2003 (2014) ",Silver CD,FLAC,
Radiohead - Hail To The Thief (leaked demo mix),Silver CD,FLAC,
Radiohead - Everything In Its Right Place (Remixes),,FLAC,
"2-26-2002 / Los Angeles, CA / The Wiltern / Concert for Artists' Rights (Eddie Vedder, Beck and Mike Ness)",AUD,FLAC,
"Iberian Tour Compilation (2002 Tour - Lisbon, Porto, San Sebastian, Benicassim and Salamanca)",AUD/FM,FLAC,
Where I End And You Begin (Demo),,FLAC,
4-21-2003 / The Radiohead Story on BBC World Service,TV,SHN,
King of Limbs - From the Basement,,FLAC,
Radiohead - Meeting People Is Easy,Official,AVI,
Radiohead - Live at the Astoria (5-27-1994),Official,MKV,
Radiohead - TKOL: Live from the Basement,Official,MKV,
Radiohead - Secrets to Be Told (A Collection 1990-2012),,FLAC,
Radiohead - Remembering - Kid A mnesiac Live (2021),Comp,FLAC,
OK Computer Minidiscs Hacked (Purchased from Bandcamp from Radiohead),MDs,FLAC,
OK Computer Minidiscs Hacked (more complete),MDs,MP3,
1995-2001 - Old Dutch Stuff (DVD),,DVD,
Radiohead - 2000 Live Promos,,FLAC,
Radiohead - TV & Live Disc 1 - PH Tour,,DVD,
Radiohead - TV & Live Disc 2 - Bends Tour,,DVD,
Radiohead - TV & Live Disc 3 - MTV & Stuff,,DVD,
Radiohead - TV & Live Disc 4 - Other Stuff,,DVD,
Radiohead - TV & Live Disc 5 - 2003,,DVD,
Radiohead - TV & Live Disc 6 - PROMOs,,DVD,
11-7-2018 / Andi Watson Daydreaming of Radiohead,WEB,FLAC,
1994-1996-XX-XX - Kill Me Sarah [DVD],,DVD,
Radiohead - Radiohead Rocks Germany 2001 (2CD) (2008),,FLAC,
Radiohead - 2+2=5 (2004),,FLAC,
Radiohead - Thieves in New York (GBB06) (2003),Silver CD,FLAC,
,,,
,,,
,,,
,,,
Thom Yorke,,,
,,,
,,,
[2002],,,
"10-26-2002 / Mountain View, CA / Shoreline Amphitheatre / Bridge School Benefit 16 (Thom Yorke) (Schoeps) (unk)",AUD,FLAC,
"10-27-2002 / Mountain View, CA / Shoreline Amphitheatre / Bridge School Benefit 16 (Thom Yorke) (Schoeps CCM4) (unk)",AUD,FLAC,
,,,
[2006],,,
"7-11-2006 / Santa Monica, CA / KCRW Radio FM Broadcast - Thom Yorke (nibbler)",FM,FLAC,
8-21-2006a / Steve Lamacq on BBC Radio 6 (Thom Interview),FM,FLAC,
8-21-2006 / Xposure with John Kennedy on XFM (teclo),FM,FLAC,
8-24-2006 / Tom Robinson on BBC Radio 6 (Thom Yorke),FM,FLAC,
9-5-2006 / Mercury Music Awards / Thom Yorke,TV,FLAC,
"11-24-2006 / London, England / Queen Elizabeth Hall / BBC Radio 3 (grinwithaspin)",FM,FLAC,
"12-1-2006 / London, UK / Later with Jools Holland",TV,FLAC,
,,,
[2009],,,
"7-19-2009 / Southwold, Suffolk / Latitude Festival (SP-CMC-2) (form)",AUD,FLAC,
"10-4-2009 / Los Angeles, CA / Orpheum Theatre (unk)",AUD,FLAC,
"10-4-2009 / Los Angeles, CA / Orpheum Theatre (AT831) (edgar)",AUD,SHN,
"10-4-2009 / Los Angeles, CA / Orpheum Theatre (AT943c) (funkymunkey)",AUD,FLAC,
"10-4-2009 / Los Angeles, CA / Orpheum Theatre (Schoeps MK41) (0drogs)",AUD,FLAC,
"10-5-2009 / Los Angeles, CA / Orpheum Theatre (unk)",AUD,FLAC,
"10-5-2009 / Los Angeles, CA / Orpheum Theatre (Schoeps MK41) (0drogs)",AUD,FLAC,
,,,
[2010],,,
1-20-2010 / Thom on Giles Peterson's Radio Show / BBC Radio1,FM,FLAC,
"2-25-2010 / Cambridge, UK / Corn Exchange (DPA4061) (stephen)",AUD,FLAC,
"2-25-2010 / Cambridge, UK / Corn Exchange (Sony mic) (unk)",AUD,FLAC,
"2-25-2010 / Cambridge, UK / Corn Exchange (unk)",AUD,FLAC,
"2-25-2010 / Cambridge, UK / Corn Exchange (Zoom H2) (zane)",AUD,FLAC 24,
6-25-2010 / Glastonbury - Sunrise Special Guests on the Park Stage (Thom and Jonny) (Zoom H2) (unk),AUD,FLAC,
"8-6-2010 / Eastnor, UK / The Big Chill Festival (unk)",AUD,FLAC,
,,,
[2015],,,
"8-15-2015 / Chiba, Japan / Makuhari Messe (IEM sources + AUD) (xavel)",MIX,FLAC,
"9-17-2015 / New York, NY / American Airlines Theatre (AT831) (inez)",AUD,FLAC,
"11-6-2015 / Turin, Italy / C2C15 Lingotto (CA-14s0 (streetspirit73)",AUD,FLAC,
"12-4-2015 / Paris, France / Le Trianon *Pathway to Paris (Full Day) (Tascam DR-05) (lta)",AUD,FLAC,
,,,
[2017],,,
"12-12-2017 / Los Angeles, CA / The Fonda Theatre (DPA 4060) (faninor)",AUD,FLAC,
"12-14-2017 / Oakland, CA / Fox Theatre (Schoeps CCM4s) (theman)",AUD,FLAC,
,,,
[2018],,,
"5-30-2018 / Zurich, Switzerland / Halle 662 (Neumann KM140s) (unk)",AUD,FLAC ,
"5-30-2018 / Zurich, Switzerland / Halle 662 (Schoeps MK41V) (unk)",AUD,FLAC ,
6-1-2018 / Berlin / Tempodrom (AT831) (bnz),AUD,FLAC 24,
6-1-2018 / Berlin / Tempodrom (Tascam DR-2d) (unk),AUD,FLAC 24,
"6-4-2018 / Amsterdam, The Netherlands / Koninklijk Theater Carre (AT831) (bnz)",AUD,FLAC,
"6-7-2018 / Edinburgh, Scotland / Usher Hall (Schoeps MK4) (mayhem inc.)",AUD,FLAC 24,
"10-15-2018 / London, UK / BBC Maida Vale Studios",FM,TS (Audio),
"11-15-2018 / San Francisco, CA / Bill Graham Civic Auditorium (MK4) (inez edit)",AUD,FLAC,
"11-23-2018 / Philadelphia, PA / Franklin Music Hall (Zoom H4n) (radiokid311)",AUD,FLAC,
"11-27-2018 / Brooklyn, NY / Kings Theatre (CA-14) (larryrulz)",AUD,FLAC,
"12-4-2018a / Santa Monica, CA / KCRW Morning Becomes Electric",FM,FLAC,
"12-4-2018 / Chicago, IL / Chicago Theatre (Schoeps MK4s) (tapeworm48)",AUD,FLAC 24,
"12-6-2018 / Minneapolis, MN / Northrop Auditorium (SP-CMC-25) (lucidnight)",AUD,FLAC,
"12-8-2018 / St. Louis, MO / Stifel Theatre (Schoeps MK4v) (unk)",AUD,FLAC,
"12-9-2018 / Kansas City, MO / Arvest Bank Theater at the Midland (DPA 4061) (unk)",AUD,FLAC,
"12-15-2018 / San Francisco, CA / Bill Graham Civic Auditorium (CCM4s) (blg mastering)",AUD,FLAC,
"12-15-2018 / San Francisco, CA / Bill Graham Civic Auditorium (MK41) (daspyknows)",AUD,FLAC,
"12-17-2018 / San Diego, CA / Observatory North Park (funkymunkey)",IEM,FLAC,
"12-17-2018 / San Diego, CA / Observatory North Park (Schoeps MK41s) (ed davis)",IEM,FLAC,
"12-19-2018 / Los Angeles, CA / Orpheum Theatre (CA-14) (lucifuge)",AUD,FLAC,
"12-20-2018 / Los Angeles, CA / Orpheum Theatre (CA-14) (lucifuge)",AUD,FLAC,
"12-22-2018 / Las Vegas, NV / The Chelsea (Schoeps MK41s) (ed davis)",AUD,FLAC,
,,,
[2019],,,
"7-2-2019 / Cologne, Germany / Palladium (DPA 4061) (flying horseman)",AUD,FLAC 24,
"7-3-2019 / Frankfurt am Main, Germany / Jahrhunderthalle (Schoeps MK6) (unk)",AUD,FLAC,
"7-20-2019 / Perugia, Italy / Arena Santa Giuliana (iPhone 7 with Shure MV88) (flatline)",AUD,FLAC 24,
"7-21-2019 / Rome, Italy / Auditorium Parco della Musica - Rock in Roma 2019 (Olympus LS-10) (todtap)",AUD,FLAC 24,
9-22-2019 / BBC4 Desert Disks (Thom Interview),FM,FLAC,
"10-1-2019 / New York, NY / The Late Show With Stephen Colbert",TV,MKV,
"10-6-2019 / Atlanta, GA / The Fox Theatre (Schoeps MK4s) (sevoflurane)",AUD,FLAC 24,
"10-18-2019 / Berkeley, CA / Greek Theater (MK4) (daspyknows)",AUD,FLAC,
"10-18-2019 / Berkeley, CA / Greek Theater (MK4) (daspyknows) (inez edit)",AUD,FLAC 24,
"10-29-2019 / Los Angeles, CA / Greek Theatre (SP-CMC-2) (hyprl00p)",AUD,FLAC 24,
"10-29-2019 / Los Angeles, CA / Greek Theatre (DPA 4081) (faninor)",AUD,FLAC 24,
"10-30-2019 / Los Angeles, CA / Greek Theatre (DPA 4081) (faninor)",AUD,FLAC 24,
"11-14-2019 / New York, NY / Ed Suliivan Theatre - Late Show with Stephen Colbert",WEB,MP4,
,,,
[2020],,,
"4-29-2020 / New York, NY / Late Night with Jimmy Fallon ""At Home Edition""",TV,MPG,
,,,
[2022],,,
"4-9-2022 / Zermatt, Switzerland / Zeltbühne - Zermatt Unplugged (Zoom H1n) (jc gendly)",AUD,FLAC 24,
,,,
[2024],,,
"10-25-2024 / Auckland, New Zealand / Spark Arena (Zoom H1n) (unk)",AUD,FLAC 24,
"10-29-2024 / Melbourne, AUS / Sidney Myer Music Bowl (Nokia Lumia 930) (freddie007) ",AUD,FLAC,
"10-29-2024 / Melbourne, Australia / Sidney Myer Music Bowl (Zoom H1n) (choc_eclaire)",AUD,FLAC 24,
,,,
,,,
[MISC],,,
Eraser DVD,Compilation,DVD,
,,,
,,,
,,,
Atoms For Peace,,,
,,,
[2009],,,
"10-5-2009 / Los Angeles, CA / Orpheum Theatre (MM-HLSC-2) (boo)",AUD,FLAC,
,,,
[2010],,,
"4-5-2010 / New York, NY / Roseland Ballroom (DPA 4061) (relaxing)",AUD,FLAC,
"4-5-2010 / New York, NY / Roseland Ballroom (Zoom H2) (anonymous99)",AUD,SHN,
"4-6-2010 / New York, NY / Roseland Ballroom (unk) (hoserama)",AUD,FLAC,
"4-6-2010 / New York, NY / Roseland Ballroom (unk) (hoserama)",AUD,FLAC,
"4-6-2010 / New York, NY / Roseland Ballroom (inc) (Panasonic Lumix DMC-ZS3) (inez)",AUD,FLAC,
"4-8-2010 / Boston, MA / Wang Theatre (Schoeps MK41) (dave flaschner & rob adler)",AUD,FLAC,
"4-9-2010 / Los Angeles, CA / Orpheum Theatre (unk)",AUD,FLAC,
"4-10-2010 / Chicago, IL / Aragon Ballroom (Schoeps MK4s) (tapeworm48)",AUD,FLAC,
"4-10-2010 / Chicago, IL / Aragon Ballroom (Zoom H2) (drewmanchu)",AUD,FLAC 24,
"4-10-2010 / Chicago, IL / Aragon Ballroom (Core Sound HEB 4060) (jb)",AUD,FLAC 24,
"4-14-2010 / Oakland, CA / Fox Theatre (DPA 4061) (unk)",AUD,FLAC,
"4-14-2010 / Oakland, CA / Fox Theatre (DPA 4061 + Zoom H4n) (crazylegs + hoserama) ",MIX,FLAC,
"4-15-2010 / Oakland, CA / Fox Theatre (Zoom H4n + KM140s + CCM4) (hoserama + wilson66 + persistantsound)",MIX,FLAC,
"4-15-2010 / Oakland, CA / Fox Theatre (KM140s) (wilson66)",AUD,FLAC 24,
"4-17-2010 / Santa Barbara, CA / Santa Bbarbara Bowl (AT831) (edgar)",AUD,SHN,
"4-18-2010 / Indio, CA / Coachella Festival (CA-11s) (jlw)",AUD,FLAC,
"8-1-2010 / Niigata, Japan / Fuji Rock Festival (Sony PCM-M10) (unk)",AUD,FLAC,
,,,
[2012],,,
"9-8-2012 / Queens, NY / MoMA PS1 Warm-up (DJ Set) (Sony Cybershot) (beardo)",AUD,FLAC,
,,,
[2013],,,
3-8-2013 / Berlin / Berghain (Thom Yorke and Nigel Godrich) DJ Set (SP-CMC-8) (scttrbrn),AUD,FLAC,
"7-6-2013 / Paris, France / Zenith (SP-CMC-4u) (unk)",AUD,FLAC,
"7-7-2013 / Amsterdam, The Netherlands / HMH (CA-14s) (grigio)",AUD,FLAC 24,
7-12-2013 / Slovakia / Bazant Pohoda Festival (Zoom H1) (nocna hudba),AUD,FLAC,
"7-16-2013 / Rome, Italy / Ippodromo Capannelle (Tascam DR-100) (unk)",AUD,FLAC,
"9-24-2013 / Philadelphia, PA / Temple University - Liacouras Center (AT831) (booboo)",AUD,FLAC,
"10-2-2013 / Chicago, IL / UIC Pavilion (CA-14s) (lucidnight)",AUD,FLAC,
"10-3-2013 / Nashville, TN / War Memorial Auditorium (Schoeps MK4v) (unk)",AUD,FLAC,
"10-16-2013 / Los Angeles, CA / Hollywood Bowl (Schoeps MK41s) (blg)",AUD,FLAC,
"11-22-2013 / Tokyo, Japan / Shinkoba Studio Coast (IEM + AUD) (unk)",MIX,FLAC,
"11-23-2013 / Tokyo, Japan / Shinkoba Studio Coast (SP-CMC-8) (mini)",AUD,FLAC 24,
,,,
,,,
,,,
Ed O'Brien,,,
,,,
[2020],,,
"2-10-2020 / New York, NY / Poisson Rouge (unk) (joe breslin)",AUD,FLAC 24,
"2-13-2020 / Los Angeles, CA / Masonic Lodge at Hollywood Forever (DPA 4081) (faninor)",AUD,FLAC 24,
"3-10-2020 / Paris, France / Yoyo - (UHD)",TV,MKV,
,,,
,,,
,,,
Jonny Greenwood,,,
,,,
[2014],,,
"3-29-2014 / Knoxville, TN / Wordless Music Orchestra (Tascam DR-2d) (funkitblog)",AUD,FLAC,
"5-18-2014 / London, UK / Barbican Theatre (SP-CMC-2) (austin brock)",AUD,FLAC,
,,,
,,,
,,,
Phil Selway,,,
,,,
[2010],,,
"4-1-2010 / Milan, Italy / Tunnel (Phil and Lisa Germano) (Tascam DR1) (loveandsoul)",AUD,FLAC,
8-XX-2010 / BBC - Phil on Radcliffe and Maconie (unk),FM,FLAC,
,,,
[2015],,,
