"6-18-1996 / San Francisco, CA / The Fillmore (unk) (neekrive)",AUD,FLAC,
"6-21-1996 / Hollywood, CA / American Legion Hall (CSB)",SBD,FLAC,
"7-10-1996 / New York, NY / Irving Plaza - DAT(M) (Sony ECM-737)",AUD,FLAC,
"7-15-1996 / Detroit, MI / St. Andrews Hall - DAT(M) (CSB)",AUD,FLAC,
"8-18-1996 / Camden, NJ / Blockbuster - Sony Entertainment Center - DAT(M) (DSM-6) (billy dee)",AUD,FLAC,
"10-22-1996 / Cincinnati, OH / Bogart's - ANA(M) (Sony ECM-909) (unk)",AUD,FLAC,
"10-30-1996 / Los Angeles, CA / Mayan Theatre (WW1 #97-17)",Silver CD,FLAC,
,,,
[1997],,,
"2-26-1997 / New York, NY / Late Show with David Letterman - VHS(2)",TV,MKV,
"7-11-1997 / New York, NY / Randalls Island",AUD,FLAC,
,,,
[2022],,,
"5-22-2022 / Daytona Beach, FL / Welcome to Rockville - Day 4 Space Zebra Stage (AT853s) (mark terrell) ",AUD,FLAC 24,
"5-22-2022 / Daytona Beach, FL / Daytona International Speedway (Schoeps MK4s) (anonymous)",AUD,FLAC,
"7-7-2022 / Los Angeles, CA / The Belasco (SP-CMC-4U) (ijwthstd) (vibrioidxire transfer)",AUD #1,FLAC,
,,,
[2024],,,
"2-13-2024 / Santa Ana, CA / Observatory (DPA 4081) (faninor)",AUD,FLAC 24,
"2-26-2024 / Chicago, IL / Salt Shed (Sony PCM-A10) (auger3d)",AUD,FLAC 24,
