Local H,Versions,File Type
"11-19-2008 / Washington, D.C. / Black Cat (AKG ck93) (cabbage)",AUD,FLAC
"11-20-2008 / Philadelphia, PA / The Khyber (Edirol R-09) (cj sciscia)",AUD,FLAC
"11-29-2008 / Detroit, MI / St. Andrew's Hall (DPA 4060) (live2cd)",AUD,FLAC
"12-31-2008 / Chicago, IL / The Bottom Lounge - WAV(M) (Beyerdynamics MC930) (john weiss)",AUD,FLAC
"12-31-2008 / Chicago, IL / The Bottom Lounge (DPA 4060) (live2cd)",AUD,FLAC
,,FLAC
[2009],,
"2-24-2009 / Chicago, IL / Mothers - WAV(M) (Beyerdynamics MC930) (john weiss)",AUD,FLAC
"4-16-2009 / Palatine, IL / Durty Nellie's (Schoeps MK4s) (tapeworm48)",AUD,FLAC
"4-18-2009 / Poplar Grove, IL / Chubby Rain House of Tunes (DPA 4060) (live2cd)",AUD,FLAC
"5-21-2009 / Chicago, IL / The Double Door (DA 4061s) (tapeworm48)",AUD,FLAC
"7-11-2009 / Chicago, IL / West Fest - Chicago Ave. (between Damen and Wood St.) - WAV(M) (Beyerdynamics MC930) (john weiss)",AUD,FLAC
"7-25-2009 / Glendale Heights, IL / Shark City (AKG 414Xls) (marke)",AUD,FLAC
"11-27-2009 / West Dundee, IL / Clearwater Theater - WAV(M) (MC930) (john weiss)",AUD,FLAC
"11-28-2009 / Merrionette Park, IL / 115 Bourbon Street (DPA 4060) (live2cd)",AUD,FLAC
"12-31-2009 / Chicago, IL / The Double Door (DPA 4060) (live2cd)",AUD,FLAC
,,
[2010],,
"3-6-2010 / Elgin, IL / The Roadhouse - WAV(M) (Beyerdynamics MC930) (john weiss)",AUD,FLAC
"4-9-2010 / Glendale Heights, IL / Shark City - WAV(M) (Beyerdynamics MC930) (john weiss)",AUD,FLAC
"5-14-2010 / Ann Arbor, MI / The Blind Pig (DPA 4060) (live2cd)",AUD,FLAC
"5-15-2010 / Lancaster, PA / Chameleon Club (DPA 4060) (live2cd)",AUD,FLAC
"5-17-2010 / Philadelphia, PA / Khyber (AKG ck93) (cabbage)",AUD,FLAC
"5-17-2010 / Philadelphia, PA / Khyber (DPA 4060) (live 2cd)",AUD,FLAC
"5-18-2010 / New York, NY / Gramercy Theatre (DPA 4060) (live2cd)",AUD,FLAC
"5-18-2010 / New York, NY / Gramercy Theatre (SS DSM-6S/L) (cabbage)",AUD,FLAC
"5-19-2010 / Allston, MA / Harpers Ferry (DPA 4060) (live2cd)",AUD,FLAC
"5-19-2010 / Allston, MA / Harpers Ferry (Rode NT4) (cabbage)",AUD,FLAC
"5-20-2010 / Providence, RI / Jerky's (AKG ck93) (cabbage)",AUD,FLAC
"5-21-2010 / Syracuse, NY / The Wescott Theater (Olympus 5E51S) (besley)",AUD,FLAC
"5-22-2010 / Toledo, OH / Frankies Inner City (DPA 4060) (live2cd)",AUD,FLAC
"5-23-2010 / Chicago, IL / The Metro (DPA 4060) (live2cd)",AUD,FLAC
"6-11-2010 / Seattle, WA / El Corazon - WAV(M) (Edirol R-09) (kris sproul)",AUD,FLAC
"6-14-2010 / San Francisco, CA / Independent (CMC34) (unk)",AUD,FLAC
"6-15-2010 / West Hollywood, CA / Troubadour (CSB) (kevin coons)",AUD,FLAC
"9-25-2010 / Chicago, IL / Mahoney's Pub - Half Way to St. Pat's Day Fest - WAV(M) (Beyerdynamics MC930) (john weiss)",AUD,FLAC
"10-16-2010 / Lincolnshire, IL / Cubby Bear North *Local H's Awesome Mix Tape #1 - WAV(M) (Beyerdynamics MC930) (john weiss)",AUD,FLAC
"10-16-2010 / Lincolnshire, IL / Cubby Bear North (DPA 4060) (live2cd)",AUD,FLAC
"12-31-2010 / Chicago, IL / The Bottom Lounge (DPA 4060) (live2cd)",AUD,FLAC
,,
[2011],,
"2-25-2011 / Schaumburg, IL / Chicago City Limits (DPA 4022) (marke)",AUD,FLAC
"2-25-2011 / Schaumburg, IL / Chicago City Limits - WAV(M) (Beyerdynamics MC930) (john weiss)",AUD,FLAC
"4-15-2011 / Akron, OH / Musica (DPA 4060) (live2cd)",AUD,FLAC
"4-16-2011 / Pittsburgh, PA / The Altar Bar (DPA 4060) (live2cd)",AUD,FLAC
"4-17-2011 / Milford, CT / Daniel Street (DPA 4022) (james bonaiuto)",AUD,FLAC 24
"4-20-2011 / Brooklyn, NY / Knitting Factory (Blue Mikey 2) (james bonaiuto)",AUD,FLAC
"4-21-2011 / New York, NY / Mercury Lounge (Schoeps MK5) (acidjack)",AUD,FLAC
"4-24-2011 / Washington, D.C. / Rock & Roll Hotel (Sennheiser MMHLSC.II) (cabbage)",AUD,FLAC 24
"4-24-2011 / Washington, D.C. / Rock & Roll Hotel (Busman BSC1-K3) (travelinbeat)",AUD,FLAC
"4-30-2011 / Dekalb, IL / Otto's (DPA 4060) (live2cd)",AUD,FLAC
"5-1-2011 / Chicago, IL / The Metro (DPA 4060) (live2cd)",AUD,FLAC
"7-8-2011 / Chicago, IL / The Empty Bottle (MK4) (tapeworm48)",AUD,FLAC
"7-8-2011 / Chicago, IL / The Empty Bottle - WAV(M) (Beyerdynamics MC930) (john weiss)",AUD,FLAC
"11-11-2011 / Lincolnshire, IL / Viper Alley - WAV(M) (Beyerdynamics MC930) (john weiss)",AUD,FLAC
"12-31-2011 / Chicago, IL / The Bottom Lounge (CA-14s) (live2cd)",AUD,FLAC 24
,,
[2012],,
"1-6-2012 / Libertyville, IL / Austin's Fuel Room - WAV(M) (MC930) (john weiss)",AUD,FLAC
"3-9-2012 / Rosemont, IL / Intercontinental Chicago O'Hare - Montrose Room (CA-14) (live2cd)",AUD,FLAC
"3-10-2012 / Midlothian, IL / Sullivans (CA-14) (live2cd)",AUD,FLAC
"3-31-2012 / Dekalb, IL / Otto's (CSB+Sony PCM M-10) (auger3d)",AUD,FLAC
"4-15-2012 / New York, NY / The Mercury Lounge (DPA 4022) (james bonaiuto)",AUD,FLAC 24
"4-20-2012 / Columbus, OH / The Basement (CA-14) (live2cd)",AUD,FLAC 24
"5-4-2012 / Darien, IL / Q Billiards (CA-14) (live2cd)",AUD,FLAC 24
"5-5-2012 / Chicago, IL / The Double Door (CA-14) (live2cd)",AUD,FLAC 24
"9-7-2012 / Palatine, IL / Durty Nellie's (CA-14) (live2cd)",AUD,FLAC 24
"9-8-2012 / Bridgeview, IL / Toyota Park (DPA 4060) (live2cd)",AUD,FLAC 24
"9-18-2012 / Chicago, IL / The Bottom Lounge (DPA 4060) (live2cd)",AUD,FLAC 24
"9-20-2012 / Denver, CO / Larimer Lounge (SP-BMC-3) (sydney alamy)",AUD,FLAC
"9-24-2012 / West Hollywood, CA / Troubadour (CA-14) (blg)",AUD,FLAC
"9-26-2012 / San Francisco, CA / Brick and Mortar (Schoeps MK4) (unk)",AUD,FLAC 24
"9-26-2012 / San Francisco, CA / Brick and Mortar (Scott solo) (MK4+CMR)",MTX,FLAC
"9-29-2012 / Seattle, WA / El Corazon - WAV(M) (CA-11) (kris sproul)",AUD,FLAC
"10-5-2012 / Dekalb, IL / Otto's (CSB) (ryan teske)",AUD,FLAC
"10-13-2012 / Cleveland, OH / The Grog Shop (CA-14) (live2cd)",AUD,FLAC 24
"10-19-2012 / Pittsburgh, PA / The Hard Rock Cafe (CA-14) (live2cd)",AUD,FLAC 24
"12-16-2012 / Washington, D.C. / Rock and Roll Hotel (CA-14s) (cabbage)",AUD,FLAC 24
"12-30-2012 / Chicago, IL / Beat Kitchen (SP-BMC-3) (sydney alamy)",AUD,FLAC
"12-31-2012 / Chicago, IL / Beat Kitchen (SP-BMC-3) (sydney alamy)",AUD,FLAC
,,
[2013],,
"2-15-2013 / Palatine, IL / Durty Nellie's (CA-14) (live2cd)",AUD,FLAC 24
"3-30-2013 / Rosemont, IL / The Montrose Room - WAV(M) (MC930) (john weiss)",AUD,FLAC 24
"4-10-2013 / Los Angeles, CA / The Satellite (CA-14) (blg)",AUD,FLAC
"5-11-2013 / Forest Park, IL / Chalk (Scott Lucas of Local H) (CSB + Sony PCM M-10) (auger3d)",AUD,FLAC
"6-28-2013 / South Bend, IN / Cheers Pub (CA-14) (live2cd)",AUD,FLAC 24
"6-29-2013 / Marrionette Park, IL / 115 Bourbon Street (CA-14) (live2cd)",AUD,FLAC 24
"6-30-2013 / Hobart, IN / Strack & Van Til Plaza (DPA 4060) (live2cd)",AUD,FLAC 24
"9-3-2013 / Chicago, IL / Door No. 3 (CSB+Sony PCM M-10) (auger3d)",AUD,FLAC
"9-7-2013 / Chicago, IL / Metro (AT831s) (tapeworm48)",AUD,FLAC
"10-4-2013 / Akron, OH / Musica (CA-14) (live2cd)",AUD,FLAC 24
"10-7-2013 / West Chester, PA / The Note (Sony M10) (spfreak77)",AUD,FLAC 24
"10-9-2013 / Columbus, OH / The Basement (DPA 4060) (live2cd)",AUD,FLAC 24
"10-11-2013 / Arlington Heights, IL / HOME (House of Music & Entertainment) (Schoeps MK4) (tapeworm48)",AUD,FLAC
"10-11-2013 / Arlington Heights, IL / HOME (House of Music & Entertainment) (DPA 4022) (marke)",AUD,FLAC
"10-30-2013 / Chicago, IL / The Gingerman Tavern (AT831s) (tapeworm48)",AUD,FLAC
"11-8-2013 / Rock Island, IL / Rock Island Brewing Co. (CSB) (ryan teske)",AUD,FLAC
"12-31-2013 / Chicago, IL / Subterranean (CA-14) (live2cd)",AUD,FLAC 24
,,
[2014],,
"3-8-2014 / Lexington, KY / Cosmic Charlie's (DPA 4060) (live2cd)",AUD,FLAC 24
"4-16-2014 / Indianapolis, IN / Radio Radio (DPA 4060) (live2cd)",AUD,FLAC 24
"4-18-2014 / Richmond, VA / Canal Club (unk) (cabbage)",AUD,FLAC 24
"4-19-2014 / Washington, D.C. / DC9 Nightclub (CA-14s) (cabbage)",AUD,FLAC
"4-29-2014 / Cleveland, OH / The Grog Shop (CA-14) (live2cd)",AUD,FLAC 24
"5-24-2014 / Denver, CO / Larimer Lounge (SP-BMC-3) (sydney alamy)",AUD,FLAC
"5-29-2014 / Los Angeles, CA / The Satellite (Schoeps MK5) (blg)",AUD,FLAC
"5-31-2014 / San Francisco, CA / Hemlock Tavern (Schoeps CCM4) (anonymous)",AUD,FLAC
"7-4-2014 / Cincinnati, OH / Fountain Square (DPA 4060) (live2cd)",AUD,FLAC 24
"7-5-2014 / Toledo, OH / Frankies Inner City (CA-14) (live2cd)",AUD,FLAC 24
"7-15-2014 / San Francisco, CA / The Independent (Schoeps MK4+CMR) (rainingvodka)",AUD,FLAC
"8-13-2014 / Newport, KY / Thompson House (CA-14) (live2cd)",AUD,FLAC
"8-14-2014 / Ironton, OH / Rally On the River (DPA 4060) (live2cd)",AUD,FLAC 24
"9-12-2014 / Champaign, IL / The High Dive (CA-14) (live2cd)",AUD,FLAC 24
"9-13-2014 / Toledo, OH / 4th and Main (DPA 4060) (live2cd)",AUD,FLAC 24
"12-30-2014 / Milwaukee, WI / Shank Hall (CA-14) (live2cd)",AUD,FLAC 24
"12-31-2014 / Chicago, IL / Cubby Bear (CA-14) (live2cd)",AUD,FLAC 24
"12-31-2014 / Chicago, IL / Cubby Bear (Schoeps MK4s) (tapeworm48)",AUD,FLAC 24
,,
[2015],,
"2-5-2015 / Elkhart, IN / Five Star Dive Bar (Tascam DR-05) (kory dye)",AUD,FLAC
"2-6-2015 / Kalamazoo, MI / Shakespeare's Lower Level (Tascam DR-05) (kory dye)",AUD,FLAC
"2-7-2015 / Ann Arbor, MI / The Blind Pig (CA-14) (live2cd)",AUD,FLAC 24
"2-11-2015 / Philadelphia, PA / North Star Bar (CA-14s) (cabbage)",AUD,FLAC 24
"2-12-2015 / Akron, OH / Musica (DPA 4060) (live2cd)",AUD,FLAC 24
"2-13-2015 / Madison, WI / High Noon Saloon (CA-14) (todd van hammond)",AUD,FLAC
"3-17-2015 / Chicago, IL / Studio 10 (cocalo.org webstream) (manish bhatia)",WEB,FLAC 24
"4-17-2015 / Arlington Heights, IL / H.O.M.E. (Schoeps) (tapeworm48)",AUD,FLAC
"4-17-2015 / Arlington Heights, IL / H.O.M.E. (CA-14) (live2cd)",AUD,FLAC
"4-18-2015a / Chicago, IL / Reckless Records (DPA 4060) (live2cd)",AUD,FLAC 24
"4-18-2015 / Boilingbrook, IL / Tailgaters (CA-14) (live2cd)",AUD,FLAC
"4-19-2015 / Chicago, IL / The Metro (CA-14) (live2cd)",AUD,FLAC 24
"5-7-2015 / Los Angeles, CA / The Echo (Schoeps MK41s) (blg)",AUD,FLAC
"5-12-2015 / San Francisco, CA / Bottom of the Hill (Schoeps MK4 + CMR) (unk)",AUD,FLAC
"5-13-2015 / Orangevale, CA / The Boardwalk (Schoeps MK4) (dmonkey)",AUD,FLAC
"5-19-2015 / Denver, CO / Larimer Lounge (SP-BMC-3) (sydney alamy)",AUD,FLAC
"5-23-2015 / Dekalb, IL / The House Cafe (CSB) (ryan teske)",AUD,FLAC
"6-13-2015 / Cleveland, OH / The Grog Shop (CA-14) (live2cd)",AUD,FLAC 24
"6-20-2015 / Washington, D.C. / Rock and Roll Hotel (CA-14s) (cabbage)",AUD,FLAC 24
"6-23-2015 / Asheville, NC / The Mothlight (Tascam DR-44WL) (nathan b. true)",AUD,FLAC
"6-30-2015 / Green Bay, WI / Lyric Room (CA-14) (todd van hammond)",AUD,FLAC
"7-10-2015 / Indianapolis, IN / The Hi-Fi (CA-14) (live2cd)",AUD,FLAC 24
"7-11-2015 / Toledo, OH / Frankies Inner City (CA-14) (live2cd)",AUD,FLAC
"10-16-2015 / Bloomington, IL / The Castle Theatre (CSB) (live2cd)",AUD,FLAC 24
"10-17-2015 / St. Louis, MO / The Firebird (CSB) (live2cd)",AUD,FLAC 24
"10-27-2015 / Los Angeles, CA / The Regent (DPA 4061) (unk)",AUD,FLAC
"11-14-2015 / Harrisburg, PA / The Abbey Bar at Appalachian Brewing Company (CA-14s) (cabbage)",AUD,FLAC 24
"11-19-2015 / Chicago, IL / Liar's Club (DPA 4061s) (tapeworm48)",AUD,FLAC
"12-4-2015 / Hillsdale, MI / The Underground (CSB) (live2cd)",AUD,FLAC 24
"12-31-2015 / Chicago, IL / The Cubby Bear (CSB) (live2cd)",AUD,FLAC 24
,,
[2016],,
"2-12-2016 / Green Bay, WI / Lyric Room (CA-14) (todd van hammond)",AUD,FLAC
"3-25-2016 / Forest Park, IL / Chalk (Schoeps MK4s) (tapeworm48)",AUD,FLAC
"4-15-2016 / Chicago, IL / The Metro (AT853) (live2cd)",AUD,FLAC 24
"4-16-2016 / Chicago, IL / Top Note Theater @ The Metro (acoustic) (AT853) (live2cd)",AUD,FLAC 24
"4-16-2016 / Chicago, IL / The Metro (AT853) (live2cd)",AUD,FLAC 24
"4-26-2016 / Chicago, IL / Liar's Club (Schoeps MK4s) (tapeworm48)",AUD,FLAC
"4-29-2016 / Ferndale, MI / The Magic Bag (AT853) (live2cd)",AUD,FLAC
"5-6-2016 / Philadelphia, PA / Underground Arts (CA-14s) (cabbage)",AUD,FLAC 24
"5-7-2016 / Akron, OH / Musica (AT853) (live2cd)",AUD,FLAC
"6-5-2016 / Portland, OR / Wonder Ballroom (Zoom H4) (m. garcia / b. french)",AUD,FLAC
"6-9-2016 / Denver, CO / Bluebird Theatre (SP-BMC-3) (sydney alamy)",AUD,FLAC
"7-9-2016 / Maryland Heights, MO / Hollywood Casino Amphitheatre (CA-14) (todd van hammond)",AUD,FLAC
"8-18-2016 / St. Louis, MO / The Ready Room (Studio Proj. C4 MKII) (shane e. calhoon)",AUD,FLAC
"8-30-2016 / Pittsburgh, PA / The Hard Rock Cafe (CA-14) (live2cd)",AUD,FLAC
"8-31-2016 / Cincinnati, OH / The Woodward Theater (AT853) (live2cd)",AUD,FLAC
"10-29-2016 / Chicago, IL / The Double Door (Schoeps MK4s) (tapeworm48)",AUD,FLAC
"11-6-2016 / Cleveland, OH / The Beachland Ballroom (DPA 4060) (live2cd)",AUD,FLAC
"12-31-2016 / Mundelein, IL / The Loaded Buffalo (CA-14) (live2cd)",AUD,FLAC
,,
[2017],,
"1-13-2017 / Green Bay, WI / Lyric Room (CA-14) (todd van hammond)",AUD,FLAC
"3-4-2017 / Stuttgart, Germany / Universum (Schoeps MK6) (sebastian boschert)",AUD,FLAC
"4-24-2017 / Vienna, VA / Jammin Java (CA-14) (cabbage)",AUD,FLAC 24
"4-26-2017 / Annapolis, MD / Metropolitan Kitchen & Lounge (CA-14) (cabbage)",AUD,FLAC 24
"5-2-2017 / Hamden, CT / The Outer Space Ballroom (Tascam TM-PC1) (james bonaiuto)",AUD,FLAC
"5-9-2017 / Dayton, OH / Rockstar Pro Arena (CA-14) (live2cd)",AUD,FLAC
"5-10-2017 / Fort Wayne, IN / The Brass Rail (AT853) (live2cd)",AUD,FLAC
"5-12-2017 / Palatine, IL / Durty Nellie's (Schoeps MK4s) (tapeworm48)",AUD,FLAC
"5-27-2017 / Chicago, IL / Empty Bottle (Schoeps MK4s) (tapeworm48)",AUD,FLAC
"6-16-2017 / Arlington, TX / AT&T Stadium (AT853) (live2cd)",AUD,FLAC
"8-18-2017 / Chicago, IL / Park Grill (DPA 4061s + SP-CMC-9) (tapeworm48)",AUD,FLAC
"9-10-2017 / Cincinnati, OH / Bogart's (AT853) (live2cd)",AUD,FLAC
"10-13-2017 / Detroit, MI / St. Andrew's Hall (CA-14) (live2cd)",AUD,FLAC
"10-14-2017 / Cleveland, OH / The Grog Shop (CA-14) (live2cd)",AUD,FLAC
"10-21-2017 / Asbury Park, NJ / The Stone Pony (SS-DSM-6S) (jburneyko)",AUD,FLAC
"12-15-2017 / Arlington Heights, IL / H.O.M.E. (AT853) (live2cd)",AUD,FLAC
"12-16-2017 / Merrionette Park, IL / 115 Bourbon Street (CA-14) (live2cd)",AUD,FLAC
"12-30-2017 / Chicago, IL / Subterranean (SP-CMC-9) (auger_d)",AUD,FLAC
,,
[2018],,
"8-1-2018 / Indianapolis, IN / Georgia Street (CA-14) (live2cd)",AUD,FLAC
"9-6-2018 / Brooklyn, NY / Rough Trade NYC (Zoom H4n) (bob brock)",AUD,FLAC 24
"9-8-2018 / Philadelphia, PA / Underground Arts (CA-14) (cabbage)",AUD,FLAC 24
"9-10-2018 / Washington, D.C. / Rock and Roll Hotel (CA-14) (cabbage)",AUD,FLAC 24
"9-11-2018 / Cleveland, OH / The Grog Shop (CA-14) (live2cd)",AUD,FLAC
"9-13-2018 / Columbus, OH / A&R Music Bar (CA-14) (live2cd)",AUD,FLAC
"9-14-2018 / Indianapolis, IN / The Hi-Fi (CA-14) (live2cd)",AUD,FLAC
"10-14-2018 / Chicago, IL / Sleeping Village (Schoeps MK4s) (tapeworm48)",AUD,FLAC
"11-18-2018 / Chicago, IL / Lincoln Hall (AT853) (live2cd)",AUD,FLAC
"12-31-2018 / Chicago, IL / Chop Shop (Sony PCM M10) (auger_d)",AUD,FLAC
,,
[2019],,
"3-9-2019 / Grand Rapids, MI / The Stache (CA-14) (live2cd)",AUD,FLAC
"3-10-2019 / Ann Arbor, MI / The Blind Pig (CA-14)  (live2cd)",AUD,FLAC
"6-16-2019 / Cleveland, OH / The Grog Shop (CA-14) (live2cd)",AUD,FLAC
"7-19-2019 / Hamden, CT / Space Ballroom (Tascam TM-PC1) (james bonaiuto)",AUD,FLAC
"8-17-2019 / Chicago, IL / Gallagher Way @ Wrigley Field *1060 Block Party (AT831s) (tapeworm48)",AUD,FLAC
,,
[2020],,
"2-15-2020 / Newport, KY / Thompson House (CA-14) (live2cd)",AUD,FLAC
"3-8-2020 / San Francisco, CA / Slim's (Schoeps CCM4) (unk)",AUD,FLAC
"3-20-2020 / Chicago, IL / Facebook Live (live2cd)",WEB,FLAC
"4-9-2020 / Chicago, IL / The Cold Space (YouTube stream) (live2cd)",AUD,WEB
"4-24-2020 / Chicago, IL / The Cold Space (YouTube stream) (live2cd)",AUD,WEB
"6-25-2020 / Gibson City, IL / Harvest Moon Twin Drive-in Movie Theater (CA-14) (live2cd)",AUD,FLAC 24
"6-26-2020 / Gibson City, IL / Harvest Moon Twin Drive-in Movie Theater (CA-14) (live2cd)",AUD,FLAC
"8-8-2020 / Schaumburg, IL / Boomers Stadium - West Lot (Early and Late shows) (CA-14) (live2cd)",AUD,FLAC 24
"9-17-2020 / Shelbyville, IN / The Skyline Drive-in (CA-14) (live2cd)",AUD,FLAC
"10-31-2020 / Schaumburg, IL / Boomers Stadium Parking Lot (Nirvana Set) (Schoeps MK4s) (tapeworm48)",AUD,FLAC 24
"11-20-2020 / Chicago, IL / Lincoln Hall (Audiotree webstream) (charles dewey cole)",WEB,FLAC
,,
[2021],,
"5-21-2021 / Chicago, IL / The Gingerman Tavern (CA-14s) (charles dewey cole)",AUD,FLAC 24
"5-22-2021 / Schaumburg, IL / Wintrust Field Stadium West Lot (CA-14s) (charles dewey cole)",AUD,FLAC 24
"6-16-2021 / Chicago, IL / Gingerman Tavern (Schoeps MK4s) (tapeworm48)",AUD,FLAC
"6-17-2021 / Chicago, IL / Gingerman Tavern (Schoeps MK4s) (tapeworm48)",AUD,FLAC
"6-18-2021 / Chicago, IL / Gingerman Tavern (AT853s) (lowlight10)",AUD,FLAC
"6-20-2021 / Chicago, IL / Gingerman Tavern (Schoeps MK4s) (tapeworm48)",AUD,FLAC
"7-23-2021 / Chicago, IL / Private Backyard - Beverly (Scott Lucas Solo) (Schoeps MK4s) (tapeworm48)",AUD,FLAC 24
"8-28-2021 / Cincinnati, OH / Riverfront Live (CA-14) (charles dewey cole)",AUD,FLAC 24
"9-30-2021 / San Francisco, CA / The Chapel (AT853s) (tj)",AUD,FLAC
"10-24-2021 / Columbus, OH / A&R Music Bar (AT853U) (charles dewey cole)",AUD,FLAC 24
"10-27-2021 / New York, NY / Le Poisson Rouge (Rode TF-5) (james bonaiuto)",AUD,FLAC 24
"10-27-2021 / New York, NY / Le Poisson Rouge (DPA 4061) (bill hoy) ",AUD,FLAC 24
"11-4-2021 / Chicago, IL / Metro (AT831s) (tapeworm48)",AUD,FLAC 24
"11-4-2021 / Chicago, IL / The Metro (AT853U) (charles dewey cole) ",AUD,FLAC 24
"12-29-2021 / Chicago, IL / Beat Kitchen (SP-CMC-9) (auger_d) ",AUD,FLAC
"12-30-2021 / Chicago, IL / Beat Kitchen (CA-14s) (charles dewey cole)",AUD,FLAC 24
"12-31-2021 / Chicago, IL / Beat Kitchen (CA-14s) (charles dewey cole)",AUD,FLAC 24
"12-31-2021 / Chicago, IL / Beat Kitchen (Schoeps MK4s) (tapeworm48)",AUD,FLAC 24
,,
[2022],,
"5-6-2022 / Hamden, CT / Space Ballroom (Schoeps CCM4) (james bonaiuto) ",AUD,FLAC 24
"5-7-2022 / New York, NY / Bowery Electric (Schoeps CCM4) (james bonaiuto)",AUD,FLAC 24
"5-7-2022 / New York, NY / Bowery Electric (DPA 4061) (bill hoy)",AUD,FLAC 24
"7-10-2022 / Chicago, IL / Grant Park (AT831s) (tapeworm48)",AUD,FLAC
"7-21-2022 / Toronto, ON / Scotiabank Arena (Zoom H1N) (unk) [AUD]",AUD,FLAC
"7-22-2022 / Chicago, IL / Wicker Park Fest (AT831s) (tapeworm48)",AUD,FLAC
"10-17-2022 / Indianapolis, IN / The Hi-Fi (CA-14s) (charles dewey cole)",AUD,FLAC 24
"10-18-2022 / Cincinnati, OH / Top Cat's (CA-14s) (charles dewey cole)",AUD,FLAC 24
"10-21-2022 / Chicago, IL / Metro (AT831s) (tapeworm48)",AUD,FLAC
"10-24-2022 / Columbus, OH / The Basement (CA-14s) (charles dewey cole) ",AUD,FLAC 24
"10-29-2022 / St. Louis, MO / Red Flag (Neumann SKM 184s) (shane e. calhoon)",AUD,FLAC
"11-2-2022 / Green Bay, WI / Lyric Room (Zoom H4N) (todd van hammond)",AUD,FLAC
"12-29-2022 / Milwaukee, WI / Shank Hall (AT853U) (charles dewey cole)",AUD,FLAC 24
"12-30-2022 / Milwaukee, WI / Shank Hall (AT853U) (charles dewey cole)",AUD,FLAC 24
"12-31-2022 / Chicago, IL / Bottom Lounge (CA-14s) (charles dewey cole)",AUD,FLAC 24
,,
[2023],,
"2-24-2023 / Chicago, IL / Metro (Schoeps MK4s) (lowlight10) ",AUD,FLAC
"3-25-2023 / Chicago, IL / Cobra Lounge (Scott Lucas) (Schoeps MK4s) (tapeworm48)",AUD,FLAC
"5-4-2023 / Chicago, IL / Liar's Club (Schoeps MK4s) (tapeworm48)",AUD,FLAC
"5-31-2023 / Mechanicsburg, PA / Lovedraft's Brewing Co (CA-14) (live2cd)",AUD,FLAC 24
"6-1-2023 / Bethlehem, PA / SteelStacks (CA-14s) (live2cd)",AUD,FLAC 24
"12-7-2023 / Columbus, OH / The Basement (CA-14) (live2cd) ",AUD,FLAC 24
"12-31-2023 / Chicago, IL / Bottom Lounge (CA-14s) (live2cd)",AUD,FLAC 24
,,
[2024],,
"1-1-2024 / Chicago, IL / The Gingerman Tavern (Sony PCM-A10) (live2cd) ",AUD,FLAC 24
"2-23-2024 / Chicago, IL / Empty Bottle (Schoeps MK4s) (tapeworm48)",AUD,FLAC
"7-13-2024 / Island Lake, IL / Sidouts Sports Tavern (CA-14) (live2cd)",AUD,FLAC 24
"7-14-2024 / Hobart, IN / Hobart Art Theatre (CA-14) (live2cd) ",AUD,FLAC 24
"9-15-2024 / Cleveland, OH / The Grog Shop (CA-14) (live2cd) (includes Radkey opener set)",AUD,FLAC 24
"9-24-2024 / New York, NY / Mercury Lounge (Schoeps CCM4) (james bonaiuto)",AUD,FLAC 24
"10-13-2024 / Salt Lake City, UT / Kilby Court (SP-CMC-8) (smores) ",AUD,FLAC 24
"10-16-2024 / Chicago, IL / The Metro (SP-CMC-8) (live2cd) ",AUD,FLAC 24
"10-16-2024 / Chicago, IL / The Metro (AT831s) (tapeworm48)",AUD,FLAC
"12-31-2024 / Chicago, IL / Bottom Lounge (CA-14) (live2cd)",AUD,FLAC 24
,,
[2025],,
"1-18-2025 / Indianapolis, IN / The Hi-Fi (CA-14) (live2cd) ",AUD,FLAC 24
"2-20-2025 / Columbus, OH / The KING of CLUBS (CA-14) (live2cd)",AUD,FLAC 24
"2-21-2025 / Cleveland, OH / House of Blues (SP-CMC-8) (live2cd) ",AUD,FLAC 24
"6-27-2025 / Milwaukee, WI / Summerfest - Miller Lite Oasis Stage (Shure MV88) (poul004) ",AUD,FLAC 24
"8-22-2025 / Hobart, IN / Art Theater Back Lot (CA-14) (live2cd) ",AUD,FLAC 24
"8-23-2025 / Island Lake, IL / Sideouts Sports Tavern (CA-14) (live2cd)",AUD,FLAC 24
"9-26-2025 / St. Charles, MO / Family Arena (CA-14) (cptncrash76)",AUD,FLAC
"9-26-2025 / St. Charles, MO / Family Arena (Sony PCM-A10) (shane e. calhoon)",AUD,FLAC 24
"10-7-2025 / Orlando, FL / The Plaza Theatre (Tascam DR05X) (kevdogg)",AUD,FLAC
"10-12-2025 / Ponte Vedra, FL / Ponte Vedra Concert Hall (Panasonic MM-BSM-7s) (kevdogg)",AUD,FLAC
"10-16-2025 / Charlotte, NC / Neighborhood Theatre (M) (Shure MV88) (shynomi) ",AUD,FLAC 24
"10-27-2025 / Cleveland, OH / House of Blues (SP-CMC-8) (live2cd) ",AUD,FLAC 24
"11-28-2025 / Chicago, IL / Bottom Lounge (Scott Lucas) (Schoeps MK4s) (tapeworm48)",AUD,FLAC 24
"12-30-2025 / Kenosha, WI / Brat Stop (CA-14) (live2cd)",AUD,FLAC 24
,,
[2026],,
"3-14-2026 / Indianapolis, IN / The Hi-Fi (CA-14) (live2cd)",AUD,FLAC 24
"3-29-2026 / Columbus, OH / The King of Clubs (SP-CMC-8) (live2cd)",AUD,FLAC 24
,,
,,
[OFFICIAL RELEASES],,
Local H - The '92 Demos {G&P 001} (1992),Official Release,FLAC
