Metallica,Versions,File Type,
"1-11-1992 / Sacramento, CA / Arco Arena (Nakamichi CM300) (markp)",AUD,FLAC,
"1-13-1992 / San Diego, CA / Sports Arena (1st night) *Pile of Live Shit",AUD,FLAC,
"1-14-1992 / San Diego, CA / Sports Arena (1st night)",AUD,FLAC,
"1-18-1992 / New Orleans, LA / Kiefer UNO Lakefront Arena *Posers Can't Headbang",AUD,FLAC,
"2-13-1992 / Los Angeles, CA / The Great Western Forum (Live Metallica Vault) ",SBD,FLAC HD,Official Bootleg
"2-15-1992 / Fresno, CA / Selland Arena -DAT(M) (robert)",AUD,FLAC,
"2-16-1992 / Reno, NV / Lawlor Events Center *Wherever We May Roam '92 (2CD)",AUD,FLAC,
"2-28-1992 / Albany, NY / Knickerbocker Arena",AUD,FLAC,
"3-14-1992 / Miami, FL / Miami Arena",AUD,FLAC,
"4-6-1992 / Philadelphia, PA / The Spectrum (koondog)",AUD,FLAC 24,
"4-8-1992 / East Rutherford, NJ / Brendan Byrne Arena (Meadowlands) (Sony WMD3) (koondog)",AUD,FLAC,
"4-12-1992 / Binghampton, NY / Broome County Arena (Sony WMD3) (koondog)",AUD,FLAC,
"4-14-1992 / Hamilton, Ontario / Copps Coliseum *Angel Heart (FSC 003 D)",SBD,FLAC,
"5-10-1992 / San Francisco, CA / Cow Palace (Aiwa CM30a) (karl lundmark)",AUD,FLAC,
"5-15-1992 / Fargo, ND / Bison Sports Arena (Sony WM-D3) (nikki sixx transfer)",AUD,FLAC,
"5-15-1992 / Fargo, ND / Bison Sports Arena - AUD(1) (phantom lord-rzk-skymaster) (2nd Source)",AUD,DVD,
"5-25-1992 / Vancouver, BC / Pacific Coliseum (Sony ECM PC-62) (audioarchivist)",AUD,FLAC 24,
"6-1-1992 / Portland, OR / Memorial Coliseum (heywood transfer)",AUD,FLAC,
"6-14-1992 / Mobile, AL / Mobile Civic Center *Puppets of Society",AUD,FLAC,
"6-15-1992 / Baton Rouge, LA / LSU Assembley Center",AUD,FLAC,
"6-16-1992 / Jackson, MI / Mississippi Coliseum *All Hell Breaks Loose",AUD,FLAC,
"6-28-1992 / Cleveland, OH / Buckeye Lake (Sony D3 Walkman) (the govner)",AUD,FLAC,
"6-30-1992 / Milwaukee, WI / Marcus Amphitheater (Sony D3 Walkman) (the govner)",AUD,FLAC,
"7-4-1992 / Weedsport, NY / Cayuga Fairgrounds (digital_rich)",AUD,FLAC,
"7-17-1992 / Washington, D.C / RFK Stadium (Live Metallica Vault) ",SBD,FLAC HD,Official Bootleg
"7-17-1992 / Washington, DC / Robert F. Kennedy Memorial Stadium (1G) (kk)",AUD,FLAC,
"7-17-1992 / Washington, DC / RFK Stadium (30th Anniversary The Metallica Black Box) (ancient mariner)",PRO,DVD,
"7-22-1992 / Indianapolis, IN / The HoosierDome (inc)  (Sony D3 Walkman) (the govner)",AUD,FLAC,
"7-29-1992 / East Rutherford, NJ / Giants Stadium (Sony D3) (koondog)",AUD,FLAC,
"8-8-1992 / Montreal, PQ / Stade Olympique",AUD,FLAC,
"9-24-1992 / Oakland, CA / Alameda Stadium (Aiwa CM30a) (karl lundmark)",AUD,FLAC,
"9-24-1992 / Oakland, CA / Oakland Coliseum (Sony mic) (steve hagar) ",AUD,FLAC,
"9-27-1992 / Los Angeles, CA / L.A. Memorial Coliseum (Live Metallica Vault)",SBD,FLAC,Official Bootleg
"9-30-1992 / San Diego, CA / Sports Arena (Aiwa CM30a) (karl lundmark)",AUD,FLAC,
"10-3-1992 / Pasadena, CA / Rose Bowl (Live Metallica Vault)",SBD,FLAC HD,Official Bootleg
"10-3-1992 / Pasadena, CA / Rose Bowl",AUD,FLAC,
"10-3-1992 / Pasadena, CA / Rose Bowl (30th Anniversary The Metallica Black Box) (ancient mariner) ",PRO,DVD,
"10-24-1992 / London, England / Wembley Arena *Red Diamonds (5557.2/2)",Silver CD,FLAC,
"10-25-1992 / London, England / Wembley Stadium *Stone Cold Crazy (Crystal Cat Records)",Silver CD,FLAC,
"10-28-1992 / Newcastle, England / Whitley Bay Ice Rink",AUD,FLAC,
"10-30-1992 / Dublin, Ireland / The Pointe",AUD,APE,
"11-7-1992 / Rotterdam, The Netherlands / Ahoy (r huizinga)",AUD,FLAC,
"11-8-1992 / Rotterdam, The Netherlands / Ahoy (r huizinga)",AUD,FLAC,
"11-10-1992 / Paris, France / Palais de Bercy (Aiwa CM30a) (stephane)",AUD,FLAC,
"11-17-1992 / Milan, Italy / The Palatrussardi (primo)",AUD,FLAC,
"11-24-1992 / Dortmund, Germany - Westfalenhalle (1G) (r. huizinga)",AUD,FLAC,
"12-1-1992 / Stuttgart, Germany / Hanns Martin Schleyer Halle (Live Metallica Vault)",SBD,FLAC HD,Official Bootleg
"12-1-1992 / Stuttgart, Germany / Hanns-Martin-Schleyer Halle (30th Anniversary The Metallica Black Box) (ancient mariner)",PRO,DVD,
"12-7-1992 / Den Bosch, Holland / Brabanthall (SR012)",AUD,FLAC,
"12-7-1992 / Den Bosch, Holland / Brabanthallen (Source 4)",SBD,FLAC,
"12-7-1992 / Den Bosch, Netherlands / Brabanthallen (Live Metallica Vault)",SBD,FLAC,Official Bootleg
"12-9-1992 / Copenhagen, Denmark / Forum (mats.l) ",AUD,FLAC,
"12-10-1992 / Copenhagen, Denmark / Forum (2nd gen) (mats.l)",AUD,FLAC,
"12-12-1992 / Gothenburg, Sweden / Scandinavium *Abso-F*cking-Lutley Live (ME003/4)",AUD,FLAC,
"12-12-1992 / Gothenburg, Sweden / Scandivavium (1G) (jontebus)",AUD,FLAC,
,,,
[1993],,,
"1-22-1993 / Kalamazoo, MI / Wings Stadium (Sony D-7) (the govner)",AUD,FLAC,
"1-22-1993 / Kalamazoo, MI / Wings Stadium (B&K 4011s) (mark lamke)",AUD,FLAC,
"1-23-1993 / Toledo, OH / John F. Savage Hall (Sony D-7) (the govner)",AUD,FLAC,
"1-26-1993 / Hershey, PA / Hershey Park Arena",AUD,FLAC,
"1-28-1993 / Iowa City, IA / Carver-Hawkeye Arena (unk)",AUD,FLAC,
"1-31-1993 / Rockford, IL / MetroCentre (jeff s. transfer)",AUD,FLAC,
"2-1-1993 / Saginaw, MI / Wendler Arena (Sony D-7) (the govner)",AUD,FLAC,
"2-2-1993 / Dayton, OH / E.J. Nutter Center (Sony D-7) (the govner)",AUD,FLAC,
"2-4-1993 / Johnson City, TN / Freedom Hall (Sony D-7) (the govner)",AUD,FLAC,
"2-5-1993 / Lexington, KY / Rupp Arena (Sony D-7) (the govner)",AUD,FLAC,
"2-6-1993 / Greenville, SC / Memorial Auditorium (Sony D-7) (the govner)",AUD,FLAC,
"2-12-1993 / Montreal, Canada / The Forum (nun wrangler remaster)",SBD,FLAC,
"2-13-1993 / Montreal, QC / Forum de Montreal (Live Metallica Vault)",SBD,FLAC HD,Official Bootleg
"2-13-1993 / Montreal, Quebec / Forum - 8MM(M)",AUD,FLAC,
"2-13-1993 / Montreal, Quebec / Forum de Montreal (ancient mariner)",PRO,DVD,
"2-15-1993 / Amherst, MA / Mullins Center",AUD,FLAC,
"2-21-1993 / Tallahassee, FL / Leon County Civic Center",Silver CD,FLAC,
"3-17-1993 / Tokyo, Japan / Yoyogi Daiichi Taiikukan (jeff s. transfer)",AUD,FLAC,
"3-18-1993 / Yokohama, Japan / Arena",AUD,FLAC,
"3-23-1983 / Nagoya, Japan / Century Hall (snow)",SBD,FLAC,
"3-26-1993 / Auckland, NZ / The Supertop",AUD,FLAC,
"3-27-1993 / Sydney, Australia / Entertainment Centre",AUD,FLAC,
"3-31-1993 / Sydney, Australia / Entertainment Centre (Aiwa CM30a) (karl lundmark)",AUD,FLAC,
"4-1-1993 / Sydney, Australia / Sydney Entertainment Centre",AUD,FLAC,
"4-3-1993 / Melbourne, Australia / Centre Court (2nd source) (inc)",AUD,FLAC,
"4-4-1993 / Melbourne, Australia / National Tennis Centre - CASS(2) (unk)",AUD,FLAC,
"4-4-1993 / Melbourne, Australia / National Tennis Centre - DAT(M) (Aiwa CM-30a) (karl lunkmark)",AUD,FLAC,
"4-5-1993 / Adelaide, Australia / Adelaide Entertainment Centre",AUD,FLAC,
"4-11-1993 / Jakarta, Indonesia / Lebak Bulus Stadium (Live Metallica Vault) ",SBD,FLAC HD,Official Bootleg
"4-11-1993 / Jakarta, Indonesia / Lebak Bulus Stadium (Black Album's 30th Anniversary - The Metallica Black Box) (ancient mariner) ",PRO,DVD,
"5-1-1993 / Sao Paulo, Brazil / Estadio Palestra Italia",AUD,FLAC,
"5-2-1993 / Sao Paulo, BR / Estadio Palestra Italia (Live Metallica Vault)",SBD,FLAC HD,Official Bootleg
"5-2-1993 / Sao Paulo, Brazil / Palmeiras Stadium",AUD,FLAC,
"5-2-1993 / Sao Paulo, Brazil / Estadio Palestra Italia (30th Ann. The Metallica Black Box) (ancient mariner) ",PRO,DVD,
"5-8-1993 / Buenos Aires, Argentina / Estadio Velez *Blood, Sweat, and Tears (BKCD053/054)",Silver CD,FLAC,
"5-20-1993 / Dusseldorf, Germany / Rhinstadion (robert huizinga)",AUD,FLAC,
"5-22-1993 / Mannheim, Germany / Maimarktgelande (Aiwa CM-30A)",AUD,FLAC,
"5-23-1993 / Nuremburg, Germany / Gelande Vorm Frankenstadion *Nowhere Else To Roam",AUD,FLAC,
"5-24-1993 / Brno, Czech Republic - Boby Stadium (jeff s. transfer)",AUD,FLAC,
"5-26-1993 / Berlin, Germany / Waldbuhne",AUD,FLAC,
"5-28-1993 / Copenhagen, Denmark / Gentofte Stadium *No Limits, No Laws (KTS 306)",Silver CD,FLAC,
"5-28-1993 / Copenhagen, Denmark / Gentofte Stadium (mats.l)",AUD,FLAC,
"6-1-1993 / Helsinki, Finland / Urheilupuisto",AUD,FLAC,
"6-5-1993 / Milton Keynes, England / National Bowl",SBD,FLAC,
"6-8-1993 / Bratislava, Slovakia / Bratislava Stadium (jeff s. transfer)",AUD,FLAC,
"6-9-1993 / Budapest, Hungary / MTK Stadium",AUD,FLAC,
"6-12-1993 / Rotterdam, The Netherlands / Feijenoord Stadium",AUD,FLAC,
"6-13-1993 / Paris, France / Hippodrome de Vincennes (Aiwa CM30a) (stephane)",AUD,FLAC,
"6-16-1993 / Lisbon, Portugal / Estadio Jose Alvalade (jeff s. transfer)",AUD,FLAC,
"6-20-1993 / Basel, Switzerland / St. Jakob Stadium *Destroyer",SBD,FLAC,
"6-20-1993 / Basel, Switzerland / St. Jakob Stadium (Live Metallica Vault)",SBD,FLAC,Official Bootleg
"6-22-1993 / Torino, Italy / Alpi Stadium *Nowhere Else to Roam",Silver CD,FLAC,
"6-26-1993 / Vienna, Austria / Wiener Stadthalle - Halle D",AUD,FLAC,
"6-27-1993 / Athens, Greece / Nea Smyrni Stadium (Sony WM-D3) (haris theodoratos) ",AUD,FLAC,
"6-30-1993 / Tel Aviv, IS / Park Hayarkon (Live Metallica Vault)",SBD,FLAC HD,Official Bootleg
"6-30-1993 / Tel Aviv, Israel / Park Hayarkon (Black Album's 30th Anniversary - The Metallica Black Box) (ancient mariner)",PRO,DVD,
,,,
[1994],,,
"5-30-1994 / Buffalo, NY / Darien Lake Amphitheatre *Earthquake in Buffalo",Silver CD,FLAC,
"5-30-1994 / Buffalo, NY / Darien Lake Amphitheatre (Sony D-7) (the govner)",AUD,FLAC,
"5-30-1994 / Buffalo, NY / Darien Lake Amphitheatre (Silver + the govner)",MIX,FLAC,
"6-1-1994 / Holmdel, NJ / Garden State Arts Center - ANA(1) (sousourn1823 transfer)",AUD,FLAC,
"6-1-1994 / Holmdel, NJ / Garden State Arts Center (Sony D3) (koondog)",AUD,FLAC,
"6-3-1994 / Quebec City, Quebec / Hippodrome (jeff s. transfer)",AUD,FLAC,
"6-4-1994 / Toronto, Ontario / Molson Park",AUD,FLAC,
"6-5-1994 / Syracuse, NY / New York State Fair Grandstand (unk)",AUD,FLAC,
"6-7-1994 / Allentown, PA / Fairgrounds",AUD,FLAC,
"6-8-1994 / Wantagh, NY / Jones Beach Theatre",SBD,FLAC,
"6-11-1994 / Mansfield, MA / Great Woods (jeff s. transfer)",AUD,FLAC,
"6-11-1994 / Mansfield, MA / Great Woods (Realistic 33-1052 tie clip mics) (mike m.) ",AUD,FLAC,
"6-12-1994 / Keene, NH / Cheshire Fairgrounds (ECM 155) (sim morrell)",AUD,FLAC,
"6-12-1994 / North Swanzey, NH / Cheshire Fairgrounds (unk) (jeff s.) ",AUD,FLAC,
"6-15-1994 / Mechanicsburg, PA / Williams Groove",AUD,FLAC,
"6-17-1994 / Middletown, NY / Orange County Fairgrounds",SBD,SHN,
"6-17-1994 / Middletown, NY / Orange County Fairgrounds *Harvester Of Middletown",SBD,SHN,
"6-17-1994 / Middletown, NY / Orange County Fairgrounds *Live In Middletown",SBD,FLAC,
"6-17-1994 / Middletown, NY / Orange County Fairgrounds *Middle Shit 1994 (BON018-019)",Silver CD,FLAC,
"6-17-1994 / Middletown, NY / Orange County Fairgrounds *Pile of Shit (KTS365-366)",Silver CD,FLAC,
"6-17-1994 / Middletown, NY / Orange County Fairgrounds (3 AUD mix) (fex)",MIX,FLAC,
"6-17-1994 / Middletown, NY / Orange County Fairgrounds (Sony D3) (koondog)",AUD,FLAC,
"6-17-1994 / Middletown, NY / Orange County Fairgrounds (Live Metallica Vault)",SBD,FLAC,Official Bootleg
"6-21-1994 / Clarkston, MI / Pine Knob Music Theatre (jeff s. transfer)",AUD,FLAC,
"6-22-1994 / Clarkston, MI / Pine Knob Music Theatre ",AUD,FLAC,
"6-24-1994 / Ionia, MI / Free Fair (Sony D-7) (the govner)",AUD,FLAC,
"6-26-1994 / Somerset, WI / River's Edge Park",AUD,FLAC,
"7-1-1994 / Milwaukee, WI / Marcus Amphitheater (Source 1) (unk)",AUD,FLAC,
"7-1-1994 / Milwaukee, WI / Marcus Amphitheater (SS DSM6) (cruciferous) ",AUD,FLAC,
"7-1-1994 / Milwaukee, WI / Marcus Amphitheater (Live Metallica Vault)",SBD,FLAC,Official Bootleg
"7-2-1994 / Noblesville, IN / Deer Creek Pavilion *Pit Stop In Indy (SMP-026)",AUD,SHN,
"7-3-1994 / Chicago, IL / World Theater (Sony D-7) (the govner)",AUD,FLAC,
"7-19-1994 / Seattle, WA / Memorial Stadium",AUD,FLAC,
"7-22-1994 / Mountain View, CA / Shoreline Amphitheatre (AUD - Karl Lundmark)",AUD,FLAC,
"7-22-1994 / Mountain View, CA / Shoreline Amphitheatre (Source 2 - BallsDeep)",AUD,FLAC,
"7-22-1994 / Mountain View, CA / Shoreline Amphitheater (Live Metallica Vault)",SBD,FLAC HD,Official Bootleg
"7-23-1994 / Sacramento, CA / Cal Expo (Aiwa CM30a) (karl lundmark)",AUD,FLAC 24,
7-23-1994 / Sacramento CA / Cal Expo (SS-DSM-6P) (steve hagar),AUD,FLAC,
"7-23-1994 / Sacramento, CA / Cal Expo Amphitheatre (1G) (r. huizinga)",AUD,FLAC,
"7-24-1994 / San Bernardino, CA / GH Blockbuster Pavilion (Source 1) (unk)",AUD,FLAC,
"7-24-1994 / Devore, CA / Blockbuster Pavilion (SS-DSM-6P) (smores)",AUD,FLAC,
7-26-1994 / Carson CA / Velodrome Field (SS-DSM-6P) (steve hagar),AUD,FLAC,
"7-27-1994 / Phoenix, AZ / Blockbuster Desert Sky Pavilion (1st gen) (stef's collection)",AUD,FLAC,
"7-30-1994 / Las Vegas, NV / Sam Boyd Silver Bowl",AUD,FLAC,
"7-31-1994 / San Diego, CA / Brown Field Municipal Airport - ANA(M) (unk) (kingrue)",AUD,FLAC,
"7-31-1994 / San Diego, CA / Brown Field Municipal Airport (stef's collection)",AUD,FLAC,
"8-2-1994 / Albuquerque, NM / UNM Stadium",AUD,FLAC,
"8-3-1994 / Denver, CO / Fiddler's Green Amphitheatre",AUD,FLAC,
8-5-1994 / Dallas TX / Starplex Amphitheatre - DAT(M) (unk) (smores) ,AUD,FLAC,
"8-9-1994 / Oklahoma, OK / Fairgrounds Arena",AUD,FLAC,
"8-10-1994 / Bonner Springs, KS / Sandstone Amphitheater",AUD,FLAC,
"8-12-1994 / Burgettstown, PA / Starlake Amphitheater - ANA(1) (koondog)",AUD,FLAC,
"8-13-1994 / Saugerties, NY / Woodstock (SS-DSM-6P) (steve hagar)",AUD,FLAC,
"8-17-1994 / Antioch, TN / Starwood Amphitheater",AUD,FLAC,
"8-21-1994 / Miami, FL / Bicentennial Park",AUD,FLAC,
"8-21-1994 / Miami, FL / Bicentennial Park - Candy For The Kids (IST 49-50)",Silver CD,FLAC,
,,,
[1995],,,
"8-23-1995 / London, England / Astoria *The Secret Gig with New Songs) (NEW001)",Silver CD,FLAC,
"8-23-1995 / London, UK / London Astoria II (Live Metallica Vault)",SBD,FLAC,Official Bootleg
"9-3-1995 / Tuktoyaktuk, NT / Molson Ice Polar Beach Party",SBD,FLAC 24,
,,,
[1996],,,
"6-4-1996 / Sacramento, CA / Tower Records Parking Lot - ANA(1) (krw_co)",AUD,FLAC,
"6-10-1996 / San Francisco, CA / Slim's - Dying Time Is Here (SNW019-20)",Silver CD,FLAC,
"6-23-1996 / Toronto, Ontario / The Phoenix *Load Of... (018/019)",AUD,FLAC,
"6-24-1996 / Aberdeen, WA / Louie's Pub",SBD,FLAC,
"6-28-1996 / Des Moines, IA / Iowa State Fairgrounds (Lollapalooza)",AUD,FLAC,
"7-2-1996 / Indianapolis, IN / Deer Creek Field (Lollapalooza) (jeff s. transfer)",AUD,FLAC,
"7-5-1996 / Barrie, Ontario / Molson Park (Lollapalooza) (jeff s. transfer)",AUD,FLAC,
"7-18-1996 / West Palm Beach, FL / Coral Sky Amphitheatre (Lollapalooza) (inc)",AUD,FLAC,
"7-23-1996 / New Orleans, LA / Tad Gorml Stadium (Lollapalooza) (jeff s. transfer)",AUD,FLAC,
"8-2-1996 / San Jose, CA / Spartan Stadium - Lollapalooza (unk) (neekrive)",AUD,FLAC,
"8-4-1996 / Irvine, CA / Irvine Meadows (Lollapalooza) (inc)",AUD,FLAC,
"9-6-1996 / Vienna, AUS / Vienna Stadthalle - MD(M) (Sony MZ R30) (metallifreak)",AUD,FLAC,
"9-9-1996 / Prague, CZ / Sportovni Hala (Live Metallica Vault)",SBD,FLAC,Official Bootleg
"9-11-1996 / Berlin, Germany / Deutschlandhalle",AUD,FLAC,
"9-12-1996 / Kiel, Germany / Ostseehalle *Power Failure Part 1 & 2",AUD,FLAC,
"9-14-1996 / Gent, Belgium / Flanders Expo (jeff s. transfer)",AUD,FLAC,
"9-14-1996 / Gent, Belgium / Flanders Expo (Video Source 1)",AUD,DVD,
"9-15-1996 / Paris, France / Omnisports de Bercy (1st night) - DAT(M) (Marantz EM8) (stephane)",AUD,FLAC,
"9-15-1996 / Paris, France / Omnisports de Bercy (1st night) (Video Source 1)",AUD,DVD,
"9-16-1996 / Paris, France / Omnisports de Bercy (2nd night) (Marantz EM8) (stephane)",AUD,FLAC,
"9-22-1996 / Madrid, Spain / Estadio la Pieneta",AUD,FLAC,
"9-23-1996 / Barcelona, Spain / Palau Sant Jordi",AUD,FLAC,
"9-28-1996 / Milano, Italy / Forum *Full Loaded (KRHM10-1/2)",AUD,FLAC,
"9-30-1996 / Milan, Italy / PalaVobis (Sony PC-62) (p.b.)",AUD,FLAC,
"10-5-1996 / Birmingham, UK / NEC",AUD,FLAC,
"10-6-1996 / Birmingham, UK / BEC (Live Metallica Vault)",SBD,FLAC,Official Bootleg
"10-7-1996 / Newcastle, UK / Arena",AUD,FLAC,
"10-9-1996 / Dublin, Ireland / The Point (jeff s. transfer)",AUD,FLAC,
"10-10-1996 / Glasgow, Scotland / Barrowland",AUD,FLAC,
"10-12-1996 / London, UK / Earls Court (2nd source)",AUD,FLAC,
"10-14-1996 / Cardiff, Wales / Cardiff International Arena (jeff s. transfer)",AUD,FLAC,
"10-15-1996 / Manchester, England / NYNEX Arena (jeff s. transfer)",AUD,FLAC,Lossy
"10-18-1996 / Hamburg, Germany / Alsterdorfer Sporthalle (2nd gen) (jeff s. transfer)",AUD,FLAC,
"10-19-1996 / Hamburg, Germany / Alsterdorfer Sporthalle",AUD,FLAC,
"10-21-1996 / Dortmund, Germany / Westfalenhalle 1 (jeff s. transfer)",AUD,FLAC,
"10-22-1996 / Berlin, Germany / Deutschlandhalle (Sony D7)",AUD,FLAC,
"10-23-1996 / Leipzig, Germany / Messehalle 7",AUD,FLAC,
"10-25-1996 / Mannheim, Germany / Mannheim Maimarkthalle (Sony MZ R30) (metallifreak)",AUD,FLAC,
"11-4-1996 / Frankfurt, Germany / Festhalle",AUD,FLAC,
"11-5-1996 / Oldenburg, Germany / Weser-Ems Halle (jeff s. transfer)",AUD,FLAC,
"11-7-1996 / Zurich, Switzerland / Hallenstadion (jeff s. transfer)",AUD,FLAC,
"11-8-1996 / Stuttgart, Germany / Hanns-Martin-Schleyer (jeff s. transfer)",AUD,FLAC,
"11-9-1996 / Nuremberg, Germany / Frankenhalle (jeff s. transfer)",AUD,FLAC,
"11-11-1996 / Bieledfeld, Germany / Seidenstickerhalle (1st gen)",AUD,FLAC,
"11-12-1996 / Utrect, Holland / Prins van Oranje Hal *A Change of Seasons",Silver CD,FLAC,
"11-16-1996 / Stockholm, SWE / Stockholm Globe Arena",SBD,FLAC 24,
"11-16-1996 / Stockholm, Sweden / Stockholm Globe Arena *One Live Bootleg (WWOL 005-006)",Silver CD,FLAC,
"11-21-1996 / Gothenburg, Sweden / Scandinavium (Live Metallica Vault)",SBD,FLAC,Official Bootleg
"11-21-1996 / Gothenburg, Sweden / Scandinavium",AUD,FLAC,
"11-23-1996 / Oslo, Norway / Spektrum *Loaded (TUCD023/24)",FM,FLAC,
"11-27-1996 / Copenhagen, Denmark / Forum Kobenhavn (krw_co)",FM,FLAC,
"12-19-1996 / Fresno, CA / Selland Arena",AUD,FLAC,
"12-21-1996 / Inglewood, CA / Great Western Forum",AUD,FLAC,
,,,
[1997],,,
"1-2-1997 / Salt Lake City, UT / Delta Center (Live Metallica Vault)",SBD,FLAC HD,Official Bootleg
"2-14-1997 / Milwaukee, WI / Bradley Center (Sonic Studios DSM6) (cruciferous) ",AUD,FLAC,
"2-23-1997 / Auburn Hills, MI / The Palace (CSB) (t.i.m.)",AUD,FLAC,
"2-26-1997 / Roanoke, VA / Civic Center (steve baker)",AUD,FLAC,
"3-25-1997 / Buffalo, NY / Marine Midland Arena - DAT(M) (heywood)",AUD,FLAC,
"4-1-1997 / East Rutherford, NJ / Brendan Byrne Arena (Meadowlands) (koondog)",AUD,FLAC,
"4-6-1997 / Albany, NY / Pepsi Arena (Nakamichi 100 CP4) (beerengineer)",AUD,FLAC,
"8-23-1997 / Stuttgart, Germany / Cannstatter Wasen *Blindman's Ball",AUD,FLAC,
"11-11-1997 / Philadelphia, PA / Parking Lot (sousourn1823 transfer)",AUD,FLAC,
"11-16-1997 / Copenhagen, Denmark / Den Gral Hal (Live Metallica Vault)",SBD,FLAC,Official Bootleg
"11-18-1997 / Paris, France / Elysee Montmartre",AUD,FLAC,
,,,
[1998],,,
"3-21-1998 / San Francisco, CA / Baker Hamilton Square*Metallicagazoline (Source 2) (AZM-7758)",Silver CD,FLAC,
"3-21-1998 / San Francisco, CA / Baker Hamilton Square *San Francisco (Source 3 - SBD) (MA003)",Silver CD,FLAC,
"4-7-1998 / Melbourne, Australia / Centre Court (jeff s. transfer)",AUD,FLAC,
"4-17-1998 / Wellington, NZ / Queens Wharf Event Centre (Live Metallica Vault)",SBD,FLAC HD,Official Bootleg
"5-8-1998 / Tokyo, Japan / Yoyogi Daiichi, Taiikukan (Live Metallica Vault)",SBD,FLAC,Official Bootleg
"7-8-1998 / Cuyahoga Falls, OH / Blossom Music Center (Live Metallica Vault)",SBD,FLAC,Official Bootleg
"7-11-1998 / Clarkston, MI / Pine Knob Music Theatre (Sony D-3 Walkman Pro) (the govner)",AUD,FLAC,
"7-18-1998 / Mansfield, MA / Great Woods Center (Live Metallica Vault)",SBD,FLAC,Official Bootleg
"7-19-1998 / Mansfield, MA / Great Woods Center (Live Metallica Vault)",SBD,FLAC,Official Bootleg
"7-22-1998 / Burgettstown, PA / Coca-Cola Star Lake Amphitheatre (jeff s. transfer)",AUD,FLAC,
"7-25-1998 / Noblesville, IN / Deer Creek (SS) (greg holtz)",AUD,FLAC,
"8-30-1998 / Mountain View, CA / Shoreline Amphitheatre (teddy ballgame master)",AUD,FLAC,
"9-11-1998 / Phoenix, AZ / Blockbuster Desert Sky Pavilion (DAT)",AUD,FLAC,
"11-19-1998 / Chicago, IL / Aragon Ballroom (the govner)",AUD,FLAC,
"11-20-1998 / Detroit, MI / State Theater (Source 2) (ellaguru)",FM,FLAC,
"11-20-1998 / Detroit, MI / State Theater (Source 3) (the govner)",AUD,FLAC,
"11-23-1998 / Philadelphia, PA / Electric Factory *Small Clubs For Big Pleasure",Silver CD,FLAC,
"11-24-1998 / New York, NY / Roseland Ballroom *Live Garage",Silver CD,FLAC,
,,,
[1999],,,
"4-11-1999 / Honolulu, HI / Blaisdell Arena (DSM-6P) (steve hagar)",AUD,FLAC,
"4-12-1999 / Honolulu, HI / Blaisdell Arena (DSM-6P) (steve hagar)",AUD,FLAC,
"4-14-1999 / Anchorage, AK / Sullivan Arena (DSM-6P) (steve hagar)",AUD,FLAC,
"4-21-1999 / Berkeley, CA / Berkeley Community Theater *Metallica & The SF Symphony (Source 2)",Silver CD,FLAC,
"4-22-1999 / Berkeley, CA / Berkeley Community Theater (MK4s) (Source 2)",AUD,FLAC,
"4-30-1999 / Ciudad De Me?xico, Mexico / Foro Sol (Live Metallica Vault)",SBD,FLAC,Official Bootleg
"4-30-1999 / Ciudad De Me?xico, Mexico / Foro Sol",AUD,FLAC,
"5-2-1999 / Bogota, COL / Parque Simon Bolivar (Live Metallica Vault)",SBD,FLAC HD,Official Bootleg
"5-12-1999 / Santiago, Chile / Pista Atletica del Estadio Nacional",SBD,FLAC,
"5-21-1999 / Nu?rnberg, Germany / Frankenstadion (Live Metallica Vault)",SBD,FLAC,Official Bootleg
"5-22-1999 / N?rburgring, N?rburg / Rock am Ring",SBD,FLAC,
"5-23-1999 / Eindhoven, Holland / Dynamo Open Air",FM,FLAC,
"5-26-1999 / Berlin, Germany / Waldbuhne (unk)",AUD,FLAC,
"5-28-1999 / Stockholm, Sweden / Globe Arena",AUD,FLAC,
"6-1-1999 / Warsaw, Poland / Gwardia Stadium (unk) ",AUD,FLAC,
"6-11-1999 / Plovdiv, Bulgaria / Plovdiv Stadium *Bulgarian Assault (BON178/179)",Silver CD,FLAC,
"6-12-1999 / Athens, GA / Georgios Kamaras Stadium (unk)",AUD,FLAC,
"6-13-1999 / Istanbul, Turkey / Ali Sami Yen Stadium (Live Metallica Vault)",SBD,FLAC,Official Bootleg
"6-19-1999 / Irvine, CA / Irvine Meadows - KROQ Event (Master) (elmoz)",PRO,DVD,
"6-25-1999 / St. Gasllen, Switzerland / Open Air",SBD,FLAC,
"6-25-1999 / St. Gasllen, Switzerland / Open Air (Live Metallica Vault)",SBD,FLAC,Official Bootleg
"6-26-1999 / Minden, Germany / Weserufer (Aiwa CM-30A) (robert huizinga)",AUD,FLAC,
"6-29-1999 / Tallinn, Estonia / Lauluva?ljak (unk)",AUD,FLAC,
"7-1-1999 / Roskilde, Denmark / Roskilde Dyrskueplads - Seek And Destroy (Source 3)",Silver CD,FLAC,
"7-5-1999 / Dublin, Ireland / Point Theatre (unk)",AUD,FLAC,
"7-7-1999 / Paris, France / Omnisports de Bercy (Marantz EM8) (stephane)",AUD,FLAC,
"7-10-1999 / Milton Keynes, England / National Bowl - MD(1) (unk)",AUD,FLAC,
"7-12-1999 / Barcelona, Spain / Paualau St. Jordi (unk)",AUD,FLAC,
