Tool,Versions,File Type,
Drive - D,,,
,,,
,,,
[1991],,,
"7-19-2010 / Los Angeles, CA / Nokia Theatre (ALD-Edirol R09) (Phase Corrected) (anonymous)",AUD,FLAC,
,,,
[2011],,,
"1-14-2011 / Honolulu, HI / Blaisdell Arena (Olympus PCM Recorder) (xip187) (Version 1)",AUD,FLAC,
"1-14-2011 / Honolulu, HI / Blaisdell Arena (Olympus PCM Recorder) (xip187) (Version 2)",AUD,FLAC,
"1-21-2011 / Auckland, Australia / MT Smart Stadium (Sony ECM-717) (gazzabr)",AUD,FLAC,
"1-24-2011 / Brisbane, Australia / Entertainment Centre (unk)",AUD,M4A,
"1-26-2011 / Sydney, Australia / Sydney Showground (Zoom Q3) (auroboros)",AUD,FLAC 24,
"1-27-2011 / Sydney, Australia / Sydney Showground (Zoom Q3) (auroboros)",AUD,FLAC 24,
"1-27-2011 / Sydney, Australia / Sydney Showground (unk)",AUD,MKV,
"1-30-2011 / Melbourne, Australia / Flemington Racecourse (CA-14s) (christopher jacques)",AUD,FLAC,
"2-2-2011 / Melbourne, Australia / Sidney Myer Music Bowl (Zoom Q3) (auroboros)",AUD,FLAC 24,
"2-2-2011 / Melbourne, Australia / Sidney Myer Music Bowl (iPhone 4) (javier l)",AUD,FLAC,
"2-6-2011 / Perth, Australia / Claremont Showground (SP-SMC-8) (pyometronguts) ",AUD,FLAC,
,,,
[2012],,,
"1-14-2012 / Reno, NV / Reno Event Center (Schoeps CMC34s) (rainingvodka)",AUD,FLAC,
"1-14-2012 / Reno, NV / Reno Event Center (JVC Everio GZ-MG360BU)",AUD,DVD,
"1-18-2012 / Albuquerque, NM / Tingley Coliseum (SP-BMC-2) (sundeep)",AUD,FLAC,
"1-20-2012 / Dallas, TX / Verizon Arena (CA-14) (specialk) Version 1",AUD,FLAC 24,
"1-20-2012 / Dallas, TX / Verizon Arena (CA-14) (specialk) Version 2",AUD,FLAC,
"1-21-2012 / Dallas, TX / Verizon Arena (CA-14) (specialk)",AUD,FLAC 24,
"1-21-2012 / Dallas, TX / Verizon Arena (CA-14 + DPA 4061)",MIX,FLAC,
"1-21-2012 / Dallas, TX / Verizon Arena (CSC) (mr. fang)",AUD,FLAC,
"1-24-2012 / Toledo, OH / Huntington Center (Tascam DR-40) (nednarb)",AUD,FLAC,
"1-24-2012 / Toledo, OH / Huntington Center (Tascam DR-40) (ohiogrown)",AUD,FLAC,
"1-24-2012 / Toledo, OH / Huntington Center (unk) (nameloc01)",AUD,FLAC,
"1-24-2012 / Toledo, OH / Huntington Center Huntington Center - (M) (CSB - Edirol R09) (the collective)",AUD,FLAC,
"1-24-2012 / Toledo, OH / Huntington Center Huntington Center - DAT(M) (NAK CM300) (the collective)",AUD,FLAC,
"1-25-2012 / Toronto, Ontario / Air Canada Centre (AT853s) (bobcat)",AUD,FLAC,
"1-26-2012 / London, Ontario / John Labatt Centre (Edirol CS-15) (akacraig/riffle)",AUD,FLAC,
"1-28-2012 / Boston, MA / TD Garden (Edirol R-09) (erixxx)",AUD,FLAC,
"1-28-2012 / Boston, MA / TD Garden (Sony PCM-M10) (fuzz)",AUD,FLAC,
"1-31-2012 / Uncasville, CT / Mohegan Sun Arena (Sennheiser ME-104s) (ringfedder)",AUD,FLAC,
"2-1-2012 / East Rutherford, NJ / Izod Center  (DPA 4061s) (1d1m1s1)",AUD,FLAC,
"2-1-2012 / East Rutherford, NJ / Izod Center (ATu853s) (dassarri)",AUD,FLAC 24,
"2-4-2012 / Charlotte, NC / Bojangles Coliseum (Icom receiver) (bp)",IEM,FLAC,
"2-6-2012 / Ft. Lauderdale, FL / Bank Atlantic Center (Sony PCM-M10) (solacematt)",AUD,FLAC,
"2-6-2012 / Ft. Lauderdale, FL / Bank Atlantic Center (DPA 4061) (ryan a)",AUD,FLAC,
"2-8-2012 / Duluth, GA / Gwinnett Arena (Sony PMC-M1) (geordy)",AUD,FLAC,
"2-8-2012 / Duluth, GA / Gwinnett Arena (Motorola Phone) (blake)",AUD,FLAC,
"2-8-2012 / Duluth, GA / Gwinnett Arena (unk) (shaggy28) (2024 alvarojam upgrade)",AMT,DVD,
,,,
[2013],,,
"4-27-2013 / Melbourne, Australia / Rod Laver Arena (Sony ECM-DS70P) (kingbean)",AUD,FLAC,
"4-27-2013 / Melbourne, Australia / Rod Laver Arena (Apple iPhone) (nausearockpig)",AUD,FLAC,
"4-27-2013 / Melbourne, Australia / Rod Laver Arena (CA-14s) (roman79)",AUD,FLAC,
"4-27-2013 / Melbourne, Australia / Rod Laver Arena (CAFS) (tb)",AUD,FLAC,
"4-28-2013 / Melbourne, Australia / Rod Laver Arena (Taskcam DR-2D) (bernard shakey)",AUD,FLAC,
"4-28-2013 / Melbourne, Australia / Rod Laver Arena (CA-14s) (roman79)",AUD,FLAC,
"5-1-2013 / Adelaide, Australia / Adelaide Entertainment Centre (Zoom H2n) (unk)",AUD,FLAC,
"5-3-2013 / Sydney, Australia / Allphones Arena (unk)",AUD,MP3,
"5-4-2013 / Sydney, Australia / Allphones Arena (Soundman OK-IIr) (auroboros)",AUD,FLAC 24,
"5-9-2013 / Auckland, NZ / Vector Arena (iPhone 4) (unk)",AUD,FLAC,
"5-12-2013 / Tokyo, Japan / Makuhari Messe (SP-CMC-2) (the_sphere)",AUD,FLAC,
,,,
[2014],,,
"3-4-2014 / Spokane, WA / Spokane Arena (CA-11s) (leifh)",AUD,FLAC,
"3-6-2014 / Portland, OR / MODO Center (CA-11) (leifh)",AUD,FLAC,
"3-6-2014 / Portland, OR / MODO Center (AKG CK63) (terabyte23)",AUD,FLAC,
"3-6-2014 / Portland, OR / MODO Center (Zoom Q3HD) (meddle earth)",AUD,FLAC 24,
"3-6-2014 / Portland, OR / MODO Center",AUD,BLURAY,
"3-7-2014 / Eugene, OR / Matthew Knight Arena (CA-11) (leifh)",AUD,FLAC,
"3-7-2014 / Eugene, OR / Matthew Knight Arena (AKG CK63) (terabyte23)",AUD,FLAC,
"3-7-2014 / Eugene, OR / Matthew Knight Arena (Zoom Q3HD) (meddle earth)",AUD,FLAC 24,
"3-7-2014 / Eugene, OR / Matthew Knight Arena (Panasonic SDR-S7) (unk) (CA-11, leifh) ",AUD,DVD,
"3-9-2014 / Reno, NV / Reno Event Center (Wireless Receiver) (senecastj)",AUD,FLAC,
"3-9-2014 / Reno, NV / Reno Event Center (JVC Everio GZ-MG360BU) (meddle earth)",AUD,DVD,
"3-11-2014 / San Francisco, CA / Bill Graham Civic Center (Schoeps MK5) (anonymous)",AUD,FLAC,
"3-12-2014 / San Francisco, CA / Bill Graham Civic Center (Schoeps MK5) (anonymous)",AUD,FLAC,
"3-12-2014 / San Francisco, CA / Bill Graham Civic Auditorium (Sony PCM-M10) (armogi)",AUD,FLAC 24,
"3-14-2014 / Fresno, CA / Selland Arena (Olympus LS 11) (rxz706)",AUD,FLAC,
"3-15-2014 / Las Vegas, NV / Planet Hollywood (iPhone 4) (unk)",AUD,M4A,
"3-16-2014 / San Diego, CA / Valley View Casino Center (DPA 4061s) (ed davis)",AUD,FLAC,
"3-24-2014 / Austin, TX / Cedar Park Center (Tascam DR-08) (ddemon72)",AUD,FLAC,
"3-27-2014 / Phoenix, AZ / US Airways Arena (Olympus LS 11) (rxz706)",AUD,FLAC,
"3-27-2014 / Phoenix, AZ / US Airways Arena (Sanken COS 11s) (desertrat)",AUD,FLAC,
,,,
[2015],,,
"10-31-2015 / Tempe, AZ / Monster Mash Music Festival (CSB) (leifh)",AUD,FLAC,
"10-31-2015 / Tempe, AZ / Monster Mash Music Festival (Zoom Q3HD) (meddle earth)",AUD,FLAC 24,
,,,
[2016],,,
"1-6-2016 / San Francisco, CA / Bill Graham Civic Center (Schoeps CCM4is) (unk)",AUD,FLAC,
"1-7-2016 / San Francisco, CA / Bill Graham Civic Center (Schoeps CCM4is) (unk)",AUD,FLAC,
"1-7-2016 / San Francisco, CA / Bill Graham Civic Center (Neumann KM140s) (wilson66)",AUD,FLAC,
"1-9-2016 / San Diego, CA / Viejas Arena (DPA 4061s) (geordy)",AUD,FLAC 24,
"1-9-2016 / San Diego, CA / Viejas Arena (Sony PCM-M10) (double a)",AUD,FLAC,
"1-9-2016 / San Diego, CA / Viejas Arena (AT943) (carsfan)",AUD,FLAC,
"1-10-2016 / San Diego, CA / Viejas Arena (DPA 4061s) (geordy)",AUD,FLAC 24,
"1-16-2016 / Tulsa, OK / BOK Center (CA-14s) (karl frinkle)",AUD,FLAC 24,
"1-17-2016 / Grand Prairie, TX / Verizon Theatre (CA-14) (karl frinkle)",AUD,FLAC 24,
"1-20-2016 / Kansas City, MO / Sprint Center (unk)",AUD,FLAC 24,
"1-23-2016 / Nashville, TN / Bridgestone Arena (DPA 4061s) (geordy)",AUD,FLAC 24,
"1-23-2016 / Nashville, TN / Bridgestone Arena (SP-BMC-3) (green1039)",AUD,FLAC 24,
"1-25-2016 / Atlanta, GA / Infinite Energy Center (MBHO KA200N) (toaster)",AUD,FLAC 24,
"1-26-2016 / Charlotte, NC / Bojangles Coliseum (IEM) (univoc)",IEM,FLAC,
"1-31-2016 / New Orleans, LA / Smoothie King Center (AT831s) (tapeworm48)",AUD,FLAC,
"10-22-2016 / Sacramento, CA / Aftershock Festival (CA-11) (leifh)",AUD,FLAC,
"10-28-2016 / Little Rock, AR / Verizon Arena (CA-14s) (karl frinkle)",AUD,FLAC 24,
"10-28-2016 / Little Rock, AR / Verizon Arena (DPA 4061s) (geordy)",AUD,FLAC 24,
,,,
[2017],,,
"5-24-2017 / Fairfax, VA / Eaglebank Arena (CA-11) (opsopcopolis)",AUD,FLAC,
"5-25-2017 / Hershey, PA / Giant Center (Shure MV88) (dustin)",AUD,FLAC 24,
"5-27-2017 / Bangor, ME / Darling's Waterfront Pavilion (CA-11) (ec666)",AUD,FLAC 24,
"5-28-2017 / Boston, MA / Harvard Athletic Complex (CA-11) (ec666)",AUD,FLAC 24,
"5-30-2017 / Rochester, NY / Blue Cross Arena (MBHO KA200N) (unk) ",AUD,FLAC 24,
"5-31-2017 / Hamilton, Ontario / First Ontario Centre (AT853s) (bob)",AUD,FLAC,
"5-31-2017 / Hamilton, Ontario / FirstOntario Centre (DPA 4061) (galen, mitaper78) ",AUD,FLAC,
"6-4-2017 / Randalls Island, NY / Governors Ball (YouTube rip)",AUD,M4A,
"6-7-2017 / Clarkston, MI / DTE Energy Music Theatre (AT853) (ryanj)",AUD,FLAC,
"6-7-2017 / Clarkston, MI / Pine Knob (M) (CSB) (galen, mitaper78, anon)",AUD,FLAC,
"6-9-2017 / St. Paul, MN / Xcel Energy Center (CSB) (matt rogers)",AUD,FLAC 24,
"6-15-2017 / Vancouver, BC / Rogers Arena (CSB) (unk)",AUD,FLAC,
"6-17-2017 / George, WA / The Gorge (unk) (meddle earth)",AUD,FLAC 24,
"6-17-2017 / George, WA / The Gorge (Olympus PCM) (unk)",AUD,FLAC 24,
"6-18-2017 / Nampa, ID / Ford Center Arena (Schoeps MK41) (jcrab66)",AUD,FLAC 24,
"6-21-2017 / San Jose, CA / SAP Center (Schoeps MK5s) (unk)",AUD,FLAC,
"6-23-2017 / Sacramento, CA / Golden 1 Center (Zoom Q3HD) (meddle earth)",AUD,FLAC 24,
"6-24-2017 / San Bernardino, CA / Glen Helen Amphitheatre (unk) (meddle earth)",AUD,FLAC 24,
,,,
[2018],,,
"5-20-2018 / Columbus, OH / MAPFRE Stadium (HEB DPA 4060) (live2cd)",AUD,FLAC,
,,,
[2019],,,
"5-7-2019 / Birmingham, AL / Legacy Arena at the BJCC (Schoeps MK4s) (sevoflurane)",AUD,FLAC 24,
"5-7-2019 / Birmingham, AL / Legacy Arena at the BJCC (Zoom Q3HD) (cj)",AUD,FLAC,
"5-7-2019 / Birmingham, AL / Legacy Arena at the BJCC (Sumsung S8) (bioshockdaddy1)",AUD,FLAC,
"5-8-2019 / Louisville, KY / KFC Yum! Center (AT853) (charles dewey cole)",AUD,FLAC 24,
"5-8-2019 / Louisville, KY / KFC Yum! Center (AT854) (hollowmoons)",AUD,FLAC 24,
"5-8-2019 / Louisville, KY / KFC Yum! Center (iPhone 8 Plus) (mr g)",AUD,FLAC 24,
"5-10-2019 / Hampton, VA / Hampton Coliseum (Sony ICD-PX470) (wahoowa)",AUD,FLAC,
"5-13-2019 / St. Louis, MO / Enterprise Center (Schoeps MK41) (tb)",AUD,FLAC 24,
"5-13-2019 / St. Louis, MO / Enterprise Center  (MBHO KA200N's) (karl frinkle)",AUD,FLAC 24,
"5-13-2019 / St. Louis, MO / Enterprise Center (DPA 4061s) (geordy)",AUD,FLAC 24,
"5-13-2019 / St. Louis, MO / Enterprise Center (DPA 4061s) (distortion)",AUD,FLAC 24,
"5-14-2019 / Kansas City, MO / Sprint Center (Schoeps MK41) (tb)",AUD,FLAC 24,
"5-14-2019 / Kansas City, MO / Sprint Center (DPA 4061s) (geordy)",AUD,FLAC 24,
"5-14-2019 / Kansas City, MO / Sprint Center (DPA 4061) (distortion)",AUD,FLAC 24,
"5-16-2019 / Lincoln, NE / Pinnacle Bank Arena (DPA 4061s) (distortion)",AUD,FLAC 24,
"5-16-2019 / Lincoln, NE / Pinnacle Bank Arena (Core Sound Stealth Cardioids) (scott rollinger)",AUD,FLAC,
"5-17-2019 / Des Moines, IA / Wells Fargo Arena (AT853RX's) (crazyafroman)",AUD,FLAC 24,
"5-19-2019 / Chicago, IL / Chicago Open Air Festival (AT831s) (tapeworm48)",AUD,FLAC,
"6-2-2019 / Berlin, Germany / Mercedes-Benz Arena (Soundman OKM-II Pro) (paul j?ger)",AUD,FLAC,
"6-4-2019 / Prague, Czech Republic / 02 Arena (Samsung A750) (jop)",AUD,FLAC,
"6-16-2019 / North West Leicestershire, England / Download Festival (DPA 4061s) (rob)",AUD,FLAC 24,
"6-18-2019 / Amsterdam, The Netherlands / Ziggo Dome (Zoom H2n) (jop)",AUD,FLAC,
"6-25-2019 / Zurich, Switzerland / Hallenstadion (Schoeps MK41V) (unk)",AUD,FLAC,
"6-28-2019 / Werchter, Flemish Brabant / Rock Werchter Festival, Festivalpark (AT853sc) (pm)",AUD,FLAC 24,
"6-28-2019 / Werchter, Flemish Brabant / Rock Werchter Festival, Festivalpark (ATU853hc) (pm)",AUD,FLAC 24,
"10-15-2019 / Denver, CO / Pepsi Center (iPhone XR) (noider)",AUD,FLAC,
"10-15-2019 / Denver, CO / Pepsi Center (ATU853s) (dassarri)",AUD,FLAC 24,
"10-16-2019 / Denver, CO / Pepsi Center (DPA 4061s) (tb)",AUD,FLAC,
"10-16-2019 / Denver, CO / Pepsi Center (ATU853s) (dassarri)",AUD,FLAC 24,
"10-20-2019 / Los Angeles, CA / Staples Center (Night 1) (DPA 4061s) (ryan a)",AUD,FLAC 24,
"10-21-2019 / Los Angeles, CA / Staples Center (Night 2) (Schoeps MK41s) (ed davis)",AUD,FLAC,
"10-21-2019 / Los Angeles, CA / Staples Center (Night 2) IDPA 4061s) (ryan a)",AUD,FLAC  24,
"10-27-2019 / Houston, TX / Toyota Center (AT-831s) (adam lancaster)",AUD,FLAC 24,
"10-29-2019 / Tulsa, OK / BOK Center (DPA 4080) (tb)",AUD,FLAC 24,
"10-29-2019 / Tulsa, OK / BOK Center (MBHO KA200Ns) (karl frinkle)",AUD,FLAC 24,
"10-29-2019 / Tulsa, OK / BOK Center (DPA 4061s) (adam lancaster)",AUD,FLAC 24,
"10-29-2019 / Tulsa, OK / BOK Center (AT-831s) (adam lancaster)",AUD,FLAC 24,
"10-31-2019 / Milwaukee, WI / Fiserv Forum (AT831s) (tapeworm48)",AUD,FLAC,
"11-2-2019 / Indianapolis, IN / Bankers Life Fieldhouse (DPA 4061s) (geordy)",AUD,FLAC,
"11-3-2019 / Chicago, IL / United Center (MBHO KA200Ns) (karl frinkle)",AUD,FLAC 24,
"11-3-2019 / Chicago, IL / United Center (AT831s) (tapeworm48)",AUD,FLAC,
"11-3-2019 / Chicago, IL / United Center (DPA 4080) (tb)",AUD,FLAC,
"11-8-2019 / Pittsburgh, PA / PPG Paints Arena (AT853U) (charles dewey cole)",AUD,FLAC 24,
"11-9-2019 / Detroit, MI / Little Ceasars Arena (MBHO KA200N) (unk)",AUD,FLAC 24,
"11-11-2019 / Toronto, Ontario / Scotia Bank Arena (MBHO KA200N) (unk)",AUD,FLAC 24,
"11-12-2019 / Toronto, Ontario / Scotia Bank Arena (LG-H873) (bcat)",AUD,FLAC 24,
"11-14-2019 / Boston, MA / TD Garden (Edirol R09) (ec666)",AUD,FLAC 24,
"11-16-2019 / Newark, NJ / Prudential Center (iPhone XS) (acoustic phenomena)",AUD,FLAC,
"11-18-2019 / Philadelphia, PA / Wells Fargo Center (iPhone SE) (michael clapps)",AUD,MP3,
,,,
[2020],,,
"1-12-2020 / San Diego, CA / Viejas Arena (Zoom H1) (a.u.k.)",AUD,FLAC 24,
"1-14-2020 / San Jose, CA / SAP Center (Lumia 950) (armogi) ",AUD,FLAC 24,
"1-14-2020 / San Jose, CA / SAP Center (Schoeps CCM4) (unk)",AUD,FLAC 24,
"1-17-2020 / Las Vegas, NV / T-Mobile Arena (Hook Audio Vera I) (acrobat75)",AUD (48k),FLAC,
"1-21-2020 / Austin, TX / Frank Erwin Center (AT831s) (tooligan)",AUD,FLAC,
"1-22-2020 / Dallas, TX / American Airlines Center (Sony ICD-PX470) (vincent6)",AUD,FLAC,
"1-22-2020 / Dallas, TX / American Airlines Center (MBHO KA200Ns) (karl frinkle)",AUD,FLAC 24,
"1-22-2020 / Dallas, TX / American Airlines Center (Sony ECM-717) (trustthex)",AUD,FLAC ,
"1-28-2020 / Atlanta, GA / State Farm Arena (Schoeps Mk4s) (sevoflurane)",AUD,FLAC 24,
"1-29-2020 / Nashville, TN / Bridgestone Arena (Schoeps MK41s) (geordy)",AUD,FLAC,
"1-31-2020 / Memphis, TN / FedEx Forum (Zoom Q3HD) (cj)",AUD,FLAC,
"1-31-2020 / Memphis, TN / FedEx Forum (MM-PC-11s) (anonymous)",AUD,FLAC,
"2-1-2020 / New Orleans, LA / Smoothie King Center (Sony PCM-A10) (zeegrizzle)",AUD,FLAC 24,
"2-1-2020 / New Orleans, LA / Smoothie King Center (DPA 4061s) (adam lancaster)",AUD,FLAC 24,
"2-14-2020 / Perth, Australia / Perth Arena (SP-SMC-8) (pyometronguts)",AUD,FLAC 24,
"2-17-2020 / Sydney, Australia / Quodos Bank Arena (Samsung Galaxy Voice Recorder) (dave)",AUD,FLAC 24,
"2-18-2020 / Sydney, New South Wales, Australia / Qudos Bank Arena (Soundman OKM-II) (auroboros)",AUD,FLAC 24,
"2-22-2020 / Melbourne, Australia / Rod Laver Arena (Apple Watch) (infinitereality)",AUD,M4A,
"2-22-2020 / Melbourne, Australia / Rod Laver Arena (iPhone 7+) (ben)",AUD,FLAC 24,
"2-23-2020 / Melbourne, Australia / Rod Laver Arena (Apple Watch) (infinitereality)",AUD,M4A,
"2-23-2020 / Melbourne, Australia / Rod Laver Arena (iPhone 7+) (ben)",AUD,FLAC 24,
"2-23-2020 / Melbourne, Australia / Rod Laver Arena (SP-SMC-8-8) (pyometronguts)",AUD,FLAC 24,
"2-28-2020 / Auckland, NZ / Spark Arena (Apple Watch) (neil)",AUD,MP3,
"2-29-2020 / Auckland, NZ / Spark Arena (Zoom H5) (tomamas14)",AUD,FLAC 24,
"3-11-2020 / Portland, OR / Moda Center (DPA 4061) (ryan a)",AUD,FLAC 24,
,,,
[2022],,,
"1-10-2022 / Eugene, OR / Matthew Knight Arena (GoPro Hero 10) (aensulpak)",AUD (48k),FLAC,
1-15-2022 / Sacramento CA / Golden 1 Center (Schoeps CCM4) (unk),AUD (48k),FLAC,
"1-15-2022 / Sacramento, CA . Golden 1 Center (AT853s) (tj)",AUD,FLAC,
"1-15-2022 / Sacramento, CA / Golden 1 Center (Schoeps MK4s) (tj) ",AUD,FLAC,
"1-16-2022 / San Francisco, CA / Chase Center (AT853s) (tj)",AUD,FLAC,
"1-16-2022 / San Francisco, CA / Chase Center (Schoeps MK4s) (tj)",AUD,FLAC,
"1-16-2022 / San Francisco, CA / Chase Center (Schoeps CCM4s) (anonymous)",AUD (48k),FLAC,
"1-18-2022 / Anaheim, CA / Honda Center (DPA 4061s) (distortion) ",AUD,FLAC 24,
"1-19-2022 / San Diego, CA / Viejas Arena (Schoeps MK41s) (ed davis)",AUD,FLAC,
"1-19-2022 / San Diego, CA / Viejas Arena (Version 2) (Asus ROG 5) (quadropheniac)",AUD,MP3,
"1-21-2022 / Phoenix, AZ / Footprint Center (YouTube rip) (geordy) ",AUD,MP3,
"1-25-2022 / Salt Lake City, UT / Maverik Center (Sony PCM-A10) (zeegrizzle) ",AUD,FLAC 24,
"1-27-2022 / Denver, CO / Ball Arena (Sony PCM-A10) (zeegrizzle)",AUD,FLAC 24,
"1-28-2022 / Colorado Springs, CO / Broadmoor World Arena (Sony PCM-A10) (zeegrizzle) ",AUD,FLAC 24,
"1-30-2022 / Oklahoma City, OK / BOK Center (Shure MV88) (coleson dilbeck)",AUD,FLAC 24,
"1-30-2022 / Oklahoma City, OK / BOK Center (DPA 4080s) (tb)",AUD,FLAC 24,
"1-30-2022 / Oklahoma City, OK / BOK Center (John Ramsey Stealth Binaurals) (vincent6)",AUD,FLAC 24,
"2-2-2022 / San Antonio, TX / AT&T Center (YouTube rip) (geordy) ",AUD,MP3,
"2-4-2022 / Houston, TX / Toyota Center (Zoom Q3HD) (bradleybee)",AUD,FLAC,
"2-5-2022 / New Orleans, LA / Smoothie King Center (Sony unknown) (zeegrizzle)",AUD,FLAC 24,
"2-5-2022 / New Orleans, LA / Smoothie King Center (Olympus LS-11) (rxz796) ",AUD,FLAC 24,
"2-8-2022 / Orlando, FL / Amway Center (SP-MS-TFB-2) (a wave upon the cosmic dew)",AUD,FLAC,
"2-8-2022 / Orlando, FL / Amway Center (Olympus LS-11) (rxz796)",AUD,FLAC 24,
"2-8-2022 / Orlando, FL / Amway Center (Schoeps MK4s) (sevoflurane) ",AUD,FLAC 24,
"2-9-2022 / Tampa, FL / Amalie Arena (Olympus LS-11) (rxz796)",AUD,FLAC 24,
"2-9-2022 / Tampa, FL / Amalie Arena (Schoeps MK4s) (sevoflurane)",AUD,FLAC,
"2-10-2022 / Tampa, FL / Amalie Arena (M) (ALD-Sony A10) (the collective)",AUD,FLAC,
"2-10-2022 / Tampa, FL / Amalie Arena (M) (CSB-Sony A10) (the collective)",AUD,FLAC,
"2-10-2022 / Miami, FL / FTX Arena (YouTube rip) (geordy)",AUD,MP3,
"2-19-2022 / Boston, MA / TD Garden (SP-CMC-8c) (farve4) ",AUD,FLAC,
"2-19-2022 / Boston, MA / TD Garden (Source 2) (R9 Int Mics) (ejc666) ",AUD,FLAC 24,
"2-20-2022 / Philadelphia, PA / Wells Fargo Center (inc) (iPhone SE-Shure MV88) (mozohere)",AUD,FLAC 24,
"2-23-2022 / Elmont, NY / UBS Arena (YouTube rip) (geordy)",AUD,MP3,
"2-26-2022 / Newark, NJ / Prudential Center (unk)",AUD,FLAC,*Lossy sourced
"2-27-2022 / Buffalo, NY / Keybank Center (MBHO KA200N) (toaster) ",AUD,FLAC 24,
"3-1-2022 / Pittsburgh, PA / PPG Paints Arena (metal k)",AUD,FLAC,*Lossy sourced
"3-1-2022 / Pittsburgh, PA / PPG Paints Arena (YouTube rip) (geordy)",AUD,MP3,
"3-3-2022 / Detroit, MI / Little Caesars Arena (kevin baker) ",AUD,FLAC,*Lossy sourced
"3-3-2022 / Detroit, MI / Little Ceasars Palace (YouTube rip) (geordy)",AUD,MP3,
"3-4-2022 / Louisville, KY / KFC Yum Center (DPA 4061s) (geordy)",AUD,FLAC 24,
"3-6-2022 / Columbus, OH / Nationwide Arena (AT853U) (charles dewey cole)",AUD,FLAC,
"3-10-2022 / Chicago, IL / United Center (AT831s) (tapeworm48) ",AUD,FLAC 24,
"3-12-2022 / Omaha, NE / CHI Health Center (DPA 4080) (tb)",AUD,FLAC,
"3-12-2022 / Omaha, NE / CHI Center (DPA 4061s) (dave adair)",AUD,FLAC 24,
"3-15-2022 / Kansas City, MO / T-Mobile Center (DPA 4080) (tb) ",AUD,FLAC,
"3-17-2022 / Moline, IL / TaxSlayer Center (Zoom H2) (hoverboard) ",AUD,FLAC 24,
"3-18-2022 / St. Louis, MO / Enterprise Center (DPA 4080) (tb)",AUD,FLAC,
"3-18-2022 / St. Louis, MO / Enterprise Center (DPA 4061s) (geordy)",AUD,FLAC 24,
"3-18-2022 / St. Louis, MO / Enterprise Center (MBHO KA200n) (specialk)",AUD,FLAC 24,
"3-18-2022 / St. Louis, MO / Enterprise Center (Roland R-07) (specialk)",AUD,FLAC 24,
"4-26-2022 / Stockholm, Sweden / Globen Avicii Arena (Aiwa CM-TS55) (qew)",AUD,FLAC 24,
"4-29-2022 / Frankfurt, Germany / Festhalle (Sony ECM-717) (chris)",AUD,FLAC,
"5-2-2022 / Manchester, UK / AO Arena (SP-CMC-8) (rbose1) ",AUD,FLAC,
"5-9-2022 / London, England / 02 Arena (Xiaomi Mi 10T Lite) (gianni)",AUD,MP3,
"5-12-2022 / Paris, France / Accor Arena (Edirol R09) (shinkibo)",AUD,FLAC 24,
"5-13-2022 / Merksem, Belgium / Sportpaleis (Edirol R-09) (shinkibo)",AUD,FLAC 24,
"5-17-2022 / Koeln, Germany / Lanxess Arena (DPA 4060) (tapemeister) ",AUD,FLAC 24,
5-24-2022 / ,,,
"6-18-2022 / Manchester, TN / Bonnaroo - What Stage (CA-11) (jack straw)",AUD,FLAC,
"6-18-2022 / Manchester, TN / Bonnaroo - What Stage (Sony PCM-A10) (zeegrizzle)",AUD,FLAC 24,
,,,
[2023],,,
"10-3-2023 / Loveland, CO / Blue Arena (AT853s) (zeegrizzle)",AUD,FLAC 24,
"10-6-2023 / Sacramento, CA / Discovery Park - Aftershock Festival (Schoeps MK4s) (tj) ",AUD,FLAC 24,
"10-6-2023 / Sacramento, CA / Discovery Park - Aftershock Festival (Remaster) (Schoeps MK4s) (tj) ",AUD,FLAC 24,
"10-8-2023 / Indio, CA / Empire Polo Fields - Power Trip Festival (SP-CMC-8) (fried_morals) ",AUD,FLAC 24,
"10-8-2023 / Indio, CA / Empire Polo Grounds - Power Trip Festival (SP-CMC-8s) (rjl)",AUD,FLAC 24,
"10-8-2023 / Indio, CA / Empire Polo Grounds - Power Trip Festival (AT853s) (zeegrizzle)",AUD,FLAC 24,
"10-8-2023 / Indio, CA / Empire Polo Grounds - Power Trip Festival (SP-CMC-4U) (ijwthstd)",AUD,FLAC,
"10-11-2023 / Salt Lake City, UT / Delta Center (iPhone12) (ohautoparts)",AUD,FLAC 24,
"10-17-2023 / Eugene, OR / Matthew Knight Arena (Galaxy S10) (aphex0) ",AUD,FLAC 24,
"10-19-2023 / Portland, OR / Moda Center (Sennheiser Ambeo) (grizzly adams)",AUD,FLAC,
"10-20-2023 / Tacoma, WA / Tacoma Dome - WAV(M) (Tascam DR-08) (mike ziegler)",AUD,FLAC,
"10-22-2023 / Kelowna, BC / Prospera Place (leifh) ",IEM,FLAC,
"10-23-2023 / Vancouver, BC / Rogers Arena (SP-CMC-8 + Ambeo) (chris bold + leifh)",MIX,FLAC 24,
"11-1-2023 / Milwaukee, WI / Fiserv Forum (Schoeps MK4s) (tapeworm48)",AUD,FLAC,
"11-3-2023 / Knoxville, TN / Thomson-Boling Arena (DPA 4061s) (geordy)",AUD,FLAC 24,
"11-4-2023 / Charleston, WV / Charleston Civic Center (iPhone 14 Max) (robert) ",AUD,MP3,
"11-7-2023 / Allentown, PA / PPL Center (iPhone 14 Max) (robert)",AUD,FLAC,
"11-10-2023 / Uncasville, CT / Mohegan Sun Arena (iPhone 14 Max) (robert)",AUD,FLAC,
