Guster,Versions,File Type
"9-27-2003 / Philadelphia, PA / Festival Pier - Penn's Landing (SR-77s) (dave thoma)",AUD,SHN
"9-28-2003 / Lewiston, ME / Bates College - Clifton Daggett Gray Athletic Building (KM-150) (gary comley)",AUD,SHN
"9-28-2003 / Lewiston, ME / Bates College - Gray Cage (KM201s) (dave mallick)",AUD,SHN
"10-3-2003 /  Nashville, TN / Ryman Auditorium (MD) (unk)",AUD,SHN
"10-7-2003 / New Orleans, LA / Tulane University - McAlister Auditorium (SP-CMC-2) (will hennegan)",AUD,SHN
"10-9-2003 / Lake Buena Vista, FL / House of Blues (CCM4V) (paul chrostowski)",AUD,SHN
"10-11-2003 / St. Petersburg, FL / Jannus Landing (CCM4V) (paul chrostowski)",AUD,SHN
"10-24-2003 / Chicago, IL / Aragon Ballroom (MD)",AUD,SHN
"10-30-2003 / Durham, NH / University of NH - Whittemore Center (KM201s) (dave mallick)",AUD,SHN
"10-31-2003 / Washington, D.C. / 930 Club (KM201s) (dave mallick)",AUD,SHN
"11-1-2003 / Washington, D.C. / 930 Club (MBHO 603a/KA200n)",AUD,FLAC
"11-2-2003 / Allston, MA / Harvard University - Gordon Gymnasium (KM201s) (dave mallick)",AUD,FLAC
"11-9-2003 / Tempe, AZ / Marquee Theatre (Nak CM101) (tom m.)",AUD,FLAC
"11-13-2003 / Eugene, OR / CD World (MK-012s) (adam crowthers)",AUD,SHN
"11-13-2003 / Eugene, OR / McDonald Theatre (MK-012s) (adam crowthers)",AUD,SHN
"11-15-2003 / Portland, OR / Roseland Theatre (MK-012s) (adam crowthers) ",AUD,SHN
"11-16-2003 / Seattle, WA / Moore Theatre (KM140s) (mike vernal) ",AUD,SHN
"11-16-2003 / Seattle, WA / Moore Theatre (MK-012s) (adam crowthers)",AUD,SHN
"12-7-2003 / St. Louis, MO / The Pageant Theatre (CSC) (shane e. calhoon)",AUD,SHN
"12-10-2003 / Indianapolis, IN / Murat Theater (CK63) (jon ice)",AUD,SHN
"12-12-2003 / Hartford, CT / Bushnell Hall - WTIC 96.5 FM All Star Christmas(Sony C-3002) (kingjeff)",AUD,SHN
"12-12-2003 / Hartford, CT / The Bushnell Center for the Performing Arts (AT803bs) (dave mallick)",AUD,SHN
"12-12-2003 / Hartford, CT - WTIC Acoustic Cafe",FM,FLAC
"12-13-2003 / Sayreville, NJ / Starland Ballroom (KM201s) (dave mallick)",AUD,SHN
"12-16-2003 / Boston, MA / Orpheum Theatre - Mix 98.5 Holiday Hoedown (AT803bs) (dave mallick)",AUD,SHN
"12-19-2003a / Portland, ME / WCLZ - Studio Z",FM,FLAC
"12-19-2003 / Portland, ME / State Theatre (KM201s) (dave mallick)",AUD,SHN
"12-20-2003 / Portland, ME / State Theatre (KM201s) (dave mallick)",AUD,SHN
"12-31-2003 / Chicago, IL / House of Blues (KM201s) (dave mallick)",AUD,SHN
,,
[2004],,
"2-19-2004 / Northampton, MA / Calvin Theatre and Performing Arts Center (KM201s) (dave mallick)",AUD,SHN
"2-20-2004 / Worcester, MA / Plourde Recreation Center (KM201s) (dave mallick)",AUD,SHN
"2-22-2004 / Charleston, WV / Mountain Stage (Radio Webcast) (bret s.)",WEB,SHN
"2-27-2004 / St. Louis, MO / The Pageant Theatre (CSC) (shane e. calhoon)",AUD,SHN
"2-27-2004 / St. Louis, MO / The Pageant Theatre (Earthworks SR77) (joe shambro)",AUD,SHN
"2-28-2004 / Kansas City, MO / Uptown Theatre (AKG-C-2000B)",AUD,SHN
"2-28-2004 / Kansas City, MO / Uptown Theatre (AT853) (ryan hoyt)",AUD,SHN
"3-1-2004 / Blacksburg, VA / Burruss Hall Auditorium - Virginia Tech (Octave MC012s) (john kelly)",AUD,SHN
"3-11-2004 / Morgantown, WV / WVU Coliseum (MKH-800s) (ian white)",AUD,SHN
"3-12-2004 / Louisville, KY / Max and Erma's (Early Show) Freedom Hall (Late Show) (CK63) (jon ice)",AUD,SHN
"3-18-2004 / Troy, NY / Houston Field House - Rensselaer Polytechnic Institute (KM201s) (dave mallick)",AUD,SHN
"3-18-2004 / Troy, NY / RPI Field House (AT853s) (david jeffers)",AUD,SHN
"3-20-2004 / Providence, RI / Dunkin' Donuts Center (CSC) (unk)",AUD,SHN
"3-26-2004 / St. Paul, MN / Xcel Energy Center (AT933) (jason glynn)",AUD,SHN
"3-27-2004 / Kenosha, WI / Tarble Atheletic and Recreation Center - Carthage College (Giant Squids) (connor cronk)",AUD,FLAC
"3-27-2004 / Kenosha, WI / Tarble Athletic and Recreation Center (AKG CK93) (allan short)",AUD,FLAC
"4-7-2004 / Lowell, MA / Paul Tsongas Arena (Sony ECM-719) (kingjeff42)",AUD,FLAC
"4-23-2004 / Richmond, VA / University of Richmond Robins Center (SP-CMC-2) (melissa bollbach)",AUD,SHN
"4-24-2004 / Baltimore, MD / JHU Gymnasium (M210s) (dave thoma)",AUD,SHN
"4-25-2004 / Newport, RI / Rodgers Recreation Center - Salve Regina University (KM201s) (dave mallick) ",AUD,SHN
"5-1-2004 / Rochester, NY / Fank Ritter Ice Arena - Rochester Institute of Technology (KM201s) (dave mallick)",AUD,SHN
"6-15-2004 / Lake Buena Vista, FL / House of Blues (CCM4V) (paul chrostowski)",AUD,SHN
"6-23-2004 / St. Louis, MO / The Fox Theatre (CSC) (shane e. calhoon)",AUD,SHN
"6-29-2004 / Vienna, VA / Filene Center - Wolf Trap (MBHO 603A/KA200N) (unk)",AUD,FLAC
"6-29-2004 / Vienna, VA / Wolf Trap (CSC) (van0rnum)",AUD,SHN
"6-29-2004 / Vienna, VA / Wolf Trap (DPA 4021s) (matt denardo)",AUD,FLAC
"7-1-2004 / Gilford, NH / Meadowbrook Musical Arts Center (AT803bs) (dave mallick) ",AUD,SHN
"7-3-2004 / Buffalo, NY / Niagara Square (CSB) (daniel godwin)",AUD,SHN
"7-5-2004 / Sayreville, NJ / Starland Ballroom (SP-CMC-8) (rider)",AUD,SHN
"7-8-2004 / Boston, MA / FleetBoston Pavilion (AT803bs) (dave mallick)",AUD,SHN
"7-10-2004 / Wallingford, CT / Oakdale Theatre (AT803bs) (dave mallick)",AUD,SHN
"7-10-2004 / Wallingford, CT / Oakdale Theatre (DSM-6S) (david jeffers)",AUD,FLAC
"7-11-2004 / Boston, MA / FleetBoston Pavilion (AT803bs) (dave mallick)",AUD,SHN
"7-13-2004 / New York, NY / Central Park Summerstage (KM201s) (dave mallick)",AUD,SHN
"7-13-2004 / New York, NY / Central Park Summerstage (DPA 4060s) (jason reiser)",AUD,FLAC
"8-7-2004 / East Troy, WI / Alpine Valley (Aud Mics) (kurt osterkorn) ",AUD,FLAC
"8-8-2004 / East Troy, WI / Alpine Valley (Aud Mics) (kurt osterkorn) ",AUD,FLAC
"8-25-2004 / Redmond, WA / Marymoor Amphitheater (AT ES943s) (coach k)",AUD,FLAC
"8-25-2004 / Redmond, WA / Marymoor Amphitheatre (Gefell M300s) (adam crowthers)",AUD,
,,
[2005],,
"4-15-2005 / Delaware, OH / Ohio Wesleyan University - Gordon Field House (Oktava MC012a) (jonathan reckers)",AUD,FLAC
"4-24-2005 / Peoria, IL / Bradley University - Robertson Memorial Fieldhouse (Sony TCM-S67V) (vanessa thomas)",AUD,FLAC
"5-5-2005 / Boston, MA / Boston College - Modstock - Mod Parking Lot (KM201s) (dave mallick)",AUD,FLAC
"5-11-2005 / Quincy, MA / Waterworks (KM201s) (dave mallick)",AUD,FLAC
"6-22-2005 / Boston, MA / Symphony Hall - Pops on the Edge (AT803bs) (dave mallick)",AUD,FLAC
"6-23-2005 / Boston, MA / Symphony Hall - Pops on the Edge (AT803bs) (dave mallick)",AUD,FLAC
"6-25-2005 / Newport, RI / Sunset Music Festival - Newport Yachting Center (KM201s) (dave mallick)",AUD,FLAC
"10-31-2005 / Columbia, MO / The Blue Note (Studio Projects C-4) (brian price)",AUD,FLAC
"11-11-2005 / Hampton Beach, NH / Hampton Beach Casino Ballroom (KM201s) (dave mallick)",AUD,FLAC
"11-12-2005 / Providence, RI / Lupo's at the Strand (KM201s) (dave mallick)",AUD,FLAC
"11-18-2005 / New York, NY / Nokia Theatre (KM201s) (dave mallick)",AUD,FLAC
"11-18-2005 / New York, NY / Nokia Theatre (Neumann TLM-170R) (jason reiser)",AUD,FLAC
"11-18-2005 / New York, NY / Nokia Theatre (Schoeps MK4) (jason reiser)",AUD,FLAC
"11-19-2005 / New York, NY / Nokia Theatre (KM201s) (dave mallick)",AUD,FLAC
,,
[2006],,
"3-24-2006 / West Hollywood, CA / The Roxy (AT803b) (dave mallick)",AUD,FLAC
"3-25-2006 / West Hollywood, CA / The Roxy (AT803bs) (dave mallick)",AUD,FLAC
"3-28-2006 / Portland, OR / Roseland Theater (AT831) (josh petersen)",AUD,FLAC
"3-29-2006 / Tacoma, WA / University of Puget Sound Fieldhouse (Gefell M300s) (adam crowthers) ",AUD,FLAC 24
"4-10-2006 / Chicago, IL / Cubby Bear (AKG 480) (matt hedegard)",AUD,FLAC
"4-10-2006 / Chicago, IL / Cubby Bear Lounge (AT853s) (brian emerick)",AUD,FLAC
"4-11-2006 / Chicago, IL / Joseph J. Gentile Center - Loyola University (AKG480) (matt hedegard)",AUD,FLAC
"4-15-2006 / Geneseo, NY / SUNY-Geneseo at Merritt Athletic Center (Schoeps MK4) (daniel godwin)",AUD,FLAC 24
"4-20-2006 / New York, NY / Madison Square Garden - The Jammys (CM300) (unk)",AUD,FLAC
"4-21-2006 / New York, NY / Hiro Ballroom (Schoeps MK21) (jason reiser)",AUD,FLAC
"4-21-2006 / New York, NY / Maritime Hotel - Hiro Ballroom (DPA 4011) (christopher jones)",AUD,FLAC
"4-27-2006 / Selinsgrove, PA / Susquehanna University - Weber Chapel Auditorium (SP-C4s) (chris howell)",AUD,FLAC
"4-29-2006 / Medford, MA / Tufts University (Early Show) (KM201s) (dave mallick)",AUD,FLAC
"4-29-2006 / Amherst, MA / Amherst College - LeFrank Gymnasium (Late Show) (KM201s) (dave mallick)",AUD,FLAC
"4-30-2006 / Hartford, CT / Science Quad - Trinity College (KM201s) (dave mallick)",AUD,FLAC
"5-2-2006 / Worcester, MA / College of the Holy Cross - Hart Center (KM201s) (dave mallick)",AUD,FLAC
"5-4-2006 / Fitchburg, MA / Fitchburg State College (Fostex DAT) (matt n.)",AUD,FLAC
"6-19-2006 / Boston, MA / 92.9 WBOS - Studio 7",FM,FLAC
"6-19-2006 / Boston, MA / Boston Harbor Cruise (AT803bs) (dave mallick)",AUD,FLAC
"6-20-2006 / Boston, MA / Newbury Comics (Sony ECM-719)",AUD,FLAC
"6-20-2006 / Charleston, MA / Tavern on the Water (AT803bs) (dave mallick)",AUD,FLAC
"6-20-2006 / Boston, MA / Paradise Lounge (AT803bs) (dave mallick)",AUD,FLAC
"6-20-2006 / Charlestown, MA / Tavern On The Water (ECM-719)",AUD,FLAC
"6-21-2006 / Portland, ME / WCLZ-FM (Webstream) (dave mallick)",WEB,FLAC
"6-21-2006 / Scarborough, ME / Bull Moose Music (AT803bs) (dave mallick) ",AUD,FLAC
"6-22-2006 / Philadelphia, PA / WXPN-FM Studios - World Live Cafe (Webstream) (dave mallick)",WEB,FLAC
"6-22-2006 / Providence, RI / Station Park (KM201s) (dave mallick)",AUD,FLAC
"6-23-2006 / Philadelphia, PA / Tower Records (Broad Street) (AT803bs) (dave mallick)",AUD,FLAC
"6-30-2006 / Santa Monica, CA / Live In-studio KCRW",FM,FLAC
"6-30-2006 / Santa Monica, CA / Morning Becomes Eclectic - KCRW Webstream (dave mallick)",WEB,FLAC
"7-11-2006 / Baltimore, MD / Pier Six Pavilion (SPC4s) (timothy brown) ",AUD,FLAC
"7-14-2006 / Wallingford, CT / The Venue Formerly Known as the Oakdale Theatre (KM201s) (dave mallick)",AUD,FLAC
"7-17-2006 / Myrtle Beach, SC / House of Blues (AKG 1000s) (jon galante)",AUD,FLAC
"7-28-2006 / Chicago, IL / Charter One Pavilion at Northerly Island (AKG 480/CK63) (crumbo)",AUD,FLAC
"7-28-2006 / Chicago, IL / Charter One Pavilion at Northerly Island (Earthworks SR77) (scuba jeremy)",AUD,FLAC 24
"8-8-2006 / Toledo, OH / Toledo Zoo (AKG CK63) (john wilson)",AUD,FLAC
"8-9-2006 / Rochester, NY / High Falls Festival Site (Schoeps MK4) (daniel godwin)",AUD,FLAC 24
"8-11-2006 / Boston, MA / The Venue Formerly Known As Harborlights (KM201s) (dave mallick)",AUD,FLAC
"8-12-2006 / Boston, MA / The Venue Formerly Known As Harborlights (KM201s) (dave mallick)",AUD,FLAC
"8-17-2006 / Saratoga Springs, NY / Saratoga Performing Arts Center (SMK-H8K/Us) (david jeffers)",AUD,FLAC
"8-19-2006 / Portland, ME / Cumberland County Civic Center (KM201s) (dave mallick)",AUD,FLAC
"9-15-2006 / Austin, TX / Austin City Limits Festical - AMD Stage (Schoeps MK4)",AUD,FLAC
"9-22-2006 / Kansas City, MO / The Beaumont Club (MBHO 603/KA200N) (brian)",AUD,FLAC
"9-28-2006 / San Diego, CA / SDSU Open Air Theater (AT831) (tyler huff)",AUD,FLAC
"11-15-2006 / Geneva, NY / The Smith Opera House (Schoeps MK4) (daniel godwin) ",AUD,FLAC 24
"12-8-2006 / Boston, MA / Borders (Sony ECM-719) (kingjeff)",AUD,FLAC
"12-12-2006 / Hartford, CT / Hartford Civic Center - 96.5 TIC's All Star Christmas (Sony ECM-719) (ed rooney)",AUD,FLAC
,,
[2007],,
"1-17-2007 / Miami, FL / Ships and Dip Cruise - Follies (Sony ECM-719) (unk) ",AUD,FLAC
"1-18-2007 / Miami, FL / Ships and Dip Cruise - Lido Deck (Sony ECM-719) (unk)",AUD,FLAC
"2-23-2007 / St. Louis, MO / The Pageant Theatre (SP C4) (shane e. calhoon)",AUD,SHN
2-26-2007 / Toronto Ontario / Phoenix Concert Theatre (AKG 463) (dave caley),AUD,FLAC
"2-28-2007 / Washington, D.C. / 930 Club (SPC4s) (chris howell)",AUD,FLAC
"3-1-2007 / Washington, D.C. / 930 Club (Neumann AK40) (chris howell)",AUD,FLAC
"3-2-2007 / Providence, RI / Lupo's at the Strand (KM201s) (dave mallick)",AUD,FLAC
"4-2-2007 / Lawrence, KS / Liberty Hall (MBHO 603/KA200N) (brian price)",AUD,FLAC
"4-6-2007 / Austin, TX / Stubb's BBQ (Beyerdynamic MC930) (rick bendes)",AUD,FLAC
"4-14-2007 / New York, NY / Beacon Theater (DPA 4021s) (ericv)",AUD,FLAC
"4-14-2007 / New York, NY / Beacon Theatre (KM201s) (dave mallick)",AUD,FLAC
"4-18-2007 / Hampton Beach, NH / Casino Ballroom (KM201s) (dave mallick)",AUD,FLAC
"4-19-2007 / Boston, MA / The Roxy (KM201s) (dave mallick)",AUD,FLAC
"4-20-2007 / Boston, MA / Opera House (KM201s) (dave mallick)",AUD,FLAC
"4-21-2007 / Boston, MA / Opera House (KM201s) (dave mallick)",AUD,FLAC
"5-26-2007 / Boston, MA / DCR Hatch Shell Memorial Shell (KM201s) (dave mallick)",AUD,FLAC
"5-26-2007 / Boston, MA / Earthfest at the Hatch Shell (Sony ECM-719) (unk)",AUD,FLAC
"6-22-2007 / Telluride, CO / Town Park - Telluride Bluegrass Festival (Marshall 2003s) (unk)",AUD,FLAC
"7-8-2007 / Bridgeview, IL / Toyota Park (Giant Squid Audio Omni's) (mike peters)",AUD,FLAC
"7-8-2007 / Bridgeview, IL / Toyota Park (Sennheiser MKH-800s) (timothy brown)",AUD,FLAC
"7-28-2007 / Florence, MA / The Pines Theatre at Look Park (Sony ECM-719) (brian h.)",AUD,FLAC
"9-7-2007 / Providence, RI / Providence Piers (AT803bs) (ken parry)",AUD,FLAC
"9-8-2007 / Boston, MA / Bank of America Pavilion - WFNX DisOrientation 2007 (Sony ECM-719) (unk)",AUD,FLAC
"9-8-2007 / Boston, MA / The Venue Formerly Known As Harborlights (AT803bs) (ken parry)",AUD,FLAC
"9-9-2007 / New York, NY / Randall's Island - Farm Aid 2007 (DPA 4061) (fz)",AUD,FLAC
"10-5-2007 / Rochester, NY / University of Rochester - Goergen Atheletic Center Beyer Dynamic MC 930) (dgodwin) ",AUD,FLAC 24
"10-6-2007 / Burlington, VT / University of Vermont - Patrick Gymnasium (Audix m1290) (jason johnson)",AUD,FLAC
,,
[2008],,
"1-28-2008 / Miami, FL / Ships & Dip III - Carnival Victory (AT803bs) (bunnie lebowski)",AUD,FLAC
"1-30-2008a / Miami, FL - Ships & Dip III / Carnival Victory (Soundcheck) (AT803bs) (bunnie lebowski)",AUD,FLAC
"1-30-2008 / Miami, FL / Caribbean Sea - Caribbean Lounge - Carnival Victory (Sony ECM-719) (kingjeff)",AUD,FLAC
"1-31-2008 / Miami, FL / Ships & Dip III - Carnival Victory - Fan Show (AT803bs) (bunnie lebowski)",AUD,FLAC
,,
[2009],,
"3-11-2009 / New York, NY / Carnegie Hall - R.E.M. Tribute Concert (Belkin TuneTalk) (unk)",AUD,FLAC
"4-4-2009 / Boston, MA / Matthew Arena (T-mic) (dave mallick)",AUD,FLAC
"4-7-2009 / Worcester, MA / Kneller Athletic Center - Clark University (KM201s) (dave mallick) ",AUD,FLAC
"4-16-2009 / Durham, NH / Whittemore Center Arena (KM201s) (dave mallick)",AUD,FLAC
"5-2-2009 / Reading, PA / Sovereign Performing Arts Center (KM201s) (dave mallick)",AUD,FLAC
"6-20-2009 / Atlanta, GA / Candler Park (DPA 4023) (jeff brock)",AUD,FLAC
"6-20-2009 / Atlanta, GA / Midsummer Music Festival - Candler Park (Beyerdynamic MC930) (todd fleisher)",AUD,FLAC 24
"7-4-2009 / Chicago, IL / Petrillo Band Shell - Grant Park (WXRT Free Fourth of July Concert) (93.1) ",FM,FLAC
"7-4-2009 / Chicago, IL / Petrillo Music Shell ",FM,FLAC
"7-25-2009 / Bridgeport, CT / Seaside Park (Gefell M200s) (keith)",AUD,FLAC
"7-25-2009 / Bridgeport, CT / Seaside Park (Neumann TLM-170R) (r. mckinney)",AUD,FLAC
"7-25-2009 / Bridgeport, CT / Seaside Park (Schoeps MK41) (andy murray)",AUD,FLAC 24
"7-26-2009 / Camden, NJ / XPoNential Festival - Wiggins Park (Aiwa CX-NAJ50U)",FM,FLAC
"7-26-2009 / Camden, NJ / XPoNential Festival - Wiggins Park (T-mic) (dave mallick)",AUD,FLAC
"7-31-2009 / St. Louis, MO / Live on the Levee - Gateway Arch (SPC4) (shane e. calhoon)",AUD,FLAC
"8-7-2009 / Newport, RI / Newport Yachting Center (KM150s) (dave mallick)",AUD,FLAC
"8-8-2009 / Portland, ME / Maine State Pier - Batstock Music Festival (KM150s) (dave mallick)",AUD,FLAC
"10-28-2009 / Charlotte, NC / The Neighborhood Theatre (Busman BSC-1) (unk)",AUD,FLAC
"10-28-2009 / Charlotte, NC / The Neighborhood Theatre (Zoom X/Y Mics) (chris)",AUD,FLAC
"10-29-2009 / Washington, DC / 930 Club (KM201s) (dave mallick)",AUD,FLAC 24
"10-30-2009 / Washington, DC / 930 Club (AT853s) (ian white)",AUD,FLAC
"10-30-2009 / Washington, DC / 930 Club (Neumann KM150s) (dave mallick)",AUD,FLAC 24
"10-31-2009 / Boston, MA / Orpheum Theatre (Neumann KM150s) (dave mallick)",AUD,FLAC 24
"11-6-2009 / Rochester, NY / Main Street Armory (Beyerdynamic MC 930s) (daniel)",AUD,FLAC
"11-7-2009 / South Burlington, VT / Higher Ground (KM150s) (dave mallick)",AUD,FLAC 24
"11-28-2009 / New York, NY / Beacon Theatre (KM201s) (dave mallick)",AUD,FLAC 24
"12-1-2009 / New York, NY / East Village Radio Studios (Steve Lillywhite and Ryan Miller) (East Village Radio Webcast)",WEB,FLAC
,,
[2010],,
"4-14-2010 / Worcester, MA / Hanover Theater (KM201s) (dave mallick) ",AUD,FLAC 24
"4-14-2010 / Worcester, MA / Hanover Theater (Sony ECM-719) (unk)",AUD,FLAC
"4-14-2010 / Worcester, MA / Hanover Theatre (KM201s) (dave mallick)",AUD,FLAC 24
"7-31-2010 / Gilford, NH / Meadowbrook Musical Arts Center (T-mic) (dave mallick)",AUD,FLAC
"8-1-2010 / Uncasville, CT / Mohegan Sun Arena (T-mic) (dave mallick) ",AUD,FLAC
"9-12-2010 / Canton, MA / Life Is Good Festival (AKG 393) (vanark)",AUD,FLAC
"9-12-2010 / Canton, MA / Life is Good Festival (Sony ECM-719) (kingjeff)",AUD,FLAC
"9-12-2010 / Canton, MA / Prowse Farm - Life is Good Festival (Gefell M200s) (jason adler)",AUD,FLAC
"9-29-2010 / San Diego, CA / Inspiration Hornblower Boat (Edirol R-09)",AUD,FLAC
"10-6-2010 / Boston, MA / Royale - Red Room WXRV-FM's 15th Anniversary Party (KM201s) (dave mallick)",AUD,FLAC 24
"10-9-2010 / St. Louis, MO / The Pageant Theatre (SPC4) (shane e. calhoon)",AUD,FLAC
"10-13-2010 / Kansas City, MO / The Beaumont Club (MBHO KA200N/MB603) (brian price)",AUD,FLAC
"10-22-2010 / Philadelphia, PA / The Electric Factory (AKG463) (jeff prater)",AUD,FLAC
"10-27-2010 / Portland, ME / State Theatre (KM201s) (dave mallick)",AUD,FLAC 24
"10-29-2010 / New York, NY / Beacon Theatre (Gefell M210s) (jon pasternak)",AUD,FLAC
"10-30-2010 / Providence, RI / Lupo's at the Stand (KM201s) (dave mallick) ",AUD,FLAC 24
"10-31-2010 / Boston, MA / Hard Rock Cafe - Mix 104.1 Boo Bash (KM201s) (dave mallick)",AUD,FLAC 24
"12-5-2010 / Worcester, MA / Mechanics Hall - WXLO Acoustic Xmas (ECM-719) (kingjeff)",AUD,FLAC
,,
[2011],,
"1-27-2011 / Des Moines, IA / Hoyt Sherman Place (Zoom H2) (unk)",AUD,MP3
"1-29-2011 / Chicago, IL / Riviera Theatre (SP-CMC-4) (will harrelson)",AUD,FLAC
"2-5-2011 / Orlando, FL / House of Blues (Sony ECM-719) (unk)",AUD,FLAC
"2-6-2011 / Miami, FL / Norwegian Dawn - Ships & Dip 4 Cruise (Zoom H1) (acady)",AUD,FLAC
"2-7-2011 / Miami, FL / Ships & Dip - Norwegian Dawn - Spinnaker Lounge (Zoom H1) (acady)",AUD,FLAC
"2-8-2011 / Miami, FL / Norwegian Dawn - Ships & Dip 4 (Sony ECM-719) (unk)",AUD,FLAC
"2-8-2011 / Miami, FL / Norwegian Dawn - Ships & Dip 4 Cruise (Zoom H1) (acady)",AUD,FLAC
"2-25-2011 / New York, NY / Grace Rainey Roges Auditorium - Metropolitan Museum of Art (Zoom H4) (ken parry)",AUD,FLAC
"3-21-2011 / New York, NY / Irving Plaza (Gefell M210s) (jon pasternak)",AUD,FLAC
"3-21-2011 / New York, NY / Irving Plaza (TLM-170) (scott bernstein)",AUD,FLAC
"3-31-2011 / Toronto, Ontario / The Phoenix (Busman BCS1) (chris)",AUD,FLAC
"4-7-2011 / Austin, TX / KGSR Music Lounge (KGSR Webcast) (ken parry)",WEB,FLAC
"4-8-2011 / Dallas, TX / House of Blues (Scheops CCM41) (unk)",AUD,FLAC
"5-2-2011 / Buffalo, NY / Town Ballroom (Schoeps MK4) (izaak micah)",AUD,FLAC 24
"5-5-2011 / New Haven, CT / Toad's Place (DPA 4022) (james bonaiuto)",AUD,FLAC 24
"5-5-2011 / New Haven, CT / Toad's Place (Sony ECM-719) (brian h)",AUD,FLAC
"5-6-2011 / Hampton Beach, NH / Hampton Beach Casino (KM201s) (dave mallick)",AUD,FLAC
"5-7-2011 / Boston, MA / House of Blues (KM201s) (dave mallick)",AUD,FLAC
"6-25-2011 / Atlantic City, NJ / Bader Field (DPA 4015-TL) (christopher jones)",AUD,FLAC
"8-2-2011 / Hyannis, MA / Cape Cod Melody Tent (KM201s) (dave mallick) ",AUD,FLAC 24
"8-3-2011 / Danbury, CT / Ives Concert Park (KM201s) (dave mallick) ",AUD,FLAC 24
"8-4-2011 / Newport, RI / Newport Yachting Center (KM201s) (dave mallick) ",AUD,FLAC 24
"8-6-2011 / Portland, ME / State Theatre (KM201s) (dave mallick)",AUD,FLAC 24
"8-8-2011 / New York, NY / Central Park Summerstage (Gefell M210s) (jon pasternak)",AUD,FLAC
"8-8-2011 / New York, NY / Central Park Summerstage (KM201s) (dave mallick)",AUD,FLAC 24
"8-9-2011 / Asbury Park, NJ / Stone Pony Summer Stage (KM201s) (dave mallick)",AUD,FLAC 24
"8-12-2011 / Boston, MA / The Venue Formerly Known as Harborlights (KM201s) (dave mallick)",AUD,FLAC 24
"9-2-2011 / Interlochen, MI / Kresge Auditorium (SP-BMC-2) (josh prins)",AUD,FLAC 24
"9-22-2011 / Chicago, IL / Montrose Beach - The Dock (MC012) (scuba)",AUD,FLAC 24
"9-24-2011 / Waltham, MA / Shapiro Gym - Brandeis University (KM201s) (dave mallick)",AUD,FLAC 24
"11-25-2011 / Montclair, NJ / Wellmont Theatre (Gefell M210s) (jon pasternak)",AUD,FLAC
"11-25-2011 / Montclair, NJ / Wellmont Theatre (KM201s) (dave mallick)",AUD,FLAC 24
"11-26-2011 / Montclair, NJ / Wellmont Theatre (KM201s) (dave mallick)",AUD,FLAC 24
,,
[2012],,
"3-8-2012 / Denver, CO / Boettcher Concert Hall (SP-BMC-2) (beth prins)",AUD,FLAC 24
"3-25-2012 / Ludlow, VT / The Ice House at Jackson Gore - Okemo Ski Resort (Sony ECM-719) (ed rooney)",AUD,FLAC  
"3-30-2012 / Martinsville, NJ / Hauser Auditorium - Pingry School (CM700s) (jon pasternak)",AUD,FLAC
"4-4-2012 / St. Louis, MO / The Sheldon Concert Hall (Tascam DR-07) (shane e. calhoon)",AUD,FLAC
"4-5-2012 / Chicago, IL / Vic Theatre (Zoom H1) (acady)",AUD,FLAC
"4-5-2012 / Chicago, IL / Yak-Zies Bar & Grill (Wrigleyville) - WXRT Webstream (beth prins)",WEB,FLAC
"4-5-2012 / Chicago, IL / Vic Theatre (CA-14s) (brian emerick)",AUD,FLAC 24
"4-7-2012 / Milwaukee, WI / Pabst Theater (SP-BMC-2) (josh prins) ",AUD,FLAC 24
"4-18-2012 / Washington, DC / Lincoln Theatre (M-Audio T-mic) (robert ruszczyk)",AUD,FLAC
"4-19-2012 / Tarrytown, NY / Tarrytown Music Hall (Zoom H2) (ken parry)",AUD,FLAC
"4-19-2012 / Tarrytown, NY / Tarrytown Music Hall (DPA 4021s) (eric vandercar)",AUD,FLAC 24
"4-20-2012 / Boston, MA / Paramount Theater (Evening show) (SP-CMC-2) (unk)",AUD,FLAC
"4-20-2012 / Boston, MA / Paramount Theatre (KM201s) (dave mallick)",AUD,FLAC 24
"4-21-2012 / Boston, MA / Paramount Theater (Evening show) (SP-CMC-2) (unk)",AUD,FLAC
"4-21-2012 / Boston, MA / Paramount Theatre (Evening show) (KM201s) (dave mallick)",AUD,FLAC 24
"4-21-2012 / Boston, MA / Paramount Theatre (Matinee) (KM201s) (dave mallick)",AUD,FLAC 24
"4-21-2012 / Boston, MA / Paramount Theatre at Emerson College (ECM-719) (brian)",AUD,FLAC
,,
[2013],,
"1-17-2013 / Northampton, MA / Calvin Theater (SP-CMC-2) (unk)",AUD,FLAC
"1-17-2013 / Northampton, MA / Calvin Theatre (ECM-719) (brian)",AUD,FLAC
"1-18-2013 / Port Chester, NY / Capitol Theatre (CSB) (jeffrey houser)",AUD,FLAC
"1-19-2013 / Portsmouth, NH / The Music Hall (KM201s) (dave mallick)",AUD,FLAC 24
"5-30-2013 / Pittsburgh, PA / 91.3 WYEP",WEB,FLAC
"6-8-2013 / Mansfield, MA / The Venue formerly known as Great Woods (KM201s) (dave mallick)",AUD,FLAC 24
"6-17-2013 / Grand Prairie, TX / Verizon Theater (SP-CMC-08s) (whotapes)",AUD,FLAC
"6-24-2013 / Los Angeles, CA / KCSN 88.5",FM,FLAC
