Smashing Pumpkins,Versions,File Type,
"4-4-2003 / Buffalo, NY / Alumni Arena - SUNY (DPA-4022) (smagmapig)",AUD,SHN,
"4-5-2003 / Philadelphia, PA / Electric Factory - Y100 Sonic Sessions (thir13en rematrixed)",FM,FLAC,
"4-5-2003 / Philadelphia, PA / Electric Factory (AKG460+CK61) (unk)",AUD,SHN,
"4-5-2003 / Philadelphia, PA / Electric Factory (DAB) (richard simms)",AUD,FLAC,
"4-7-2003 / Atlanta, GA / The Tabernacle (AKG 483) (wade cooper)",AUD,SHN,
"4-7-2003 / Atlanta, GA / Tree Studio (99x Acoustic) (james wigley)",FM,FLAC,
"4-8-2003 / Orlando, FL / Hard Rock Live - MD(M) (DAC) (travis stalnaker)",AUD,SHN,
"4-8-2003 / Orlando, FL / Hard Rock Live - WAV(M) (MZ-N505) (brian barbour)",AUD,FLAC,
"4-9-2003 / Pompano Beach, FL / Pompano Beach Amphitheatre (MK4V) (yockus)",AUD,SHN,
"4-12-2003 / New York City, NY / Saturday Night Live - NBC Studios (Source 1) (sean bowen)",TV #1,FLAC,
"4-12-2003 / New York City, NY / Saturday Night Live - NBC Studios (Source 2)",TV #2,SHN,
"4-12-2003 / New York City, NY / Saturday Night Live - NBC Studios Beta(M) (unk)",PRO #1b,FLAC,
"4-14-2003 / Houston, TX / Verizon Wireless Theater (DSM-6S) (andrew fogelsong) ",AUD,FLAC,
"4-15-2003 / Dallas, TX / Bronco Bowl (DAB) (ryan fields & matt kessler) (Source 1)",AUD,FLAC,
"4-15-2003 / Dallas, TX / Bronco Bowl, Dallas (CSB) (stephan) (Source 2) ",AUD,FLAC,
"4-17-2003 / Tempe, AZ / Marquee Theatre (DAB) (derrick)",AUD,FLAC,
"4-17-2003 / Tempe, AZ / Marquee Theatre (DSM6P + CSC) (arnold leal)",AUD,FLAC,
"4-18-2003 / Los Angeles, CA / The Wiltern (MC-012) (frank quinto) (Source 1) ",AUD,FLAC,
"4-18-2003 / Los Angeles, CA / The Wiltern (Sony MD MZ-R900) (aaron jones) (Source 2)",AUD,FLAC,
"4-19-2003 / Los Angeles, CA / The Wiltern (Sony MD MZ-R900) (aaron jones)",AUD,SHN,
"4-19-2003 / Los Angeles, CA / The Wiltern - DAT(M) Oktava MC-012) (frank quinto)",AUD #3a,FLAC,
"4-21-2003 / San Diego, CA / RIMAC Arena - UCSD (ECM-737) (mikito)",AUD,FLAC,
"4-21-2003 / La Jolla, CA / RIMAC Arena (DPA 4061) (ed davis) (Source 2)",AUD,FLAC,
"4-22-2003 / San Francisco, CA / Warfield Theater (ECM-MS907) (jonathan monte)",AUD,FLAC,
"4-24-2003 / Portland, OR / Roseland Theater (Sony Stereo Condenser) (david johnson)",AUD,SHN,
"4-25-2003 / Vancouver, BC / Queen Elizabeth Theatre - DAT(M) (OKM-IIr) (unk)",AUD,FLAC,
"5-1-2003 / Iowa City, IA / Iowa Memorial Union Main Lounge (Sony ECM-DS70P) (unk) ",AUD,FLAC,
"5-6-2003 / Chicago, IL / Aragon Ballroom (AT933) (jason glynn)",AUD,SHN,
"5-27-2003 / London, UK / Later With Jools Holland",TV #1,FLAC,
"5-29-2003 / Brussels, Belgium / Ancienne Belgique (CSBmod) (brewer)",AUD,FLAC,
"5-31-2003 / Stockholm, SWE / Sjohistoriska Museet (AT831s) (imre)",AUD,FLAC,
"6-1-2003 / Donington, UK / Donington Park - Download Festival (gordon comstocks)",FM,FLAC,
"6-3-2003 / Amsterdam, The Netherlands / Paradiso (DAB) (melvin wevers)",AUD,FLAC,
"6-5-2003 / Dresden, Germany / Alter Schlachthof - MD(M) (MZR-900) (severin luftensteiner)",AUD,FLAC,
"6-6-2003 / N?rburg, Germany / N?rburgring - Rock am Ring (thir13en remaster)",SBD,FLAC,
"6-6-2003 / N?rburg, Germany / N?rburgring - Rock am Ring *Rock am Ring Festival",PRO,DVD,
"6-6-2003 / Nuremburg, Germany / Nurburgring Rock am Festival (fank pawlik) ",TV #2,FLAC,
"6-9-2003 / Landgraaf, The Netherlands / Pinkpop Festival",FM,FLAC,
"6-9-2003 / Landgraaf, The Netherlands / Pinkpop Festival (thir13en remaster)",FM,FLAC,
"6-13-2003 / Hoffstetten, Austria / Nuke Festival (sebastian boschert)",FM,FLAC,
"6-13-2003 / Hoffstetten, Austria / Nuke Festival (sebastian boschert) (thir13en remaster)",FM,FLAC,
"6-13-2003 / Hoffstetten, Austria / Nuke Festival - Pielachtal (christos e.)",FM #2,FLAC,
,,,
[MISC],,,
Zwan - Mary Star of the Sea Rough Mixes (2002),,FLAC,
Zwan - Album Rough Mixes (Alt. Source),,FLAC,
"Zwan - The Hideout Compilation Vol. 1 (9-9-2002 + 11-4-2002) Chicago, IL / The Hideout",SBD,FLAC,
Zwan - The Hideout (Revisited),AUD,FLAC,
Zwan - The True Poets of Zwan,Silver CD,FLAC,
Zwan - Going to Riverview - The Zwan Anthology (Complilation),,FLAC,
Zwan - Crusaders of Rock,,FLAC,
Zwan - Djali Zwan II,,FLAC,
Zwan - End of Zwan,Silver CD,FLAC,
Zwan - True Poets of Zwan,,FLAC,
Zwan - For Your Love ,Official Release,DVD,
Zwan - For Your Love (DVD Audio Rip),,FLAC,
Zwanthology I - Fall 2001 Club Shows,,FLAC,
Zwanthology II - Winter 2001 Acoustic Shows,,FLAC,
,,,
[SINGLES],,,
"Zwan - Honestly (W600CD, 9362 42609-2) 2003",Official Release,FLAC,
"Zwan - Lyric (093624262428, Reprise Records ? W607CD, Europe 2003)",Official Release,FLAC,
,,,
,,,
,,,
,,,
,,,
,,,
Billy Corgan,,,
Drive - B,,,
,,,
,,,
[1988],,,
XX-XX-1988 / Still Life - Taking the Fall (Billy on bass),,SHN,
,,,
[1991],,,
7-XX-1991 / WXRT / Re-broadcast of interview w/ BC - ANA(M) (rogers),FM,FLAC,
"9-XX-1991 / London, England / Hotel Room (thir13en remaster) FM>ANA(M?)",FM,FLAC,
"9-XX-1991 / London, UK / Hotel Room (andrew fogelsong rip)",FM,FLAC,
,,,
[1993],,,
"11-22-1993 / South Orange, NJ / Seton Hall University - Interview - ANA(1) (rhinowing)",FM,FLAC,
,,,
[1995],,,
XX-XX-1995 / The Guitars That Rule The World - Volume 2: Smell The Fuzz,,SHN,
"10-18-1995 / Chicago, IL / Rock 103.5 Interview (xdx)",FM,FLAC,
,,,
[1996],,,
"1-11-1996 / New York, NY / WHTZ-FM Interview",FM,FLAC,
"1-17-1996 / New York, NY / Waldorf Astoria (Pulse DVD)",SBD,FLAC,
"2-2-1996 / Los Angeles, CA / Capitol Records Interview (early) - ANA(M) (rhinowing)",FM #1,FLAC,
"10-XX-1996 / Philadelphia, PA / WXPN World Cafe (rhinowing)",preFM,FLAC,
,,,
[1997],,,
"2-17-1997 / New York, NY / Carnegie Hall - ANA(1) Asselin) (inc)",AUD,FLAC,
"2-17-1997 / New York, NY / Carnegie Hall (with John Cale and others) - ANA(1) Asselin)",AUD,FLAC,
"3-24-1997 / Chicago, IL / WFLD-TV Studios ",PRO #1b,FLAC,
,,,
[1998],,,
"5-12-1998 / London, UK / BBC Radio 1 Evening Session @ BBC Studios (fares)",FM,FLAC,
"5-18-1998 / Nice, France / OuiFM - ANA(M) (rhinowing)",FM,FLAC,
"8-3-1998 / New York, NY / K-ROCK Studios - Howard Stern - ANA(x) ",FM #1,FLAC,
"8-3-1998 / New York, NY / WNET Studios - Charlie Rose Show (PBS Broadcast) (stumpycat) ",PRO #1,FLAC,
"8-3-1998 / Hollywood, CA - Howard Stern Interview",WEB,MP4,
"11-6-1998 / Los Angeles, CA / CBS Studios - Late Late Show with Tom Snyder (stumpycat)",PRO #1,FLAC,
"12-12-1998 / Los Angeles, CA / Shrine Auditorium ",FM,FLAC,
"12-12-1998 / Los Angeles, CA / Shrine Auditorium",preFM,SHN,
,,,
[1999],,,
XX-XX-1999 / Stigmata Interview (Promo Interview) (DPRO-14384) ,Silver CD,FLAC,
"3-25-1999 / Chicago, IL / The Metro (with Billy Corgan Sr.) (Proshot Video Source)",AUD,FLAC,
,,,
[2000],,,
"1-29-2000 / Los Angeles, CA / Interview (quinto)",preFM,SHN,
"2-9-2000 / San Diego, CA / Tower Records XTRA-FM (91X) (MD) (mike sherk)",FM,SHN,
"2-17-2000 / Atlanta, GA / 99X Tree Studio (preFM>DAT)",preFM,FLAC,
"2-17-2000 / Atlanta, GA / 99X Tree Studio (Original FM Broadcast) (ben jenkins)",FM,FLAC,
"2-17-2000 / Atlanta, GA / Tree Studios (Live X 6 - Walk Unafraid)",FM,FLAC,
"2-17-2000 / Atlanta, GA / Tree Studios (thir13en remaster)",FM,FLAC,
"4-3-2000 / Chicago, IL / Q101 Studios - Mancow's Morning Madhouse (hogfat)",FM,SHN,
"4-13-2000 / Milwuakee, WI / 102.1 Studios - Mancow Show",preFM,FLAC,
"5-10-2000 / Birmingham, AL / Boutwell Auditorium - MD(M) (ECM-717) ",AUD,FLAC,
"5-10-2000 / Birmingham, AL / Boutwell Auditorium (Oade mics) (wes taft)",AUD,FLAC,
"5-22-2000 / Los Angeles, CA / ABC Studios - Politically Incorrect",TV #1,FLAC,
"5-23-2000 / Burbank, CA / KROQ Studios (Interview)",FM #1,MP3,
"10-25-2000 / Helsinki, Finland / Hotel Kamp (Press Conf Interview) - ANA-MD (siamesegod)",preFM,FLAC,
"11-5-2000 / London, UK / Hotel Room Interview (Aiwa CM-DS5) (unk)",UNK,FLAC,
,,,
[2001],,,
"3-22-2001 / Chicago, IL / The Metro (Marianne Faithfull and BC) - DAT(M) (SS-DSM-6S) (tr)",AUD,FLAC,
"6-12-2001 / Chicago, IL / WGN Studios - Bozo the Clown Final Show (jason roth)",FM,FLAC,
,,,
[2002],,,
"3-23-2002 / Chicago, IL / Metro (DDC1) (fares halteh)",AUD,FLAC,
,,,
[2003],,,
"9-17-2003 / Chicago, IL / Rubloff Auditorium (Sony ECM-MS907) (unk)",AUD,FLAC,
"10-15-2003 / Chicago, IL / Wrigley Field (tobin stewart)",TV,FLAC,
,,,
[2004],,,
"4-19-2004 / Chicago, IL / Metro (early show) - DAT(M) (DAB) (quinto)",AUD,FLAC,
"9-19-2004 / Chicago, IL / Metro (late show) (Ludwicki Binaurals) (choobiewoobie)",AUD,FLAC,
"10-17-2004 / Washington, D.C. / 9:30 Club (Sony ECM-717) (spaceyraygun)",AUD #1,FLAC,
"10-19-2004a / Toronto, Ontario / 228 Yonge Street - Edge 102.1 FM (sean bowen)",FM,FLAC,
"10-19-2004 / Toronto, Ontario / Church of the Redeemer - DAT(M) (DPA 4061) (tobin stewart)",AUD,FLAC,
"12-23-2004 / Chicago, IL / WGN (Billy Corgan and Dennis DeYoung)",FM,FLAC,
,,,
[2005],,,
XX-XX-2005 / Unknown Location / The Red Room (Tilt),,FLAC,
"XX-XX-2005 / Toronto, CA /  Weaver Interview",TV,DVD,
4-6-2005 / Showbiz Tonight interview on CNN,TV,FLAC,
"4-23-2005 / Paris, FR / Parvis du Sacre? Coeur (Fan meetup acoustic set)",AUD,FLAC,
"6-1-2005 / Lisboa, Portugal / Aula Magna - MD(M) (Sharp MD-MS702) (z) ",AUD #2,FLAC,
"6-1-2005 / Lisbon, PT / Aula Magna - Hi8(M) (Sony TR2200E) (zaraq)",AUD,DVD,
"6-7-2005 / Brussels, Belgium / PureFM (brewer & ziggy)",FM,FLAC,
"6-8-2005 / Gent, Belgium / Vooruit (CSBmod) (brewer)",AUD,FLAC,
"6-9-2005 / Amsterdam, The Netherlands / Paradiso (DAB) (melvin wevers & sven schlijper)",AUD,FLAC,
"6-10-2005 / Paris, France / La Cigale (OKM-IIr) (frenchy)",AUD,FLAC,
"6-10-2005 / Paris, FR / La Cigale (Sony MD) (edouard) (Source 2)",AUD,FLAC,
"6-11-2005 / Koln, Germany / Music Hall (ECM-DS70P) (torsten nienaber)",AUD,FLAC,
"6-20-2005 / New York City, NY / Late Show With David Letterman - Beta(M)",PRO #1,FLAC,
"6-20-2005 / New York, NY / Late Show With David Letterman (CBS feed)",TV,DVD,
"6-21-2005a / Chicago, IL / WGN Morning News (interview) (RealMedia)",PRO #1,FLAC,
"6-21-2005b / Chicago, IL / Sound Opinions, WXRT Studios (interview) ",WEB,FLAC,
"6-22-2005 / Atlanta, GA / 99x Studios (early) (noah dealeo)",FM,FLAC,
"6-24-2005 / Washington, D.C. / 9:30 Club (ECM-717) (spaceyraygun)",AUD,FLAC,
"6-25-2005 / Philadelphia, PA / Electric Factory (ECM-717) (spaceyraygun)",AUD,FLAC,
"6-28-2005 / New York, NY / Webster Hall - MD(M) (ECM-717) (spaceyraygun)",AUD,FLAC,
"6-30-2005a / Boston, MA / 104.1 WBCN Studios - WAV(M) (Sony Boombox) (puke66)",FM,FLAC,
"6-30-2005 / Boston, MA / Avalon - MD(M) (Radioshack Omnis) (rumbadidoo)",AUD,FLAC,
"7-2-2005 / Toronto, CA / The Carlu (Church Audio B-99) (sliverx) (Source 1)",AUD,FLAC,
"7-2-2005 / Toronto, Ontario / The Carlu - ANA(1) (TCS-35V) (john m.) (Source 2)",AUD,FLAC,
"7-5-2005 / Chicago, IL / Vic Theatre (WXRT Chicago) (teddydunski) (Source 1) ",FM #1,FLAC,
"7-5-2005 / Chicago, IL / Vic Theatre - Radio @ AOL (tony) (thir13en edit)",WEB,FLAC,
"7-5-2005 / Chicago, IL / Vic Theatre (ONXRT) (Source 2)",SBD,FLAC,
"7-7-2005 / St. Louis, MO / The Pageant (CSC) (Sony MZ-RH910) (ryan fisher) (Source 1 ) ",AUD,FLAC,
"7-7-2005 / St. Louis, MO / The Pageant - MiniDV(M) (JVC DVL805)",AUD,DVD,
"7-8-2005 / Dallas, TX / Gypsy Tea Room (Solid State Recorder) (Source 1)",AUD,FLAC,
"7-8-2005 / Dallas, TX / Gypsy Tea Room (Sony D8) (unk)",AUD,FLAC,
"7-13-2005 / Los Angeles, CA / Indie 103.1 FM (Jonesy's Jukebox) (BR-900CD) (xyumachine)",WEB,FLAC,
"7-14-2005 / Burbank, CA / Jay Leno Show - NBC Studios (unk)",PRO #1c,FLAC,
"7-14-2005 / Burbank, CA / Tonight Show with Jay Leno (danger zone)",TV,TS,
"7-28-2005 / Sydney, Australia / The Marquee (Acoustic show) (unk)",AUD,FLAC,
"7-29-2005 / Brisbane, Australia / The Tivoli (inc) (unk)",AUD,FLAC,
"8-4-2005 / Tokyo, Japan / Shibuya Ax (Aiwa Mic) (unk)",AUD,FLAC,
"8-5-2005 / Tokyo, Japan / Shibuya Ax (Sharp MC-TS1) (keita)",AUD,FLAC,
,,,
[2006],,,
"5-18-2006 / West Hollywood, CA / Roxy Theater (with Alice in Chains) (DPA 4061s) (distortion)",AUD,FLAC,
,,,
[2008],,,
"6-28-2008 / Hollywood, CA / Hollywood Bowl - DAT(M) (SS-DSM6) (unk)",AUD #1,FLAC,
"6-28-2008 / Hollywood, CA / Hollywood Bowl (DSM6) (unk) (Source 1)",AUD,FLAC,
"6-28-2008 / Hollywood, CA / Hollywood Bowl (ALD) (benchboy) (Source 2)",IEM,FLAC,
,,,
[2009],,,
"7-24-2009 / Los Angeles, CA / Echoplex (R-09) (unk)",AUD,FLAC,
"8-26-2009 / Visalia, CA / The Cellar Door (DAB) (jjb)",AUD,FLAC,
"8-27-2009a / Santa Barbara, CA / Muddy Waters (Binaural mics) (rob c.) (Billy Corgan and Spirits In the Sky Soundcheck)",AUD,FLAC,
"8-27-2009 / Santa Barbera, CA / Muddy Waters (DAB) (sebastian bach)",AUD,FLAC,
"8-27-2009 / Santa Barbara, CA / Muddy Waters (Sony HDR-FX1) (montelds)",AUD,DVD,
"8-29-2009 / Pioneertown, CA / Pappy & Harriet's Pioneertown Palace (R-09) (rob c.) (Source 1)",AUD,FLAC,
"8-29-2009 / Pioneertown, CA / Pappy & Harriet's (DPA 4061) (ed davis) (Source 2)",AUD,FLAC,
"8-29-2009 / Pioneertown, CA / Pappy & Harriet's (amu1167 author)",AUD,DVD,
"8-30-2009 / La Jolla, CA / Che Cafe (DPA 4021) (ted yun)",MTX,FLAC,
"8-31-2009 / Los Angeles, CA / Hotel Cafe (Binaural mics) (rob c.)",AUD #1,FLAC,
"8-31-2009 / Los Angeles, CA / Hotel Cafe (unk)",AUD,FLAC 24,
"9-16-2009 / Los Angeles, CA / Indie 103.1 FM (Dave Navarro's Dark Matter Show)",FM,MP3,
"11-8-2009 / Los Angeles, CA / Echoplex (Edirol R-09) (rob c.)",AUD,FLAC,
,,,
[2010],,,
2-14-2010 / Interview on Q101 (matt),WEB,FLAC,
"2-14-2010 / Chicago, IL / Q101 - WKQX-FM Studios (Interview) (lucid_interval)",WEB,FLV,
"9-30-2010 / Paris, France / Atout-Livre - VID(M)",AMT #1,DVD,
11-1-2010 / Rockline (matt p),FM,FLAC,
,,,
[2011],,,
"12-10-2011 / Lisbon, Portugal / Le Chat Cafe - Secret Acoustic Show (Multicam)",WEB,DVD,
,,,
[2012],,,
"4-19-2012 / Sydney, AUS - Triple J Studios - MP3(M) (Triple J Webstream) (absof) ",WEB,MP3,
"6-12-2012 / Chicago, IL / Boat on Lake Michigan (HDR-FX1) (smashingpumpkinsuk)",AUD,FLAC,
"6-21-2012 / Sydney, AUS - Triple J Studios - OGG(M) (Triple J Webstream) (absof) ",WEB,OGG,
"7-16-2012 / Austin, TX? / Dennis and Janice Flemion's Home",WEB,FLAC,
"9-13-2012 / Highland Park, IL / Madame Zuzu's Tea House (iPhone 4) (travisbean)",AUD,FLAC,
"9-13-2012 / Highland Park, IL / Madame Zuzu's Tea House (DPA 4061) (lowlight10) (Source 1)",AUD,FLAC,
,,,
[2014],,,
"8-30-2014 / Highland Park, IL / The Pavilion - WAV(M) (DPA4061) (ryan fisher)",AUD #1,FLAC,
"8-30-2014 / Highland Park, IL / The Pavilion (CA-14s) (cabbage) (Source 1)",AUD,FLAC 24,
"8-30-2014 / Highland Park, IL / The Pavilion (Zoom H2) (mosman) (Source 2)",AUD,FLAC 24,
"8-30-2014 / Highland Park, IL / The Pavilion - WAV(M) (MK4s) (tapeworm48)",AUD,FLAC 24,
,,,
[2015],,,
"2-8-2015 / Highland Park, IL / Madame Zuzu's (BC and Joseph Hudson Narrating)",,WEBM,
"10-16-2015 / Washington, DC / DAR Constitution Hall (guest of Roger Waters) (MusiCorps Benefit Concert) (CA-11) (jb)",AUD,FLAC,
"10-16-2015 / Washington, DC / DAR Constitution Hall (guest of Roger Waters) - Mono",AUD,FLAC,
,,,
[2016],,,
"5-13-2016 / Highland Park, IL / Madame Zuzu's - WAV(M) (SLR Camera) (kyle spaceboye)",AUD #1,FLAC  ,
"5-29-2016 / Highland Park, IL / Madame Zuzu's - In Plain Song (BC and Jeff Schroeder) (Tascam DR40) (cabbage)",AUD,FLAC 24,
"11-25-2016 / Highland Park, IL / Madame Zuzu's (Early show) - WAV(M) (Tascam DR-05) (gregorio pulido)",AUD #1,FLAC  ,
,,,
[2017],,,
"10-1-2017 / Berlin, Germany / Schwuz (SPL Crimson) (karstenausndh)",SBD,FLAC,
"10-1-2017 / Berlin, Germany / Schwuz (SPL Crimson) (karstenausndh)",SBD,FLAC,
"10-1-2017 / Berlin, Germany / Schwuz - Berlin Live (indykid) ",PRO #1,FLAC,
"10-1-2017 / Berlin, Germany / Schwuz - Berlin Live (indykid) ",Webcast,M4A,
"10-24-2017 / Chicago, IL / Athenaeum Theatre (iTalk app) (unk)",AUD,FLAC,
"10-25-2017 / Chicago, IL / Athenaeum Theatre - WAV(M) (MK4) (tapeworm48)",AUD,FLAC,
"10-29-2017 / Boulder, CO / Boulder Theater - WAV(M) (Zoom H1) (2ndtheory)",AUD #1,FLAC,
"11-9-2017 / Los Angeles, CA / The Masonic Lodge at Hollywood Forever (DPA 4063) (unk)",AUD,FLAC,
"11-1-2017 / San Francisco, CA / Herbst Theatre (unk)",AUD,M4A LOSSY,
"11-2-2017 / San Francisco, CA / Herbst Theatre (unk)",AUD,M4A LOSSY,
"11-11-2017 / Los Angeles, CA / The Masonic Lodge at Hollywood Forever (DPA 4063) (unk)",AUD,FLAC,
"11-12-2017 / Los Angeles, CA / The Masonic Lodge at Hollywood Forever (DPA 4063) (unk)",AUD,FLAC,
,,,
[2018],,,
"5-3-2018 / Los Angeles, CA / The Late Late Show with James Corden",TV,MP2,
,,,
[2019],,,
"6-22-2019 / Hamburg, Germany / Gruenspan (OKMII) (soeren)",AUD #1,FLAC,
"6-22-2019 / Hamburg, Germany / Gruenspan (Multi-cam Edit) (spaldz)",AUD,MP4,
"6-25-2019 / Ultrecht, NL / TivoliVredenburg Hertz - M4A(M) (iPhone SE) (lukas jotten)",AUD #1,FLAC,
"11-4-2019 / Los Angeles, CA / Lodge Room - Highland Park (DPA 4063) (unk)",AUD,FLAC,
"11-4-2019 / Los Angeles, CA / Lodge Room (multi-cam edit) (spaldz)",AUD,MP4,
"11-5-2019 / Los Angeles, CA / Highland Park - Lodge Room (DPA 4063) (unk)",AUD,FLAC,
"11-6-2019 / Los Angeles, CA / Lodge Room - Highland Park (DPA 4063) (unk)",AUD,FLAC,
"11-9-2019 / Nashville, TN / CMA Theater (Zoom H4N) (ryan fisher)",AUD,FLAC,
"11-9-2019 / Nashville, TN / CMA Theater (multi-cam comp) (spaldz)",AUD,MP4,
"11-16-2019 / Stroudsberg, PA / Sherman Theater - MP3(M) (Samsung S9) (unk)",AUD,FLAC *Lossy,
,,,
[2020],,,
"5-29-2020 / Highland Park, IL / InstagramTV Cast (Gish Album Deep Dive)",WEB,FLAC,
"5-29-2020 / Highland Park, IL / IGTV - Billy Corgan Deep Dive on Gish (IGTV rip)",WEB,MP4,
"12-16-2020 / Chicago, IL / DC101-DERLAND at Home",WEB,MP4,
,,,
[2022],,,
"2-6-2022 / Highland Park, IL / Madame Zuzu's Teahouse (AT831s) (tapeworm48)",AUD,FLAC 24,
"2-6-2022 / Highland Park, IL / Madame Zuzu's Teahouse (Late show) - M4A(M) (Samsung S21 Ultra)",AUD #1,FLAC *Lossy,
"11-22-2022 / Los Angeles, CA / 106.7 KROQ - DTS Audio Soundspace",PRO,MP4,
,,,
[2023],,,
"5-29-2023 / Highland Park, IL / Madame Zuzu's Teahouse (Schoeps MK4s) (lowlight10)",AUD,FLAC,
,,,
[2024],,,
"10-23-2024 / Highland Park, IL / Madame Zuzu's (Late show) (DPA 4061s) (bullet1979)",AUD,FLAC,
,,,
[2025],,,
"6-9-2025 / Boston, MA / Paradise Rock Club - WAV(M) (CSB) (mzero23)",AUD #1,FLAC 24,*Billy Corgan and the Machines of God
"6-12-2025 / Toronto, ON / HISTORY (CA-14) (unk)",AUD,FLAC,*Billy Corgan and the Machines of God
"6-12-2025 / Toronto, ON / HISTORY (CA-14) (unk) (corrected)",AUD,FLAC,*Billy Corgan and the Machines of God
"6-12-2025 / Toronto, ON / HISTORY (MBHO KA200n) (unk)",AUD,FLAC 24,*Billy Corgan and the Machines of God
"6-12-2025 / Toronto, ON / HISTORY - M4A(M) (iPhone 16 Pro) (unk)",AUD #3,FLAC,*Billy Corgan and the Machines of God
"6-19-2025 / Detroit, MI / St Andrew's Hall (iPhone) (adam h)",AUD,FLAC,*Billy Corgan and the Machines of God
"6-20-2025 / Joliet, IL / Joliet Memorial Stadium - WAV(M) (SP-BMC-12) (eric gregoire)",AUD #1,FLAC 24,*Billy Corgan and the Machines of God
"6-21-2025 / Grand Rapids, MI - Intersection (DPA 4061s) (bullet1979)",AUD #1,FLAC,*Billy Corgan and the Machines of God
"6-21-2025 / Grand Rapids, MI - Intersection (CA-14s) (bullet1979)",AUD #2,FLAC,*Billy Corgan and the Machines of God
"6-23-2025 / Pittsburgh, PA / Roxian Theater - WAV(M) (Rode VideoMic GO II) (jasonzep)",AUD #1,FLAC 24,*Billy Corgan and the Machines of God
"6-23-2025 / Pittsburgh, PA / Roxian Theater - WAV(M) (Rode VideoMic GO II) (Remastered) (jasonzep)",AUD #1,FLAC 24,*Billy Corgan and the Machines of God
"6-25-2025 / Cleveland, OH / House of Blues - WAV(M) (SP-BMC-12) (eric gregoire)",AUD #1,FLAC 24,*Billy Corgan and the Machines of God
"6-26-2025 / Cincinnati, OH / Bogart's - M4A(M) (iPhone Internal mics) (liquidsun)",AUD #1,FLAC 24,*Billy Corgan and the Machines of God
"6-26-2025 / Cincinnati, OH / Bogart's - WAV(M) (Samsung Galaxy S25 Internal mics) (harrison koehli)",AUD #2,FLAC,*Billy Corgan and the Machines of God
"6-27-2025 / Milwaukee, WI / Summerfest - Miller Lite Oasis (CA-14) (69mako)",AUD #1,FLAC,*Billy Corgan and the Machines of God
"6-27-2025 / Milwaukee, WI / Summerfest - Miller Lite Oasis (Shure MV88) (poul0004)",AUD,FLAC 24,*Billy Corgan and the Machines of God
"7-5-2025 / Birmingham, UK / Villa Park - WAV(M) (Zoom H2) (enchantgy)",AUD #1,FLAC,
"8-31-2025 / Highland Park, IL / Madame Zuzu's (Late Show) - M4A(M) (iPhone 15 Pro Max)",AUD #1,FLAC,
"8-31-2025 / Highland Park, IL / Madame Zuzu's (Late Show) (Schoeps MK4s) (tapeworm48)",AUD #2,FLAC 24,
"8-31-2025 / Highland Park, IL / Madame Zuzu's (Late Show) - WAV(M) (CA-14s) (bullet1979)",AUD #3,FLAC,
"8-31-2025 / Highland Park, IL / Madame Zuzu's (Late Show) - WAV(M) (DPA 4061s) (bullet1979)",AUD #4,FLAC,
"8-31-2025b / Highland Park, IL / Madame Zuzu's (IG Feed)",WEB,FLAC,
"11-21-2025 / Chicago, IL / Civic Opera House - M4A(M) (iPhone 15)",AUD #1,FLAC,
"11-22-2025 / Chicago, IL / Civic Opera House - M4A(M) (iPhone 15)",AUD #1,FLAC,
"11-26-2025 / Chicago, IL / Civic Opera House (Night 4) (AT943) (englishskylarking)",AUD,FLAC,
,,,
,,,
[MISC],,,
30 Days With Billy Corgan (YouTube 1080 rip),WEB,MP4,
William Patrick Corgan - Ogilala Live Box,,FLAC,
Billy Corgan - Now and Then (Alternate Version),,MP3,
The Frogs - Fruit Bat Salad (Vol. 2),,FLAC,
Billy Corgan - Answering Machine Message To Mike Potential,,MP3,
Billy Corgan - 2004-04-19 - Chicago Songs,,FLAC,
Billy Corgan - Tilt (Lossless),,WAV,
Billy Corgan - TheFutureEmbrace Short Film (Full [MP4],,MP4,
Billy Corgan - Walking Shade [MPG],,MPG,
Billy Corgan - Pillbox [MP4],,MP4,
Billy Corgan - 'Neath The Darkest Eves',,MP4,
Billy Corgan - Billy Corgan Programming Rage + Videos (2005-08-27),,DVD,
Billy Corgan - Through the Night with Billy Corgan (2008-02-25),,DVD,
,,,
NEW ORDER (Billy Corgan on bass),,,
"7-18-2001 / Liverpool, UK / Olympia (unk) (ukkevinl transfer) ",AUD,FLAC,
"7-31-2001 / Mountain View, CA / Shoreline Amphitheatre (Sony PCM-M1 + DPA 4061)",AUD,FLAC,
"8-2-2001 / Vancouver, CA / Thunderbird Stadium (unk)",AUD,FLAC,
"8-3-2001 / George, WA / Gorge Ampitheater (unk) (swinburn)",AUD,FLAC,
"8-5-2001 / Los Angeles, CA / Blockbuster Pavilion (In-house Promo CD)",SBD,FLAC,
"8-5-2001 / Los Angeles, CA / Blockbuster Pavilion (thir13en remaster)",SBD,FLAC,
